student_id;gender;age;age_group;mobility_restriction;student_status;campus;distance_km;distance_category;archetype;max_budget_eur;max_travel_time_min;max_walking_distance_m;environmental_attitude
STU_0028;Male;20;18-25;No;Student;University;4.7;Medium;Eco_Conscious;4.5;35.0;1700;5
STU_0029;Male;30;26-35;Yes;Student;University;10.6;Long;Comfort_Seeking;13.6;60.0;700;5
STU_0030;Male;30;26-35;No;Student;University;1.6;Short;Comfort_Seeking;3.7;15.0;1000;4
STU_0031;Male;20;18-25;No;Student;University;2.4;Medium;Time_Sensitive;3.5;20.0;1700;3
STU_0032;Male;20;18-25;No;Student;University;5.4;Long;Cost_Sensitive;6.1;40.0;1300;4
STU_0033;Male;20;18-25;No;Student;University;4.3;Medium;Time_Sensitive;3.5;30.0;800;4
STU_0034;Female;20;18-25;No;Student;University;5.4;Long;Comfort_Seeking;5.9;35.0;900;5
STU_0035;Female;20;18-25;No;Student;University;2.8;Medium;Cost_Sensitive;3.2;20.0;700;3
STU_0036;Female;20;18-25;No;Student;University;8.3;Long;Comfort_Seeking;8.9;60.0;1200;2
STU_0037;Male;45;46-55;No;Student;University;4.3;Medium;Time_Sensitive;2.5;25.0;1400;2
STU_0038;Male;20;18-25;No;Student;University;6.3;Long;Comfort_Seeking;7.6;40.0;1700;4
STU_0039;Female;20;18-25;No;Student;University;5.1;Long;Comfort_Seeking;7.6;35.0;600;5
STU_0040;Male;15;18-25;No;Student;University;4.7;Medium;Comfort_Seeking;5.1;25.0;1500;1
STU_0041;Male;45;46-55;No;Student;University;6.1;Long;Time_Sensitive;7.8;35.0;1100;4
STU_0042;Male;20;18-25;No;Student;University;4.7;Medium;Cost_Sensitive;6.0;40.0;1100;4
STU_0043;Male;20;18-25;No;Student;University;2.1;Medium;Time_Sensitive;2.2;15.0;1000;4
STU_0044;Female;25;18-25;No;Student;University;8.0;Long;Time_Sensitive;6.4;45.0;500;3
STU_0045;Male;20;18-25;No;Student;University;6.8;Long;Cost_Sensitive;5.6;40.0;1400;5
STU_0046;Female;20;18-25;No;Student;University;1.2;Short;Time_Sensitive;3.1;15.0;700;1
STU_0047;Male;25;26-35;No;Student;University;2.9;Medium;Time_Sensitive;3.8;35.0;900;4
STU_0048;Male;40;36-45;No;Student;University;7.8;Long;Eco_Conscious;10.4;50.0;1300;3
STU_0049;Male;25;18-25;No;Student;University;1.4;Short;Eco_Conscious;4.2;15.0;500;4
STU_0050;Male;15;18-25;No;Student;University;7.3;Long;Cost_Sensitive;9.1;45.0;700;5
STU_0051;Female;35;36-45;No;Student;University;3.9;Medium;Comfort_Seeking;5.3;30.0;1600;3
STU_0052;Female;25;26-35;No;Student;University;9.2;Long;Cost_Sensitive;7.6;65.0;1200;3
STU_0053;Female;15;18-25;No;Student;University;4.2;Medium;Time_Sensitive;5.7;30.0;900;4
STU_0054;Female;15;18-25;No;Student;University;2.8;Medium;Time_Sensitive;4.0;35.0;1200;4
STU_0055;Male;20;18-25;No;Student;University;5.0;Long;Comfort_Seeking;3.7;40.0;1400;4
STU_0056;Female;20;18-25;No;Student;University;4.1;Medium;Cost_Sensitive;7.2;30.0;1500;3
STU_0057;Male;35;26-35;No;Student;University;2.6;Medium;Time_Sensitive;5.7;20.0;800;1
STU_0058;Male;45;46-55;No;Student;University;15.4;Long;Eco_Conscious;12.6;90.0;700;3
STU_0059;Male;40;36-45;No;Student;University;2.4;Medium;Time_Sensitive;2.4;20.0;1300;2
STU_0060;Male;20;18-25;No;Student;University;1.1;Short;Eco_Conscious;1.5;20.0;1400;5
STU_0061;Male;20;18-25;No;Student;University;10.6;Long;Comfort_Seeking;11.6;75.0;700;1
STU_0062;Male;45;36-45;No;Student;University;3.0;Medium;Comfort_Seeking;4.9;25.0;700;3
STU_0063;Female;30;26-35;No;Student;University;3.5;Medium;Cost_Sensitive;4.6;30.0;1100;2
STU_0064;Male;20;18-25;No;Student;University;3.4;Medium;Cost_Sensitive;4.9;30.0;1200;2
STU_0065;Male;40;36-45;Yes;Student;University;3.0;Medium;Time_Sensitive;1.8;30.0;400;4
STU_0066;Male;30;26-35;No;Student;University;2.7;Medium;Time_Sensitive;4.5;25.0;700;4
STU_0067;Male;15;18-25;No;Student;University;2.4;Medium;Cost_Sensitive;3.3;15.0;1200;1
STU_0068;Female;15;18-25;No;Student;University;4.4;Medium;Cost_Sensitive;4.0;25.0;900;1
STU_0069;Male;20;18-25;No;Student;University;3.3;Medium;Comfort_Seeking;1.6;25.0;700;2
STU_0070;Other_NA;15;18-25;No;Student;University;6.5;Long;Comfort_Seeking;7.0;50.0;1100;4
STU_0071;Female;25;18-25;No;Student;University;5.6;Long;Cost_Sensitive;6.9;30.0;1100;4
STU_0072;Male;25;26-35;No;Student;University;2.4;Medium;Time_Sensitive;1.0;30.0;1400;1
STU_0073;Male;20;18-25;No;Student;University;4.5;Medium;Time_Sensitive;5.4;35.0;800;4
STU_0074;Female;20;18-25;No;Student;University;3.3;Medium;Cost_Sensitive;4.5;30.0;1200;4
STU_0075;Female;20;18-25;No;Student;University;2.4;Medium;Eco_Conscious;2.5;15.0;600;5
STU_0076;Female;20;18-25;No;Student;University;6.3;Long;Eco_Conscious;7.6;45.0;1100;5
STU_0077;Female;35;36-45;No;Student;University;3.9;Medium;Comfort_Seeking;4.6;30.0;1300;3
STU_0078;Male;20;18-25;No;Student;University;3.3;Medium;Eco_Conscious;4.8;25.0;1300;2
STU_0079;Male;25;18-25;No;Student;University;2.6;Medium;Time_Sensitive;4.6;25.0;1300;3
STU_0080;Male;35;26-35;No;Student;University;2.3;Medium;Eco_Conscious;4.4;20.0;1400;4
STU_0081;Female;20;18-25;No;Student;University;13.5;Long;Cost_Sensitive;14.8;80.0;1000;5
STU_0082;Male;20;18-25;No;Student;University;5.1;Long;Eco_Conscious;6.5;40.0;1300;4
STU_0083;Male;20;18-25;No;Student;University;2.2;Medium;Time_Sensitive;2.5;15.0;1800;3
STU_0084;Male;20;18-25;No;Student;University;5.0;Medium;Cost_Sensitive;4.6;45.0;1000;3
STU_0085;Male;20;18-25;No;Student;University;7.8;Long;Cost_Sensitive;6.3;55.0;1600;3
STU_0086;Male;20;18-25;No;Student;University;4.6;Medium;Time_Sensitive;5.7;30.0;1500;3
STU_0087;Female;20;18-25;No;Student;University;9.4;Long;Comfort_Seeking;11.9;60.0;1100;4
STU_0088;Female;40;36-45;No;Student;University;1.7;Short;Time_Sensitive;2.3;20.0;1000;1
STU_0089;Female;15;18-25;Yes;Student;University;1.3;Short;Time_Sensitive;3.4;10.0;800;3
STU_0090;Male;15;18-25;No;Student;University;4.9;Medium;Time_Sensitive;4.3;35.0;1400;4
STU_0091;Male;20;18-25;No;Student;University;5.0;Medium;Eco_Conscious;6.1;35.0;1300;1
STU_0092;Female;15;18-25;No;Student;University;0.6;Short;Cost_Sensitive;4.3;10.0;1000;2
STU_0093;Female;25;18-25;No;Student;University;2.9;Medium;Comfort_Seeking;5.2;25.0;400;3
STU_0094;Male;15;18-25;No;Student;University;2.3;Medium;Comfort_Seeking;1.0;15.0;1400;5
STU_0095;Female;45;36-45;Yes;Student;University;1.9;Short;Eco_Conscious;4.1;25.0;400;4
STU_0096;Male;25;18-25;No;Student;University;2.3;Medium;Eco_Conscious;4.6;15.0;700;1
STU_0097;Male;25;18-25;No;Student;University;6.0;Long;Cost_Sensitive;6.9;45.0;1000;4
STU_0098;Male;25;18-25;No;Student;University;2.3;Medium;Time_Sensitive;4.7;10.0;700;3
STU_0099;Male;50;46-55;No;Student;University;2.4;Medium;Comfort_Seeking;2.0;20.0;1100;4
STU_0100;Male;15;18-25;No;Student;University;1.6;Short;Cost_Sensitive;3.0;15.0;1000;4
STU_0101;Male;20;18-25;No;Student;University;8.9;Long;Time_Sensitive;11.0;55.0;1400;5
STU_0102;Female;20;18-25;No;Student;University;5.4;Long;Eco_Conscious;8.0;35.0;600;4
STU_0103;Male;25;26-35;No;Student;University;1.0;Short;Time_Sensitive;3.3;10.0;900;5
STU_0104;Male;15;18-25;Yes;Student;University;2.4;Medium;Comfort_Seeking;1.9;25.0;500;5
STU_0105;Female;30;26-35;No;Student;University;5.7;Long;Cost_Sensitive;4.5;45.0;1200;5
STU_0106;Male;20;18-25;No;Student;University;8.9;Long;Eco_Conscious;9.3;55.0;1400;4
STU_0107;Male;20;18-25;No;Student;University;6.9;Long;Time_Sensitive;7.7;40.0;800;3
STU_0108;Female;20;18-25;No;Student;University;3.4;Medium;Eco_Conscious;4.2;35.0;1000;3
STU_0109;Male;20;18-25;No;Student;University;1.4;Short;Time_Sensitive;1.2;10.0;1300;1
STU_0110;Male;15;18-25;No;Student;University;7.0;Long;Time_Sensitive;8.2;40.0;400;3
STU_0111;Male;15;18-25;No;Student;University;3.5;Medium;Comfort_Seeking;4.7;15.0;1300;4
STU_0112;Male;25;26-35;No;Student;University;4.4;Medium;Time_Sensitive;5.7;30.0;1400;4
STU_0113;Female;20;18-25;No;Student;University;3.8;Medium;Time_Sensitive;5.8;25.0;700;5
STU_0114;Female;20;18-25;No;Student;University;1.9;Short;Time_Sensitive;2.6;25.0;1000;2
STU_0115;Female;15;18-25;No;Student;University;5.2;Long;Eco_Conscious;5.0;40.0;1700;2
STU_0116;Female;15;18-25;No;Student;University;4.8;Medium;Time_Sensitive;7.6;35.0;1400;4
STU_0117;Female;20;18-25;No;Student;University;3.3;Medium;Comfort_Seeking;2.9;25.0;1300;3
STU_0118;Male;15;18-25;No;Student;University;5.6;Long;Time_Sensitive;5.4;45.0;1500;2
STU_0119;Female;20;18-25;No;Student;University;1.9;Short;Time_Sensitive;5.3;25.0;1800;5
STU_0120;Male;25;26-35;No;Student;University;3.6;Medium;Comfort_Seeking;3.6;30.0;1200;4
STU_0121;Female;35;36-45;No;Student;University;4.3;Medium;Comfort_Seeking;5.0;30.0;1000;3
STU_0122;Female;20;18-25;No;Student;University;1.5;Short;Comfort_Seeking;2.0;20.0;1500;5
STU_0123;Male;15;18-25;No;Student;University;4.1;Medium;Comfort_Seeking;1.8;30.0;1100;4
STU_0124;Male;15;18-25;No;Student;University;6.5;Long;Time_Sensitive;6.8;40.0;800;4
STU_0125;Male;20;18-25;Yes;Student;University;3.5;Medium;Cost_Sensitive;2.7;20.0;600;5
STU_0126;Male;20;18-25;No;Student;University;4.1;Medium;Cost_Sensitive;5.5;30.0;1300;2
STU_0127;Female;15;18-25;No;Student;University;5.8;Long;Eco_Conscious;8.5;40.0;1000;4
STU_0128;Female;30;26-35;No;Student;University;3.4;Medium;Comfort_Seeking;1.0;35.0;1000;1
STU_0129;Male;25;18-25;No;Student;University;3.5;Medium;Cost_Sensitive;3.8;25.0;800;1
STU_0130;Male;20;18-25;No;Student;University;2.1;Medium;Cost_Sensitive;4.1;25.0;1700;5
STU_0131;Male;20;18-25;No;Student;University;4.2;Medium;Cost_Sensitive;1.1;30.0;1000;4
STU_0132;Male;20;18-25;No;Student;University;3.5;Medium;Comfort_Seeking;6.8;15.0;900;4
STU_0133;Male;20;18-25;No;Student;University;5.6;Long;Time_Sensitive;7.0;35.0;900;5
STU_0134;Male;20;18-25;No;Student;University;5.9;Long;Time_Sensitive;8.4;45.0;1400;5
STU_0135;Female;25;18-25;No;Student;University;6.7;Long;Time_Sensitive;6.2;45.0;1400;5
STU_0136;Male;35;26-35;No;Student;University;3.1;Medium;Comfort_Seeking;3.4;25.0;1000;4
STU_0137;Male;15;18-25;No;Student;University;1.2;Short;Eco_Conscious;2.2;20.0;1200;3
STU_0138;Female;20;18-25;No;Student;University;6.5;Long;Eco_Conscious;10.9;40.0;1200;2
STU_0139;Male;20;18-25;No;Student;University;5.4;Long;Cost_Sensitive;8.5;30.0;900;3
STU_0140;Female;20;18-25;No;Student;University;2.9;Medium;Time_Sensitive;4.2;10.0;600;3
STU_0141;Female;15;18-25;No;Student;University;5.8;Long;Eco_Conscious;6.9;45.0;1300;4
STU_0142;Male;30;26-35;No;Student;University;1.8;Short;Comfort_Seeking;4.2;20.0;900;4
STU_0143;Male;25;26-35;No;Student;University;7.7;Long;Cost_Sensitive;12.4;55.0;1300;5
STU_0144;Male;25;26-35;No;Student;University;3.5;Medium;Cost_Sensitive;5.1;20.0;1300;4
STU_0145;Male;20;18-25;No;Student;University;2.6;Medium;Cost_Sensitive;3.8;15.0;1200;4
STU_0146;Male;20;18-25;No;Student;University;2.9;Medium;Time_Sensitive;3.4;15.0;1000;3
STU_0147;Male;15;18-25;No;Student;University;3.7;Medium;Comfort_Seeking;5.0;25.0;900;1
STU_0148;Male;20;18-25;No;Student;University;4.2;Medium;Cost_Sensitive;4.0;40.0;800;3
STU_0149;Male;35;26-35;No;Student;University;4.3;Medium;Time_Sensitive;6.1;35.0;900;4
STU_0150;Male;20;18-25;No;Student;University;3.3;Medium;Time_Sensitive;1.7;25.0;1300;3
STU_0151;Female;20;18-25;No;Student;University;4.7;Medium;Cost_Sensitive;5.1;35.0;1600;4
STU_0152;Male;20;18-25;No;Student;University;4.2;Medium;Time_Sensitive;6.4;25.0;1600;4
STU_0153;Male;15;18-25;No;Student;University;2.9;Medium;Cost_Sensitive;4.6;25.0;1200;3
STU_0154;Male;15;18-25;No;Student;University;2.6;Medium;Time_Sensitive;2.9;15.0;1600;3
STU_0155;Other_NA;20;18-25;No;Student;University;6.0;Long;Eco_Conscious;6.2;45.0;1000;4
STU_0156;Male;20;18-25;No;Student;University;5.7;Long;Time_Sensitive;8.2;35.0;700;3
STU_0157;Female;30;26-35;No;Student;University;4.4;Medium;Cost_Sensitive;3.0;35.0;1800;4
STU_0158;Female;25;26-35;No;Student;University;7.2;Long;Comfort_Seeking;5.5;45.0;1300;4
STU_0159;Male;20;18-25;No;Student;University;1.3;Short;Eco_Conscious;1.0;10.0;600;4
STU_0160;Female;15;18-25;No;Student;University;3.0;Medium;Eco_Conscious;4.1;30.0;1700;5
STU_0161;Male;20;18-25;No;Student;University;2.1;Medium;Cost_Sensitive;1.0;20.0;900;4
STU_0162;Female;15;18-25;No;Student;University;15.8;Long;Cost_Sensitive;16.6;90.0;1000;5
STU_0163;Female;25;18-25;No;Student;University;6.4;Long;Cost_Sensitive;5.3;45.0;1500;3
STU_0164;Male;20;18-25;No;Student;University;4.0;Medium;Cost_Sensitive;5.3;25.0;1600;4
STU_0165;Male;20;18-25;No;Student;University;6.7;Long;Time_Sensitive;6.1;50.0;800;3
STU_0166;Female;20;18-25;No;Student;University;8.1;Long;Comfort_Seeking;8.3;50.0;1700;3
STU_0167;Male;20;18-25;No;Student;University;8.0;Long;Time_Sensitive;5.5;55.0;1500;3
STU_0168;Male;25;18-25;No;Student;University;7.2;Long;Time_Sensitive;9.4;40.0;900;4
STU_0169;Male;40;36-45;No;Student;University;3.6;Medium;Eco_Conscious;2.8;25.0;1100;3
STU_0170;Male;25;26-35;No;Student;University;3.1;Medium;Cost_Sensitive;2.2;25.0;1700;3
STU_0171;Female;20;18-25;No;Student;University;2.4;Medium;Eco_Conscious;7.8;25.0;600;5
STU_0172;Male;25;26-35;No;Student;University;5.6;Long;Eco_Conscious;7.3;40.0;1600;5
STU_0173;Male;15;18-25;No;Student;University;3.8;Medium;Eco_Conscious;6.5;25.0;1400;4
STU_0174;Male;30;26-35;No;Student;University;3.3;Medium;Comfort_Seeking;5.1;25.0;1300;4
STU_0175;Female;25;26-35;No;Student;University;3.2;Medium;Time_Sensitive;3.4;30.0;1200;5
STU_0176;Male;20;18-25;No;Student;University;9.8;Long;Time_Sensitive;7.5;60.0;1800;4
STU_0177;Female;20;18-25;No;Student;University;7.4;Long;Comfort_Seeking;7.2;45.0;1900;3
STU_0178;Male;15;18-25;No;Student;University;12.3;Long;Eco_Conscious;10.2;65.0;900;5
STU_0179;Female;20;18-25;No;Student;University;5.7;Long;Time_Sensitive;4.7;40.0;1400;4
STU_0180;Male;20;18-25;No;Student;University;4.4;Medium;Comfort_Seeking;2.4;25.0;1800;3
STU_0181;Male;20;18-25;No;Student;University;4.2;Medium;Cost_Sensitive;5.2;30.0;900;4
STU_0182;Male;15;18-25;No;Student;University;2.3;Medium;Comfort_Seeking;6.3;25.0;1200;3
STU_0183;Female;25;26-35;No;Student;University;2.0;Medium;Cost_Sensitive;4.2;10.0;1500;5
STU_0184;Female;40;36-45;Yes;Student;University;5.7;Long;Eco_Conscious;6.1;45.0;700;3
STU_0185;Male;20;18-25;No;Student;University;2.4;Medium;Comfort_Seeking;3.5;20.0;1400;5
STU_0186;Female;20;18-25;No;Student;University;4.8;Medium;Cost_Sensitive;1.0;35.0;800;5
STU_0187;Female;25;18-25;No;Student;University;8.1;Long;Time_Sensitive;7.6;50.0;1200;4
STU_0188;Male;20;18-25;No;Student;University;2.8;Medium;Time_Sensitive;1.4;15.0;1600;4
STU_0189;Male;40;36-45;Yes;Student;University;13.7;Long;Comfort_Seeking;13.4;80.0;400;3
STU_0190;Male;20;18-25;Yes;Student;University;2.4;Medium;Comfort_Seeking;3.0;30.0;700;1
STU_0191;Male;25;18-25;No;Student;University;7.5;Long;Eco_Conscious;6.3;45.0;1900;2
STU_0192;Female;15;18-25;No;Student;University;5.4;Long;Eco_Conscious;6.3;30.0;1000;4
STU_0193;Female;20;18-25;No;Student;University;8.5;Long;Comfort_Seeking;8.9;55.0;1400;4
STU_0194;Female;20;18-25;No;Student;University;2.2;Medium;Time_Sensitive;6.1;20.0;1600;2
STU_0195;Male;35;26-35;No;Student;University;16.3;Long;Time_Sensitive;16.6;90.0;600;3
STU_0196;Male;20;18-25;No;Student;University;3.8;Medium;Eco_Conscious;5.1;30.0;1400;5
STU_0197;Female;20;18-25;No;Student;University;6.3;Long;Time_Sensitive;5.1;45.0;1500;3
STU_0198;Female;20;18-25;No;Student;University;9.8;Long;Cost_Sensitive;7.9;60.0;1400;5
STU_0199;Female;35;36-45;Yes;Student;University;3.0;Medium;Cost_Sensitive;5.1;25.0;500;3
STU_0200;Female;30;26-35;No;Student;University;6.8;Long;Cost_Sensitive;7.0;50.0;800;4
STU_0201;Female;20;18-25;No;Student;University;2.7;Medium;Comfort_Seeking;4.2;15.0;1600;1
STU_0202;Male;15;18-25;No;Student;University;9.6;Long;Time_Sensitive;11.4;50.0;1200;4
STU_0203;Male;20;18-25;No;Student;University;2.7;Medium;Eco_Conscious;1.1;25.0;800;4
STU_0204;Female;15;18-25;No;Student;University;4.3;Medium;Time_Sensitive;7.7;45.0;1000;3
STU_0205;Male;35;36-45;Yes;Student;University;5.0;Long;Time_Sensitive;7.5;35.0;500;4
STU_0206;Male;15;18-25;No;Student;University;6.7;Long;Time_Sensitive;3.5;45.0;600;4
STU_0207;Male;20;18-25;No;Student;University;13.4;Long;Eco_Conscious;17.1;80.0;1200;4
STU_0208;Female;20;18-25;No;Student;University;3.2;Medium;Eco_Conscious;4.8;35.0;1000;4
STU_0209;Male;20;18-25;No;Student;University;8.2;Long;Comfort_Seeking;7.6;50.0;1600;3
STU_0210;Male;25;18-25;No;Student;University;13.4;Long;Eco_Conscious;13.8;80.0;500;4
STU_0211;Male;30;26-35;No;Student;University;4.6;Medium;Eco_Conscious;3.7;40.0;1500;5
STU_0212;Female;20;18-25;No;Student;University;3.0;Medium;Eco_Conscious;5.1;20.0;1600;5
STU_0213;Female;15;18-25;No;Student;University;1.5;Short;Comfort_Seeking;1.4;10.0;500;5
STU_0214;Male;20;18-25;No;Student;University;12.7;Long;Eco_Conscious;15.9;80.0;500;3
STU_0215;Female;20;18-25;No;Student;University;3.6;Medium;Cost_Sensitive;4.7;25.0;1800;4
STU_0216;Male;20;18-25;No;Student;University;2.3;Medium;Time_Sensitive;4.7;15.0;800;4
STU_0217;Male;20;18-25;No;Student;University;1.9;Short;Eco_Conscious;1.7;30.0;2200;2
STU_0218;Female;30;26-35;No;Student;University;2.3;Medium;Eco_Conscious;5.0;20.0;500;5
STU_0219;Female;20;18-25;No;Student;University;7.2;Long;Cost_Sensitive;7.6;50.0;1200;4
STU_0220;Female;25;18-25;No;Student;University;7.8;Long;Comfort_Seeking;5.6;50.0;1100;3
STU_0221;Female;15;18-25;No;Student;University;6.2;Long;Comfort_Seeking;6.3;35.0;1100;2
STU_0222;Male;20;18-25;No;Student;University;4.6;Medium;Cost_Sensitive;8.8;35.0;1300;5
STU_0223;Male;50;46-55;No;Student;University;2.0;Medium;Comfort_Seeking;4.8;20.0;1200;2
STU_0224;Male;25;26-35;No;Student;University;2.8;Medium;Cost_Sensitive;3.2;20.0;1100;2
STU_0225;Male;25;18-25;No;Student;University;2.2;Medium;Cost_Sensitive;1.0;20.0;800;3
STU_0226;Male;20;18-25;No;Student;University;5.9;Long;Cost_Sensitive;5.0;35.0;1500;2
STU_0227;Female;25;18-25;No;Student;University;2.3;Medium;Cost_Sensitive;1.0;15.0;1400;5
STU_0228;Male;20;18-25;No;Student;University;2.8;Medium;Comfort_Seeking;1.0;15.0;1200;4
STU_0229;Female;20;18-25;No;Student;University;3.8;Medium;Cost_Sensitive;6.1;30.0;1400;4
STU_0230;Female;25;18-25;No;Student;University;1.6;Short;Cost_Sensitive;3.0;15.0;1400;5
STU_0231;Female;20;18-25;No;Student;University;4.3;Medium;Cost_Sensitive;8.4;40.0;900;4
STU_0232;Male;20;18-25;No;Student;University;4.0;Medium;Time_Sensitive;3.1;30.0;1300;3
STU_0233;Male;30;26-35;No;Student;University;8.4;Long;Cost_Sensitive;8.7;50.0;1000;4
STU_0234;Male;20;18-25;No;Student;University;2.6;Medium;Eco_Conscious;1.2;25.0;1400;3
STU_0235;Male;20;18-25;No;Student;University;2.0;Short;Cost_Sensitive;2.1;10.0;1100;3
STU_0236;Female;30;26-35;Yes;Student;University;3.4;Medium;Comfort_Seeking;4.0;25.0;500;4
STU_0237;Male;20;18-25;No;Student;University;2.2;Medium;Comfort_Seeking;2.7;20.0;1000;5
STU_0238;Male;20;18-25;No;Student;University;4.3;Medium;Cost_Sensitive;5.3;30.0;1400;4
STU_0239;Female;20;18-25;No;Student;University;1.4;Short;Comfort_Seeking;4.5;20.0;800;5
STU_0240;Male;25;18-25;No;Student;University;3.0;Medium;Cost_Sensitive;5.6;35.0;1200;4
STU_0241;Female;30;26-35;No;Student;University;2.4;Medium;Cost_Sensitive;2.2;25.0;1500;4
STU_0242;Female;25;26-35;No;Student;University;5.9;Long;Cost_Sensitive;6.4;45.0;1300;5
STU_0243;Female;15;18-25;No;Student;University;2.6;Medium;Time_Sensitive;5.2;35.0;1200;1
STU_0244;Male;20;18-25;No;Student;University;1.5;Short;Time_Sensitive;4.7;10.0;1800;3
STU_0245;Male;20;18-25;No;Student;University;3.7;Medium;Eco_Conscious;3.5;30.0;1500;4
STU_0246;Female;20;18-25;No;Student;University;5.1;Long;Time_Sensitive;7.1;35.0;1400;4
STU_0247;Male;20;18-25;No;Student;University;3.6;Medium;Eco_Conscious;5.2;30.0;1400;3
STU_0248;Female;50;46-55;No;Student;University;2.9;Medium;Cost_Sensitive;2.1;25.0;1200;3
STU_0249;Female;25;18-25;No;Student;University;2.8;Medium;Eco_Conscious;5.4;20.0;1700;3
STU_0250;Female;40;36-45;No;Student;University;4.5;Medium;Time_Sensitive;5.6;30.0;1000;4
STU_0251;Male;25;18-25;No;Student;University;2.5;Medium;Cost_Sensitive;1.0;25.0;1500;5
STU_0252;Male;15;18-25;No;Student;University;3.5;Medium;Cost_Sensitive;3.9;20.0;1300;5
STU_0253;Female;20;18-25;No;Student;University;6.5;Long;Cost_Sensitive;7.1;40.0;1000;4
STU_0254;Male;30;26-35;No;Student;University;2.0;Short;Eco_Conscious;2.1;15.0;1100;5
STU_0255;Male;25;26-35;No;Student;University;4.1;Medium;Comfort_Seeking;7.2;30.0;1200;4
STU_0256;Male;25;26-35;No;Student;University;1.5;Short;Cost_Sensitive;5.0;20.0;800;3
STU_0257;Female;20;18-25;No;Student;University;4.8;Medium;Eco_Conscious;4.9;25.0;1500;3
STU_0258;Female;20;18-25;No;Student;University;2.4;Medium;Eco_Conscious;2.6;20.0;1100;4
STU_0259;Male;25;26-35;No;Student;University;7.6;Long;Comfort_Seeking;7.8;45.0;1200;2
STU_0260;Male;15;18-25;No;Student;University;1.8;Short;Cost_Sensitive;2.6;20.0;1600;4
STU_0261;Male;20;18-25;No;Student;University;5.5;Long;Time_Sensitive;5.1;35.0;1200;4
STU_0262;Other_NA;15;18-25;No;Student;University;8.6;Long;Comfort_Seeking;2.1;55.0;1700;3
STU_0263;Male;45;46-55;No;Student;University;2.3;Medium;Comfort_Seeking;6.6;20.0;800;5
STU_0264;Male;35;36-45;No;Student;University;2.5;Medium;Time_Sensitive;3.7;25.0;800;4
STU_0265;Female;15;18-25;No;Student;University;2.4;Medium;Cost_Sensitive;3.2;30.0;1000;3
STU_0266;Female;30;26-35;No;Student;University;3.2;Medium;Time_Sensitive;4.8;20.0;200;4
STU_0267;Female;35;36-45;Yes;Student;University;5.7;Long;Eco_Conscious;6.2;35.0;500;4
