student_id;scenario_id;scenario_description;mode_mix;distance_km;weather;crowding;transfers;human_comfort_rating_1_5;human_comfort_normalized;mlp_predicted_comfort;absolute_error
STU_0009;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0009;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0009;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;1.0;0.2
STU_0009;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0009;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0009;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0010;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0010;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0010;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0010;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0010;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0010;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0010;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0010;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0011;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0011;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0011;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0011;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0011;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0011;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0011;S02;Walk only, short, rain;walk_100;0.8;rain;;0;5;1.0;0.7;0.2
STU_0012;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0012;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0012;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0012;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0012;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0012;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0013;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0013;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0013;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0013;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0013;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0013;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0013;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0013;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0013;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0014;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0014;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0014;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0014;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0014;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0014;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0014;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0014;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0015;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0015;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0015;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0015;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0015;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0016;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0016;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0016;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0016;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0016;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0016;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0016;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0017;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0017;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0017;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0017;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0017;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0017;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0017;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0017;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0017;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0018;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0018;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0018;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0018;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0018;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0018;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0018;S02;Walk only, short, rain;walk_100;0.8;rain;;0;5;1.0;0.7;0.2
STU_0018;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0018;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0019;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0019;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0019;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0019;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0019;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0020;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0020;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0020;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;1.0;0.2
STU_0020;S09;Car only, long distance;car_100;8.0;any;;0;4;0.75;1.0;0.2
STU_0020;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0020;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0020;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0021;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0021;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0021;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0021;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0021;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0021;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0021;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0021;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0022;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0022;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0022;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;1.0;0.2
STU_0022;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0023;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.646;0.154
STU_0023;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;4;0.75;0.8;0.0
STU_0023;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;0.85;0.05
STU_0023;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0023;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0023;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;4;0.75;0.8;0.1
STU_0023;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.55;0.15
STU_0024;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0024;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0024;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0024;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0024;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0025;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0025;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0025;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0025;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0025;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0025;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0025;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0025;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0025;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0026;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0026;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0026;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0026;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0026;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0026;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0026;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0026;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0027;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0027;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0027;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0027;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0027;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0027;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0027;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0028;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0028;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0028;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0028;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0029;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.646;0.046
STU_0029;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;0.8;0.1
STU_0029;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;0.85;0.05
STU_0029;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0030;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0030;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0030;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0030;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0030;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0030;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0031;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0031;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0031;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0031;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0031;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.13
STU_0031;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0032;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0032;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0032;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;1.0;0.2
STU_0032;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0032;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0033;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0033;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0033;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0033;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0033;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;3;0.5;0.83;0.23
STU_0033;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0033;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0034;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.191
STU_0034;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0034;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0034;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0034;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0034;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0034;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0035;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0035;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0035;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0035;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0035;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0035;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0035;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0035;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0035;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.06
STU_0036;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0036;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0036;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0036;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0036;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0036;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0036;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0036;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0036;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0037;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0037;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;4;0.75;0.85;0.15
STU_0037;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0037;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0037;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0037;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;4;0.75;0.85;0.15
STU_0037;S02;Walk only, short, rain;walk_100;0.8;rain;;0;5;1.0;0.7;0.2
STU_0037;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0037;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.06
STU_0038;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0038;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0038;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0038;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0038;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0038;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;4;0.75;1.0;0.2
STU_0039;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0039;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0039;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0039;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0039;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0039;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0039;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0040;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0040;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
