profile_id,archetype,seed,beta,phi,algorithm,raw_hv,nHV
TIME_0004,time_sensitive,0,0.0,0.0,PI-NSGA-III,1.6111907892744557e-05,0.9201511009318967
TIME_0004,time_sensitive,0,0.0,0.0,NSGA-II,1.7510067505681387e-05,1.0
TIME_0004,time_sensitive,1,0.0,0.0,PI-NSGA-III,1.529292755812091e-05,0.8733791319284694
TIME_0004,time_sensitive,1,0.0,0.0,NSGA-II,1.563446812660936e-05,0.8928845146677211
TIME_0004,time_sensitive,3,0.0,0.0,PI-NSGA-III,1.2865426067896572e-05,0.7347445156177841
TIME_0004,time_sensitive,3,0.0,0.0,NSGA-II,1.2996362076382373e-05,0.7422222713970418
TIME_0004,time_sensitive,4,0.0,0.0,PI-NSGA-III,1.4224246239195666e-05,0.8123467390734165
TIME_0004,time_sensitive,4,0.0,0.0,NSGA-II,1.5554388487384925e-05,0.8883111662669538
TIME_0004,time_sensitive,2,0.0,0.0,PI-NSGA-III,4.95311983552035e-06,0.28287268646527153
TIME_0004,time_sensitive,2,0.0,0.0,NSGA-II,5.927091563984918e-06,0.3384962143670657
TIME_0005,time_sensitive,0,0.0,0.0,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.0,0.0,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.0,0.0,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.0,0.0,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,3,0.0,0.0,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.0,0.0,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,4,0.0,0.0,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.0,0.0,NSGA-II,1.2239730186156813e-05,1.0
TIME_0005,time_sensitive,2,0.0,0.0,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.0,0.0,NSGA-II,8.406550434783559e-06,0.6868248161459803
COMF_0006,comfort_seeker,1,0.0,0.0,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.0,0.0,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,0,0.0,0.0,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.0,0.0,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,2,0.0,0.0,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.0,0.0,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,3,0.0,0.0,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.0,0.0,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,4,0.0,0.0,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.0,0.0,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.0,0.0,PI-NSGA-III,1.3919451218468783e-05,6.715603982282113e-06
COMF_0007,comfort_seeker,0,0.0,0.0,NSGA-II,1.4547027955569344e-05,7.018385806702614e-06
COMF_0007,comfort_seeker,1,0.0,0.0,PI-NSGA-III,2.0535581489418293,0.9907634335887782
COMF_0007,comfort_seeker,1,0.0,0.0,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.0,0.0,PI-NSGA-III,1.5190557263305684e-05,7.32886413763101e-06
COMF_0007,comfort_seeker,2,0.0,0.0,NSGA-II,1.5818382444267478e-05,7.63176582673279e-06
COMF_0007,comfort_seeker,3,0.0,0.0,PI-NSGA-III,2.333167150529489e-05,1.12566410568227e-05
COMF_0007,comfort_seeker,3,0.0,0.0,NSGA-II,2.4442043666546308e-05,1.1792353247689914e-05
COMF_0007,comfort_seeker,4,0.0,0.0,PI-NSGA-III,1.3999431065860332e-05,6.754191206247692e-06
COMF_0007,comfort_seeker,4,0.0,0.0,NSGA-II,1.529550586581064e-05,7.379497833015645e-06
ECO__0000,eco_conscious,0,0.0,0.04,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.0,0.04,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.0,0.04,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.0,0.04,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.0,0.04,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.0,0.04,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.0,0.04,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.0,0.04,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.0,0.04,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.0,0.04,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.0,0.04,PI-NSGA-III,0.023557024508256585,0.8463597703367524
ECO__0001,eco_conscious,0,0.0,0.04,NSGA-II,0.025208727100381915,0.9057023509774376
ECO__0001,eco_conscious,2,0.0,0.04,PI-NSGA-III,0.020683898509939864,0.7431337343307365
ECO__0001,eco_conscious,2,0.0,0.04,NSGA-II,0.024230121034863106,0.870542867886848
ECO__0001,eco_conscious,3,0.0,0.04,PI-NSGA-III,0.026668490153930986,0.9581489034830326
ECO__0001,eco_conscious,3,0.0,0.04,NSGA-II,0.027833346212667504,1.0
ECO__0001,eco_conscious,4,0.0,0.04,PI-NSGA-III,0.019236055930629777,0.6911154621385434
ECO__0001,eco_conscious,4,0.0,0.04,NSGA-II,0.02080191831819711,0.747373965000649
ECO__0001,eco_conscious,1,0.0,0.04,PI-NSGA-III,0.02313474886108533,0.8311881972192137
ECO__0001,eco_conscious,1,0.0,0.04,NSGA-II,0.024958550887755136,0.8967139882159052
COST_0002,cost_sensitive,0,0.0,0.04,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.0,0.04,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.0,0.04,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.0,0.04,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,3,0.0,0.04,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
COST_0002,cost_sensitive,3,0.0,0.04,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,2,0.0,0.04,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.0,0.04,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,4,0.0,0.04,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.0,0.04,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.0,0.04,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.0,0.04,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.0,0.04,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.0,0.04,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,3,0.0,0.04,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.0,0.04,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,2,0.0,0.04,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.0,0.04,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,4,0.0,0.04,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.0,0.04,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.0,0.04,PI-NSGA-III,1.6111907892744557e-05,0.9201511009318967
TIME_0004,time_sensitive,0,0.0,0.04,NSGA-II,1.7510067505681387e-05,1.0
TIME_0004,time_sensitive,1,0.0,0.04,PI-NSGA-III,1.529292755812091e-05,0.8733791319284694
TIME_0004,time_sensitive,1,0.0,0.04,NSGA-II,1.563446812660936e-05,0.8928845146677211
TIME_0004,time_sensitive,2,0.0,0.04,PI-NSGA-III,4.95311983552035e-06,0.28287268646527153
TIME_0004,time_sensitive,2,0.0,0.04,NSGA-II,5.927091563984918e-06,0.3384962143670657
TIME_0004,time_sensitive,3,0.0,0.04,PI-NSGA-III,1.2865426067896572e-05,0.7347445156177841
TIME_0004,time_sensitive,3,0.0,0.04,NSGA-II,1.2996362076382373e-05,0.7422222713970418
TIME_0004,time_sensitive,4,0.0,0.04,PI-NSGA-III,1.4224246239195666e-05,0.8123467390734165
TIME_0004,time_sensitive,4,0.0,0.04,NSGA-II,1.5554388487384925e-05,0.8883111662669538
TIME_0005,time_sensitive,0,0.0,0.04,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.0,0.04,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.0,0.04,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.0,0.04,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,3,0.0,0.04,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.0,0.04,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,2,0.0,0.04,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.0,0.04,NSGA-II,8.406550434783559e-06,0.6868248161459803
TIME_0005,time_sensitive,4,0.0,0.04,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.0,0.04,NSGA-II,1.2239730186156813e-05,1.0
COMF_0006,comfort_seeker,0,0.0,0.04,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.0,0.04,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,1,0.0,0.04,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.0,0.04,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,2,0.0,0.04,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.0,0.04,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,3,0.0,0.04,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.0,0.04,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,4,0.0,0.04,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.0,0.04,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.0,0.04,PI-NSGA-III,1.3919451218468783e-05,6.715603982282113e-06
COMF_0007,comfort_seeker,0,0.0,0.04,NSGA-II,1.4547027955569344e-05,7.018385806702614e-06
COMF_0007,comfort_seeker,1,0.0,0.04,PI-NSGA-III,2.0535581489418293,0.9907634335887782
COMF_0007,comfort_seeker,1,0.0,0.04,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.0,0.04,PI-NSGA-III,1.5190557263305684e-05,7.32886413763101e-06
COMF_0007,comfort_seeker,2,0.0,0.04,NSGA-II,1.5818382444267478e-05,7.63176582673279e-06
COMF_0007,comfort_seeker,3,0.0,0.04,PI-NSGA-III,2.333167150529489e-05,1.12566410568227e-05
COMF_0007,comfort_seeker,3,0.0,0.04,NSGA-II,2.4442043666546308e-05,1.1792353247689914e-05
COMF_0007,comfort_seeker,4,0.0,0.04,PI-NSGA-III,1.3999431065860332e-05,6.754191206247692e-06
COMF_0007,comfort_seeker,4,0.0,0.04,NSGA-II,1.529550586581064e-05,7.379497833015645e-06
ECO__0000,eco_conscious,0,0.0,0.08,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.0,0.08,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.0,0.08,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.0,0.08,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.0,0.08,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.0,0.08,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.0,0.08,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.0,0.08,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.0,0.08,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.0,0.08,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.0,0.08,PI-NSGA-III,0.018322359907062394,0.7073772242713228
ECO__0001,eco_conscious,0,0.0,0.08,NSGA-II,0.025901823353072277,1.0
ECO__0001,eco_conscious,1,0.0,0.08,PI-NSGA-III,0.023250122381132565,0.8976249302686566
ECO__0001,eco_conscious,1,0.0,0.08,NSGA-II,0.024958550887755136,0.963582777457045
ECO__0001,eco_conscious,2,0.0,0.08,PI-NSGA-III,0.023428017205204935,0.9044929727862607
ECO__0001,eco_conscious,2,0.0,0.08,NSGA-II,0.024206083036976904,0.9345320098519536
ECO__0001,eco_conscious,3,0.0,0.08,PI-NSGA-III,0.02146008304382024,0.8285163075700926
ECO__0001,eco_conscious,3,0.0,0.08,NSGA-II,0.02271574889465925,0.8769942017215124
ECO__0001,eco_conscious,4,0.0,0.08,PI-NSGA-III,0.017860542215322264,0.6895476805575459
ECO__0001,eco_conscious,4,0.0,0.08,NSGA-II,0.01884466268526347,0.727541935113547
COST_0002,cost_sensitive,0,0.0,0.08,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.0,0.08,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.0,0.08,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.0,0.08,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,2,0.0,0.08,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.0,0.08,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,3,0.0,0.08,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
COST_0002,cost_sensitive,3,0.0,0.08,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,4,0.0,0.08,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.0,0.08,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.0,0.08,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.0,0.08,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.0,0.08,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.0,0.08,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,2,0.0,0.08,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.0,0.08,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,3,0.0,0.08,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.0,0.08,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,4,0.0,0.08,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.0,0.08,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.0,0.08,PI-NSGA-III,1.761708904838808e-05,0.9111845065831665
TIME_0004,time_sensitive,0,0.0,0.08,NSGA-II,1.7510067505681387e-05,0.9056491782824965
TIME_0004,time_sensitive,1,0.0,0.08,PI-NSGA-III,1.771649109101464e-05,0.916325741943632
TIME_0004,time_sensitive,1,0.0,0.08,NSGA-II,1.9334271951627082e-05,1.0
TIME_0004,time_sensitive,2,0.0,0.08,PI-NSGA-III,6.862107556178249e-06,0.3549193666742009
TIME_0004,time_sensitive,2,0.0,0.08,NSGA-II,7.741799126501087e-06,0.40041844584944786
TIME_0004,time_sensitive,3,0.0,0.08,PI-NSGA-III,1.175597406572166e-05,0.6080381043120857
TIME_0004,time_sensitive,3,0.0,0.08,NSGA-II,1.2996362076382373e-05,0.6721929901936989
TIME_0004,time_sensitive,4,0.0,0.08,PI-NSGA-III,1.48642412084931e-05,0.7688027377334058
TIME_0004,time_sensitive,4,0.0,0.08,NSGA-II,1.5554388487384925e-05,0.8044982777888329
TIME_0005,time_sensitive,0,0.0,0.08,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.0,0.08,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.0,0.08,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.0,0.08,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,3,0.0,0.08,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.0,0.08,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,2,0.0,0.08,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.0,0.08,NSGA-II,8.406550434783559e-06,0.6868248161459803
TIME_0005,time_sensitive,4,0.0,0.08,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.0,0.08,NSGA-II,1.2239730186156813e-05,1.0
COMF_0006,comfort_seeker,0,0.0,0.08,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.0,0.08,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,1,0.0,0.08,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.0,0.08,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,2,0.0,0.08,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.0,0.08,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,3,0.0,0.08,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.0,0.08,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,4,0.0,0.08,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.0,0.08,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.0,0.08,PI-NSGA-III,1.975655262090155e-05,9.531782638172698e-06
COMF_0007,comfort_seeker,0,0.0,0.08,NSGA-II,2.090922853136863e-05,1.0087904773529766e-05
COMF_0007,comfort_seeker,1,0.0,0.08,PI-NSGA-III,2.0375900311713355,0.9830594261817337
COMF_0007,comfort_seeker,1,0.0,0.08,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.0,0.08,PI-NSGA-III,1.7394901019829215e-05,8.392375872201865e-06
COMF_0007,comfort_seeker,2,0.0,0.08,NSGA-II,1.8261746636560927e-05,8.810595799437449e-06
COMF_0007,comfort_seeker,3,0.0,0.08,PI-NSGA-III,2.6215491535396897e-05,1.2647974161438329e-05
COMF_0007,comfort_seeker,3,0.0,0.08,NSGA-II,2.5738546479628537e-05,1.2417866374459058e-05
COMF_0007,comfort_seeker,4,0.0,0.08,PI-NSGA-III,1.4363634011318695e-05,6.929905227762695e-06
COMF_0007,comfort_seeker,4,0.0,0.08,NSGA-II,1.529550586581064e-05,7.379497833015645e-06
ECO__0000,eco_conscious,0,0.1,0.0,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.1,0.0,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.1,0.0,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.1,0.0,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.1,0.0,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.1,0.0,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.1,0.0,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.1,0.0,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.1,0.0,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.1,0.0,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.1,0.0,PI-NSGA-III,0.009638132917071456,0.33768495378275154
ECO__0001,eco_conscious,0,0.1,0.0,NSGA-II,0.00990459778647277,0.3470209089809966
ECO__0001,eco_conscious,1,0.1,0.0,PI-NSGA-III,0.023420131929095957,0.8205558313119576
ECO__0001,eco_conscious,1,0.1,0.0,NSGA-II,0.02607364330448939,0.9135251723525459
ECO__0001,eco_conscious,2,0.1,0.0,PI-NSGA-III,0.02691894236020649,0.9431413620252201
ECO__0001,eco_conscious,2,0.1,0.0,NSGA-II,0.028541789644770835,1.0
ECO__0001,eco_conscious,3,0.1,0.0,PI-NSGA-III,0.01890600894944287,0.6623974594706837
ECO__0001,eco_conscious,3,0.1,0.0,NSGA-II,0.019883708427019402,0.6966524760532076
ECO__0001,eco_conscious,4,0.1,0.0,PI-NSGA-III,0.014527913260510254,0.5090049867693537
ECO__0001,eco_conscious,4,0.1,0.0,NSGA-II,0.014717760377989764,0.5156565359483762
COST_0002,cost_sensitive,0,0.1,0.0,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.1,0.0,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.1,0.0,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.1,0.0,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,2,0.1,0.0,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.1,0.0,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,3,0.1,0.0,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
