profile_id,archetype,algorithm,pop_size,n_gen,instrumented,condition,rep,seconds
STU_0544,comfort_seeking,nsga3,170,150,True,instrumented,0,10.739302208006848
STU_0544,comfort_seeking,nsga3,170,150,True,instrumented,1,10.718245125026442
STU_0544,comfort_seeking,nsga3,170,150,True,instrumented,2,10.652571166981943
STU_0544,comfort_seeking,nsga3,170,150,True,instrumented,3,10.40008500003023
STU_0544,comfort_seeking,nsga3,170,150,True,instrumented,4,10.242800499952864
STU_0544,comfort_seeking,nsga3,170,150,False,bare,0,4.874844583973754
STU_0544,comfort_seeking,nsga3,170,150,False,bare,1,5.14725770795485
STU_0544,comfort_seeking,nsga3,170,150,False,bare,2,4.87730095902225
STU_0544,comfort_seeking,nsga3,170,150,False,bare,3,5.175696249993052
STU_0544,comfort_seeking,nsga3,170,150,False,bare,4,5.20169725001324
STU_0544,comfort_seeking,nsga3,170,40,False,bare_truncated,0,1.1628254580427893
STU_0544,comfort_seeking,nsga3,170,40,False,bare_truncated,1,1.2470267919707112
STU_0544,comfort_seeking,nsga3,170,40,False,bare_truncated,2,1.282112082990352
STU_0544,comfort_seeking,nsga3,170,40,False,bare_truncated,3,1.2181631670100614
STU_0544,comfort_seeking,nsga3,170,40,False,bare_truncated,4,1.3047312090056948
STU_0544,comfort_seeking,nsga2,168,150,True,instrumented,0,8.277520957984962
STU_0544,comfort_seeking,nsga2,168,150,True,instrumented,1,8.794230833998881
STU_0544,comfort_seeking,nsga2,168,150,True,instrumented,2,9.096286249987315
STU_0544,comfort_seeking,nsga2,168,150,True,instrumented,3,8.695358166005462
STU_0544,comfort_seeking,nsga2,168,150,True,instrumented,4,8.702325083024334
STU_0544,comfort_seeking,nsga2,168,150,False,bare,0,4.0058810409973375
STU_0544,comfort_seeking,nsga2,168,150,False,bare,1,4.472238333022688
STU_0544,comfort_seeking,nsga2,168,150,False,bare,2,4.0361859170370735
STU_0544,comfort_seeking,nsga2,168,150,False,bare,3,3.9884545000386424
STU_0544,comfort_seeking,nsga2,168,150,False,bare,4,3.9821915419888683
STU_0045,cost_sensitive,nsga3,170,150,True,instrumented,0,12.94501704099821
STU_0045,cost_sensitive,nsga3,170,150,True,instrumented,1,13.51648104202468
STU_0045,cost_sensitive,nsga3,170,150,True,instrumented,2,13.239842916023917
STU_0045,cost_sensitive,nsga3,170,150,True,instrumented,3,12.96530562499538
STU_0045,cost_sensitive,nsga3,170,150,True,instrumented,4,15.57401891599875
STU_0045,cost_sensitive,nsga3,170,150,False,bare,0,5.655911542009562
STU_0045,cost_sensitive,nsga3,170,150,False,bare,1,5.573854832968209
STU_0045,cost_sensitive,nsga3,170,150,False,bare,2,4.95529366703704
STU_0045,cost_sensitive,nsga3,170,150,False,bare,3,5.39539425005205
STU_0045,cost_sensitive,nsga3,170,150,False,bare,4,4.953993958013598
STU_0045,cost_sensitive,nsga3,170,40,False,bare_truncated,0,1.2479266250156797
STU_0045,cost_sensitive,nsga3,170,40,False,bare_truncated,1,1.6567356250016019
STU_0045,cost_sensitive,nsga3,170,40,False,bare_truncated,2,1.383732541988138
STU_0045,cost_sensitive,nsga3,170,40,False,bare_truncated,3,1.5262829170096666
STU_0045,cost_sensitive,nsga3,170,40,False,bare_truncated,4,1.2378643749980256
STU_0045,cost_sensitive,nsga2,168,150,True,instrumented,0,11.829552167037036
STU_0045,cost_sensitive,nsga2,168,150,True,instrumented,1,11.731900457991287
STU_0045,cost_sensitive,nsga2,168,150,True,instrumented,2,12.589471707993653
STU_0045,cost_sensitive,nsga2,168,150,True,instrumented,3,12.42712708399631
STU_0045,cost_sensitive,nsga2,168,150,True,instrumented,4,11.76160108303884
STU_0045,cost_sensitive,nsga2,168,150,False,bare,0,5.27360737498384
STU_0045,cost_sensitive,nsga2,168,150,False,bare,1,4.879807999997865
STU_0045,cost_sensitive,nsga2,168,150,False,bare,2,4.717118332977407
STU_0045,cost_sensitive,nsga2,168,150,False,bare,3,4.542263375013135
STU_0045,cost_sensitive,nsga2,168,150,False,bare,4,3.9279288750258274
STU_0577,cost_sensitive,nsga3,170,150,True,instrumented,0,12.107750124996528
STU_0577,cost_sensitive,nsga3,170,150,True,instrumented,1,13.333542666980065
STU_0577,cost_sensitive,nsga3,170,150,True,instrumented,2,12.56952162500238
STU_0577,cost_sensitive,nsga3,170,150,True,instrumented,3,11.574459124996793
STU_0577,cost_sensitive,nsga3,170,150,True,instrumented,4,11.358030000003055
STU_0577,cost_sensitive,nsga3,170,150,False,bare,0,5.888230165990535
STU_0577,cost_sensitive,nsga3,170,150,False,bare,1,5.918260792037472
STU_0577,cost_sensitive,nsga3,170,150,False,bare,2,5.441833166987635
STU_0577,cost_sensitive,nsga3,170,150,False,bare,3,5.97689462499693
STU_0577,cost_sensitive,nsga3,170,150,False,bare,4,6.03606062498875
STU_0577,cost_sensitive,nsga3,170,40,False,bare_truncated,0,1.449704541999381
STU_0577,cost_sensitive,nsga3,170,40,False,bare_truncated,1,1.4917715420015156
STU_0577,cost_sensitive,nsga3,170,40,False,bare_truncated,2,1.378138999978546
STU_0577,cost_sensitive,nsga3,170,40,False,bare_truncated,3,1.3618796670343727
STU_0577,cost_sensitive,nsga3,170,40,False,bare_truncated,4,1.4260702920146286
STU_0577,cost_sensitive,nsga2,168,150,True,instrumented,0,10.762252957967576
STU_0577,cost_sensitive,nsga2,168,150,True,instrumented,1,9.855860290990677
STU_0577,cost_sensitive,nsga2,168,150,True,instrumented,2,10.071702499990351
STU_0577,cost_sensitive,nsga2,168,150,True,instrumented,3,11.115837541001383
STU_0577,cost_sensitive,nsga2,168,150,True,instrumented,4,10.764167707995512
STU_0577,cost_sensitive,nsga2,168,150,False,bare,0,6.169960958999582
STU_0577,cost_sensitive,nsga2,168,150,False,bare,1,5.875108458974864
STU_0577,cost_sensitive,nsga2,168,150,False,bare,2,5.800787499989383
STU_0577,cost_sensitive,nsga2,168,150,False,bare,3,4.528218499966897
STU_0577,cost_sensitive,nsga2,168,150,False,bare,4,4.493465500010643
STU_0600,cost_sensitive,nsga3,170,150,True,instrumented,0,14.307795041997451
STU_0600,cost_sensitive,nsga3,170,150,True,instrumented,1,13.803623082989361
STU_0600,cost_sensitive,nsga3,170,150,True,instrumented,2,12.783249834028538
STU_0600,cost_sensitive,nsga3,170,150,True,instrumented,3,12.717896500020288
STU_0600,cost_sensitive,nsga3,170,150,True,instrumented,4,12.951907958020456
STU_0600,cost_sensitive,nsga3,170,150,False,bare,0,6.121436665998772
STU_0600,cost_sensitive,nsga3,170,150,False,bare,1,6.432329959003255
STU_0600,cost_sensitive,nsga3,170,150,False,bare,2,7.000925166998059
STU_0600,cost_sensitive,nsga3,170,150,False,bare,3,6.014286709018052
STU_0600,cost_sensitive,nsga3,170,150,False,bare,4,5.927538332995027
STU_0600,cost_sensitive,nsga3,170,40,False,bare_truncated,0,1.4652595830266364
STU_0600,cost_sensitive,nsga3,170,40,False,bare_truncated,1,1.277623332978692
STU_0600,cost_sensitive,nsga3,170,40,False,bare_truncated,2,2.047203583002556
STU_0600,cost_sensitive,nsga3,170,40,False,bare_truncated,3,1.6570702079916373
STU_0600,cost_sensitive,nsga3,170,40,False,bare_truncated,4,1.5982409170246683
STU_0600,cost_sensitive,nsga2,168,150,True,instrumented,0,16.292347333044745
STU_0600,cost_sensitive,nsga2,168,150,True,instrumented,1,15.052888375008479
STU_0600,cost_sensitive,nsga2,168,150,True,instrumented,2,15.432097874989267
STU_0600,cost_sensitive,nsga2,168,150,True,instrumented,3,16.023429374967236
STU_0600,cost_sensitive,nsga2,168,150,True,instrumented,4,15.04968779097544
STU_0600,cost_sensitive,nsga2,168,150,False,bare,0,5.3174824170419015
STU_0600,cost_sensitive,nsga2,168,150,False,bare,1,4.963910499995109
STU_0600,cost_sensitive,nsga2,168,150,False,bare,2,5.416689458012115
STU_0600,cost_sensitive,nsga2,168,150,False,bare,3,5.601003167044837
STU_0600,cost_sensitive,nsga2,168,150,False,bare,4,5.047770541976206
STU_0076,eco_conscious,nsga3,170,150,True,instrumented,0,12.825270291999914
STU_0076,eco_conscious,nsga3,170,150,True,instrumented,1,14.90544837503694
STU_0076,eco_conscious,nsga3,170,150,True,instrumented,2,14.471081166004296
STU_0076,eco_conscious,nsga3,170,150,True,instrumented,3,13.777321166999172
STU_0076,eco_conscious,nsga3,170,150,True,instrumented,4,13.469566749990918
STU_0076,eco_conscious,nsga3,170,150,False,bare,0,6.540515957982279
STU_0076,eco_conscious,nsga3,170,150,False,bare,1,6.440943708003033
STU_0076,eco_conscious,nsga3,170,150,False,bare,2,6.684944917040411
STU_0076,eco_conscious,nsga3,170,150,False,bare,3,6.265517749998253
STU_0076,eco_conscious,nsga3,170,150,False,bare,4,6.701321666012518
STU_0076,eco_conscious,nsga3,170,40,False,bare_truncated,0,1.6193357500014827
STU_0076,eco_conscious,nsga3,170,40,False,bare_truncated,1,1.492924416961614
STU_0076,eco_conscious,nsga3,170,40,False,bare_truncated,2,1.5566050829947926
STU_0076,eco_conscious,nsga3,170,40,False,bare_truncated,3,1.5046467499923892
STU_0076,eco_conscious,nsga3,170,40,False,bare_truncated,4,1.3350989590398967
STU_0076,eco_conscious,nsga2,168,150,True,instrumented,0,10.696021832991391
STU_0076,eco_conscious,nsga2,168,150,True,instrumented,1,10.686365957953967
STU_0076,eco_conscious,nsga2,168,150,True,instrumented,2,10.486867042025551
STU_0076,eco_conscious,nsga2,168,150,True,instrumented,3,11.60905820899643
STU_0076,eco_conscious,nsga2,168,150,True,instrumented,4,12.13573500001803
STU_0076,eco_conscious,nsga2,168,150,False,bare,0,6.604091041022912
STU_0076,eco_conscious,nsga2,168,150,False,bare,1,6.700393707957119
STU_0076,eco_conscious,nsga2,168,150,False,bare,2,6.101916458981577
STU_0076,eco_conscious,nsga2,168,150,False,bare,3,7.353997792000882
STU_0076,eco_conscious,nsga2,168,150,False,bare,4,9.024409959034529
STU_0091,eco_conscious,nsga3,170,150,True,instrumented,0,18.002307832997758
STU_0091,eco_conscious,nsga3,170,150,True,instrumented,1,19.294463584024925
STU_0091,eco_conscious,nsga3,170,150,True,instrumented,2,19.126011250016745
STU_0091,eco_conscious,nsga3,170,150,True,instrumented,3,19.295905124978162
STU_0091,eco_conscious,nsga3,170,150,True,instrumented,4,17.53466262499569
STU_0091,eco_conscious,nsga3,170,150,False,bare,0,6.080458542041015
STU_0091,eco_conscious,nsga3,170,150,False,bare,1,6.308278999989852
STU_0091,eco_conscious,nsga3,170,150,False,bare,2,7.670431041973643
STU_0091,eco_conscious,nsga3,170,150,False,bare,3,10.811722125043161
STU_0091,eco_conscious,nsga3,170,150,False,bare,4,10.086626207979862
STU_0091,eco_conscious,nsga3,170,40,False,bare_truncated,0,1.978662500041537
STU_0091,eco_conscious,nsga3,170,40,False,bare_truncated,1,2.059612166020088
STU_0091,eco_conscious,nsga3,170,40,False,bare_truncated,2,1.8152114170370623
STU_0091,eco_conscious,nsga3,170,40,False,bare_truncated,3,1.6282357500167564
STU_0091,eco_conscious,nsga3,170,40,False,bare_truncated,4,2.093069583992474
STU_0091,eco_conscious,nsga2,168,150,True,instrumented,0,13.788738542003557
STU_0091,eco_conscious,nsga2,168,150,True,instrumented,1,10.287925500015263
STU_0091,eco_conscious,nsga2,168,150,True,instrumented,2,11.30832987499889
STU_0091,eco_conscious,nsga2,168,150,True,instrumented,3,9.814982166979462
STU_0091,eco_conscious,nsga2,168,150,True,instrumented,4,10.369992375024594
STU_0091,eco_conscious,nsga2,168,150,False,bare,0,4.183588041982148
STU_0091,eco_conscious,nsga2,168,150,False,bare,1,4.806378750014119
STU_0091,eco_conscious,nsga2,168,150,False,bare,2,3.998336917022243
STU_0091,eco_conscious,nsga2,168,150,False,bare,3,4.265282750013284
STU_0091,eco_conscious,nsga2,168,150,False,bare,4,4.356145334022585
STU_0176,time_sensitive,nsga3,170,150,True,instrumented,0,9.709779208991677
STU_0176,time_sensitive,nsga3,170,150,True,instrumented,1,9.053389249951579
STU_0176,time_sensitive,nsga3,170,150,True,instrumented,2,8.932799375033937
STU_0176,time_sensitive,nsga3,170,150,True,instrumented,3,8.837303084030282
STU_0176,time_sensitive,nsga3,170,150,True,instrumented,4,10.250235666986555
STU_0176,time_sensitive,nsga3,170,150,False,bare,0,6.364721207995899
STU_0176,time_sensitive,nsga3,170,150,False,bare,1,5.94654829101637
STU_0176,time_sensitive,nsga3,170,150,False,bare,2,5.665851249999832
STU_0176,time_sensitive,nsga3,170,150,False,bare,3,5.997508333006408
STU_0176,time_sensitive,nsga3,170,150,False,bare,4,6.598620041040704
STU_0176,time_sensitive,nsga3,170,40,False,bare_truncated,0,2.230230292014312
STU_0176,time_sensitive,nsga3,170,40,False,bare_truncated,1,2.509291749971453
STU_0176,time_sensitive,nsga3,170,40,False,bare_truncated,2,1.6581124580116011
STU_0176,time_sensitive,nsga3,170,40,False,bare_truncated,3,1.809583084017504
STU_0176,time_sensitive,nsga3,170,40,False,bare_truncated,4,1.7499278329778463
STU_0176,time_sensitive,nsga2,168,150,True,instrumented,0,11.650275584019255
STU_0176,time_sensitive,nsga2,168,150,True,instrumented,1,10.378630166989751
STU_0176,time_sensitive,nsga2,168,150,True,instrumented,2,11.394170959014446
STU_0176,time_sensitive,nsga2,168,150,True,instrumented,3,10.128855249960907
STU_0176,time_sensitive,nsga2,168,150,True,instrumented,4,10.095430791028775
STU_0176,time_sensitive,nsga2,168,150,False,bare,0,4.459530624968465
STU_0176,time_sensitive,nsga2,168,150,False,bare,1,4.239061374973971
STU_0176,time_sensitive,nsga2,168,150,False,bare,2,7.352948207990266
STU_0176,time_sensitive,nsga2,168,150,False,bare,3,9.935624832985923
STU_0176,time_sensitive,nsga2,168,150,False,bare,4,12.252651041024365
STU_0468,time_sensitive,nsga3,170,150,True,instrumented,0,26.85126708401367
STU_0468,time_sensitive,nsga3,170,150,True,instrumented,1,22.59610262501519
STU_0468,time_sensitive,nsga3,170,150,True,instrumented,2,23.594317083945498
STU_0468,time_sensitive,nsga3,170,150,True,instrumented,3,24.37896445801016
STU_0468,time_sensitive,nsga3,170,150,True,instrumented,4,21.2172675000038
STU_0468,time_sensitive,nsga3,170,150,False,bare,0,13.802897416986525
STU_0468,time_sensitive,nsga3,170,150,False,bare,1,13.8741325000301
STU_0468,time_sensitive,nsga3,170,150,False,bare,2,12.791623917000834
STU_0468,time_sensitive,nsga3,170,150,False,bare,3,13.230661542038433
STU_0468,time_sensitive,nsga3,170,150,False,bare,4,12.261790000018664
STU_0468,time_sensitive,nsga3,170,40,False,bare_truncated,0,2.6072556659928523
STU_0468,time_sensitive,nsga3,170,40,False,bare_truncated,1,3.0481458340073004
STU_0468,time_sensitive,nsga3,170,40,False,bare_truncated,2,2.9363015000126325
STU_0468,time_sensitive,nsga3,170,40,False,bare_truncated,3,2.8917435000184923
STU_0468,time_sensitive,nsga3,170,40,False,bare_truncated,4,3.3800493329763412
STU_0468,time_sensitive,nsga2,168,150,True,instrumented,0,19.08773349999683
STU_0468,time_sensitive,nsga2,168,150,True,instrumented,1,16.368614999984857
STU_0468,time_sensitive,nsga2,168,150,True,instrumented,2,19.472512417007238
STU_0468,time_sensitive,nsga2,168,150,True,instrumented,3,18.660723457986023
STU_0468,time_sensitive,nsga2,168,150,True,instrumented,4,19.15774604101898
STU_0468,time_sensitive,nsga2,168,150,False,bare,0,10.566460124973673
STU_0468,time_sensitive,nsga2,168,150,False,bare,1,10.474953249969985
STU_0468,time_sensitive,nsga2,168,150,False,bare,2,10.162392042053398
STU_0468,time_sensitive,nsga2,168,150,False,bare,3,6.630789250019006
STU_0468,time_sensitive,nsga2,168,150,False,bare,4,7.062247208959889
STU_0328,time_sensitive,nsga3,170,150,True,instrumented,0,13.721277709002607
STU_0328,time_sensitive,nsga3,170,150,True,instrumented,1,11.574632374977227
STU_0328,time_sensitive,nsga3,170,150,True,instrumented,2,17.25551608396927
STU_0328,time_sensitive,nsga3,170,150,True,instrumented,3,15.149067124992143
STU_0328,time_sensitive,nsga3,170,150,True,instrumented,4,18.288086709042545
STU_0328,time_sensitive,nsga3,170,150,False,bare,0,9.270420666027348
STU_0328,time_sensitive,nsga3,170,150,False,bare,1,11.234751040989067
STU_0328,time_sensitive,nsga3,170,150,False,bare,2,10.446803166996688
STU_0328,time_sensitive,nsga3,170,150,False,bare,3,10.859395250037778
STU_0328,time_sensitive,nsga3,170,150,False,bare,4,11.570092542038765
STU_0328,time_sensitive,nsga3,170,40,False,bare_truncated,0,2.9016814589849673
STU_0328,time_sensitive,nsga3,170,40,False,bare_truncated,1,2.3232167499954812
STU_0328,time_sensitive,nsga3,170,40,False,bare_truncated,2,2.2222516250330955
STU_0328,time_sensitive,nsga3,170,40,False,bare_truncated,3,2.4880363749689423
STU_0328,time_sensitive,nsga3,170,40,False,bare_truncated,4,2.385043875023257
STU_0328,time_sensitive,nsga2,168,150,True,instrumented,0,16.30310608295258
STU_0328,time_sensitive,nsga2,168,150,True,instrumented,1,17.716991290973965
STU_0328,time_sensitive,nsga2,168,150,True,instrumented,2,16.667422166035976
STU_0328,time_sensitive,nsga2,168,150,True,instrumented,3,13.18271000002278
STU_0328,time_sensitive,nsga2,168,150,True,instrumented,4,15.842282500001602
STU_0328,time_sensitive,nsga2,168,150,False,bare,0,8.96697387500899
STU_0328,time_sensitive,nsga2,168,150,False,bare,1,9.880510457966011
STU_0328,time_sensitive,nsga2,168,150,False,bare,2,9.669828457990661
STU_0328,time_sensitive,nsga2,168,150,False,bare,3,8.362857959000394
STU_0328,time_sensitive,nsga2,168,150,False,bare,4,10.038459833012894
