profile_id,archetype,seed,rho,algorithm,raw_hv,nHV
ECO__0001,eco_conscious,5,0.1,PI-NSGA-III,0.01376858356419412,0.4925350061136864
ECO__0001,eco_conscious,5,0.1,NSGA-II,0.015777089062692616,0.5643840284455802
ECO__0001,eco_conscious,7,0.1,PI-NSGA-III,0.004548701633624335,0.16271788426754036
ECO__0001,eco_conscious,7,0.1,NSGA-II,0.005282213681347519,0.18895735612209835
ECO__0001,eco_conscious,6,0.1,PI-NSGA-III,0.02537939585524855,0.9078813978537346
ECO__0001,eco_conscious,6,0.1,NSGA-II,0.02795452788794482,1.0
ECO__0001,eco_conscious,9,0.1,PI-NSGA-III,0.016678840335915237,0.5966418178397447
ECO__0001,eco_conscious,9,0.1,NSGA-II,0.01788771463044713,0.6398861287212464
ECO__0001,eco_conscious,8,0.1,PI-NSGA-III,0.015367713857515116,0.5497397029603325
ECO__0001,eco_conscious,8,0.1,NSGA-II,0.01634404870465003,0.5846655243173782
ECO__0002,eco_conscious,0,0.1,PI-NSGA-III,1.8880629868746548e-05,0.8213757659578417
ECO__0002,eco_conscious,0,0.1,NSGA-II,1.9964193476336325e-05,0.8685147064664606
ECO__0002,eco_conscious,1,0.1,PI-NSGA-III,1.0655808731840653e-05,0.46356626446578036
ECO__0002,eco_conscious,1,0.1,NSGA-II,1.2477359286757286e-05,0.5428103094302035
ECO__0002,eco_conscious,2,0.1,PI-NSGA-III,2.203100685749462e-05,0.9584285724678766
ECO__0002,eco_conscious,2,0.1,NSGA-II,2.298659231409029e-05,1.0
ECO__0002,eco_conscious,3,0.1,PI-NSGA-III,1.8342956025497037e-05,0.797985006862161
ECO__0002,eco_conscious,3,0.1,NSGA-II,1.9378936646131176e-05,0.8430539151404493
ECO__0002,eco_conscious,4,0.1,PI-NSGA-III,1.7706555591404666e-05,0.7702992835763188
ECO__0002,eco_conscious,4,0.1,NSGA-II,1.9533977194600643e-05,0.8497987403999301
ECO__0002,eco_conscious,5,0.1,PI-NSGA-III,1.1567090562125363e-05,0.5032103238301653
ECO__0002,eco_conscious,5,0.1,NSGA-II,1.1810145250439181e-05,0.5137840828716406
ECO__0002,eco_conscious,7,0.1,PI-NSGA-III,1.5236415103177783e-05,0.6628392279719594
ECO__0002,eco_conscious,7,0.1,NSGA-II,1.5966068350677805e-05,0.6945817863090106
ECO__0002,eco_conscious,6,0.1,PI-NSGA-III,1.6690011899703392e-05,0.7260759520876338
ECO__0002,eco_conscious,6,0.1,NSGA-II,1.816351155513273e-05,0.790178522633774
ECO__0002,eco_conscious,8,0.1,PI-NSGA-III,2.0345014076986863e-05,0.8850817815442703
ECO__0002,eco_conscious,8,0.1,NSGA-II,2.0110873744532928e-05,0.8748958292615384
ECO__0002,eco_conscious,9,0.1,PI-NSGA-III,1.6929523076506087e-05,0.7364955555473376
ECO__0002,eco_conscious,9,0.1,NSGA-II,1.7511141706007306e-05,0.7617980719688212
ECO__0003,eco_conscious,0,0.1,PI-NSGA-III,7.242342284180121e-07,0.5189045728630433
ECO__0003,eco_conscious,0,0.1,NSGA-II,8.100247553801998e-07,0.5803723894922721
ECO__0003,eco_conscious,1,0.1,PI-NSGA-III,1.0404866961926041e-06,0.7454954260265592
ECO__0003,eco_conscious,1,0.1,NSGA-II,1.1341163574897185e-06,0.8125798822650019
ECO__0003,eco_conscious,2,0.1,PI-NSGA-III,1.3318185140087544e-06,0.954230951846045
ECO__0003,eco_conscious,2,0.1,NSGA-II,1.345260778458646e-06,0.9638621626049172
ECO__0003,eco_conscious,4,0.1,PI-NSGA-III,1.3344764714431312e-06,0.9561353443934479
ECO__0003,eco_conscious,4,0.1,NSGA-II,1.32613346927345e-06,0.9501576899173396
ECO__0003,eco_conscious,3,0.1,PI-NSGA-III,1.262257059003818e-06,0.9043910579543761
ECO__0003,eco_conscious,3,0.1,NSGA-II,1.3956982965520376e-06,1.0
ECO__0003,eco_conscious,5,0.1,PI-NSGA-III,7.926222283425901e-07,0.5679037011800477
ECO__0003,eco_conscious,5,0.1,NSGA-II,8.817259632382864e-07,0.6317453889687482
ECO__0003,eco_conscious,6,0.1,PI-NSGA-III,9.498200600585909e-07,0.6805339394660338
ECO__0003,eco_conscious,6,0.1,NSGA-II,1.0042819860684197e-06,0.7195552137230653
ECO__0003,eco_conscious,7,0.1,PI-NSGA-III,8.329603332618509e-07,0.5968054380517721
ECO__0003,eco_conscious,7,0.1,NSGA-II,8.390596901908568e-07,0.6011755493745944
ECO__0003,eco_conscious,8,0.1,PI-NSGA-III,7.607631874030046e-07,0.5450771053331582
ECO__0003,eco_conscious,8,0.1,NSGA-II,8.42215090608601e-07,0.6034363534649478
ECO__0003,eco_conscious,9,0.1,PI-NSGA-III,8.12873554985088e-07,0.5824135180169152
ECO__0003,eco_conscious,9,0.1,NSGA-II,9.081329991877245e-07,0.6506656928873492
ECO__0004,eco_conscious,0,0.1,PI-NSGA-III,0.00010933033702702776,0.0018559180887424895
ECO__0004,eco_conscious,0,0.1,NSGA-II,0.00011121691449089848,0.001887943355802135
ECO__0004,eco_conscious,1,0.1,PI-NSGA-III,0.017279544902166134,0.29332590405570835
ECO__0004,eco_conscious,1,0.1,NSGA-II,0.01964077312129783,0.3334085223179422
ECO__0004,eco_conscious,2,0.1,PI-NSGA-III,2.88816494690005e-06,4.902754088189346e-05
ECO__0004,eco_conscious,2,0.1,NSGA-II,2.917267260367974e-06,4.952156213398219e-05
ECO__0004,eco_conscious,3,0.1,PI-NSGA-III,0.05522317791378992,0.9374314357295979
ECO__0004,eco_conscious,3,0.1,NSGA-II,0.05890903143312024,1.0
ECO__0004,eco_conscious,4,0.1,PI-NSGA-III,3.3375431970089075e-06,5.6655883076231516e-05
ECO__0004,eco_conscious,4,0.1,NSGA-II,3.5995698568411547e-06,6.11038709901005e-05
ECO__0004,eco_conscious,5,0.1,PI-NSGA-III,0.0007153131232139442,0.012142673301733764
ECO__0004,eco_conscious,5,0.1,NSGA-II,0.000736430594723373,0.012501149260269996
ECO__0004,eco_conscious,6,0.1,PI-NSGA-III,2.7149632506259063e-06,4.6087385661878004e-05
ECO__0004,eco_conscious,6,0.1,NSGA-II,2.752154508930573e-06,4.671871938779217e-05
ECO__0004,eco_conscious,7,0.1,PI-NSGA-III,2.581204255067248e-06,4.381678313617673e-05
ECO__0004,eco_conscious,7,0.1,NSGA-II,2.727839414238708e-06,4.630596273401031e-05
ECO__0004,eco_conscious,9,0.1,PI-NSGA-III,3.0832533405159057e-06,5.2339229919547066e-05
ECO__0004,eco_conscious,9,0.1,NSGA-II,3.3384343143497364e-06,5.667101008340088e-05
ECO__0004,eco_conscious,8,0.1,PI-NSGA-III,0.026912136247893154,0.45684228026133233
ECO__0004,eco_conscious,8,0.1,NSGA-II,0.028777057906883927,0.48849993297809835
COST_0005,cost_sensitive,0,0.1,PI-NSGA-III,7.955501502086248e-06,0.9107631677697356
COST_0005,cost_sensitive,0,0.1,NSGA-II,8.100448539141978e-06,0.9273570207899499
COST_0005,cost_sensitive,1,0.1,PI-NSGA-III,4.013575747764661e-06,0.45948290766576216
COST_0005,cost_sensitive,1,0.1,NSGA-II,4.763953502343473e-06,0.5453877900424321
COST_0005,cost_sensitive,2,0.1,PI-NSGA-III,7.820118344885357e-06,0.8952642085799702
COST_0005,cost_sensitive,2,0.1,NSGA-II,7.81055581233506e-06,0.8941694689918845
COST_0005,cost_sensitive,3,0.1,PI-NSGA-III,7.603185610371831e-06,0.8704292758699861
COST_0005,cost_sensitive,3,0.1,NSGA-II,8.734983784607333e-06,1.0
COST_0005,cost_sensitive,4,0.1,PI-NSGA-III,3.448407682295362e-06,0.394781234553875
COST_0005,cost_sensitive,4,0.1,NSGA-II,3.821042687563173e-06,0.437441302901622
COST_0005,cost_sensitive,5,0.1,PI-NSGA-III,7.752341518658368e-06,0.8875049696508237
COST_0005,cost_sensitive,5,0.1,NSGA-II,7.810530160893193e-06,0.894166532358858
COST_0005,cost_sensitive,8,0.1,PI-NSGA-III,7.469115765724364e-06,0.855080667566474
COST_0005,cost_sensitive,8,0.1,NSGA-II,7.699152193373901e-06,0.881415739653832
COST_0005,cost_sensitive,6,0.1,PI-NSGA-III,7.890037202919841e-06,0.9032686719835193
COST_0005,cost_sensitive,6,0.1,NSGA-II,8.329154871812871e-06,0.9535398207024027
COST_0005,cost_sensitive,7,0.1,PI-NSGA-III,6.951507134614932e-06,0.7958237022562974
COST_0005,cost_sensitive,7,0.1,NSGA-II,7.475909818169894e-06,0.8558584655124191
COST_0005,cost_sensitive,9,0.1,PI-NSGA-III,4.950683352930573e-06,0.5667650307095702
COST_0005,cost_sensitive,9,0.1,NSGA-II,5.4814368929841025e-06,0.6275268538727473
COST_0006,cost_sensitive,0,0.1,PI-NSGA-III,0.0015716042444020558,0.8607233720256328
COST_0006,cost_sensitive,0,0.1,NSGA-II,0.0018259109668457482,1.0
COST_0006,cost_sensitive,1,0.1,PI-NSGA-III,0.0014260246121327283,0.7809935084601515
COST_0006,cost_sensitive,1,0.1,NSGA-II,0.0015346793966044521,0.8405006730725775
COST_0006,cost_sensitive,2,0.1,PI-NSGA-III,0.000637848237005086,0.3493315110029519
COST_0006,cost_sensitive,2,0.1,NSGA-II,0.0006958659509648767,0.38110617855972545
COST_0006,cost_sensitive,3,0.1,PI-NSGA-III,0.001661996100724083,0.9102284453634519
COST_0006,cost_sensitive,3,0.1,NSGA-II,0.0016607111826573754,0.9095247319349011
COST_0006,cost_sensitive,4,0.1,PI-NSGA-III,0.001462905169640948,0.8011919508693839
COST_0006,cost_sensitive,4,0.1,NSGA-II,0.00148762441971982,0.8147299877877855
COST_0006,cost_sensitive,5,0.1,PI-NSGA-III,0.0015286508550186035,0.837199010672103
COST_0006,cost_sensitive,5,0.1,NSGA-II,0.0015817002546017714,0.8662526724039291
COST_0006,cost_sensitive,6,0.1,PI-NSGA-III,0.0015014986932011837,0.8223285365304612
COST_0006,cost_sensitive,6,0.1,NSGA-II,0.0015754023932119656,0.862803511133659
COST_0006,cost_sensitive,7,0.1,PI-NSGA-III,0.0013922294359355828,0.7624848424787393
COST_0006,cost_sensitive,7,0.1,NSGA-II,0.001556701394398512,0.8525615008971142
COST_0006,cost_sensitive,8,0.1,PI-NSGA-III,0.001369114190081542,0.7498252734889257
COST_0006,cost_sensitive,8,0.1,NSGA-II,0.0014196484343351305,0.777501455499534
COST_0006,cost_sensitive,9,0.1,PI-NSGA-III,0.0014722533933079426,0.8063117096291134
COST_0006,cost_sensitive,9,0.1,NSGA-II,0.0015823331584897593,0.8665992960342593
COST_0007,cost_sensitive,0,0.1,PI-NSGA-III,9.011262788605244,0.30356795561236277
COST_0007,cost_sensitive,0,0.1,NSGA-II,8.93019598744999,0.3008370083886448
COST_0007,cost_sensitive,1,0.1,PI-NSGA-III,4.890098565774896,0.16473576003491502
COST_0007,cost_sensitive,1,0.1,NSGA-II,5.344062904142192,0.18002873609741968
COST_0007,cost_sensitive,2,0.1,PI-NSGA-III,0.0003348789684771866,1.1281273914988228e-05
COST_0007,cost_sensitive,2,0.1,NSGA-II,0.00032478767395227647,1.0941322265560928e-05
COST_0007,cost_sensitive,3,0.1,PI-NSGA-III,13.044548694074308,0.4394397402274588
COST_0007,cost_sensitive,3,0.1,NSGA-II,12.865175752832178,0.43339709355934647
COST_0007,cost_sensitive,4,0.1,PI-NSGA-III,0.00021148051935280368,7.124274412788261e-06
COST_0007,cost_sensitive,4,0.1,NSGA-II,0.0002068185030854406,6.9672222015149905e-06
COST_0007,cost_sensitive,5,0.1,PI-NSGA-III,8.800213659978853,0.296458213724478
COST_0007,cost_sensitive,5,0.1,NSGA-II,9.00832986121879,0.30346915228240207
COST_0007,cost_sensitive,6,0.1,PI-NSGA-III,29.684450386269486,0.9999983496909198
COST_0007,cost_sensitive,6,0.1,NSGA-II,29.684499374868345,1.0
COST_0007,cost_sensitive,7,0.1,PI-NSGA-III,0.00016971170137944865,5.717182534772034e-06
COST_0007,cost_sensitive,7,0.1,NSGA-II,0.0001740251873625903,5.862493591855029e-06
COST_0007,cost_sensitive,9,0.1,PI-NSGA-III,1.88257871686258,0.06341958788284027
COST_0007,cost_sensitive,9,0.1,NSGA-II,2.008528257198195,0.06766252756476217
COST_0007,cost_sensitive,8,0.1,PI-NSGA-III,0.00020392204612516723,6.869647473247025e-06
COST_0007,cost_sensitive,8,0.1,NSGA-II,0.00021651663396993643,7.293929105411997e-06
COST_0008,cost_sensitive,0,0.1,PI-NSGA-III,0.00021370384648068569,0.9840702426698841
COST_0008,cost_sensitive,0,0.1,NSGA-II,0.0002171632036153081,1.0
COST_0008,cost_sensitive,2,0.1,PI-NSGA-III,3.157808603383405e-05,0.14541177100045355
COST_0008,cost_sensitive,2,0.1,NSGA-II,3.3927752439175476e-05,0.1562315893040356
COST_0008,cost_sensitive,3,0.1,PI-NSGA-III,3.9858490015433676e-05,0.18354163758810935
COST_0008,cost_sensitive,3,0.1,NSGA-II,4.415097478167252e-05,0.20330780743078086
COST_0008,cost_sensitive,1,0.1,PI-NSGA-III,9.780249172880056e-05,0.45036401241368657
COST_0008,cost_sensitive,1,0.1,NSGA-II,9.950236816423175e-05,0.45819165727769595
COST_0008,cost_sensitive,4,0.1,PI-NSGA-III,6.584417450343502e-05,0.303201340776286
COST_0008,cost_sensitive,4,0.1,NSGA-II,6.732952078973589e-05,0.3100411104130062
COST_0008,cost_sensitive,6,0.1,PI-NSGA-III,3.274313874177104e-05,0.15077664262023685
COST_0008,cost_sensitive,6,0.1,NSGA-II,3.448196323894685e-05,0.15878363675288942
COST_0008,cost_sensitive,7,0.1,PI-NSGA-III,9.533587062080237e-05,0.4390056373900446
COST_0008,cost_sensitive,7,0.1,NSGA-II,9.809917724363607e-05,0.45173019927175606
COST_0008,cost_sensitive,5,0.1,PI-NSGA-III,3.067635514816356e-05,0.14125945205019597
COST_0008,cost_sensitive,5,0.1,NSGA-II,3.30824277320885e-05,0.15233901131193514
COST_0008,cost_sensitive,8,0.1,PI-NSGA-III,3.382846518790542e-05,0.15577438822384737
COST_0008,cost_sensitive,8,0.1,NSGA-II,3.663916698230828e-05,0.16871719689313674
COST_0008,cost_sensitive,9,0.1,PI-NSGA-III,3.446760100273571e-05,0.15871750107257143
COST_0008,cost_sensitive,9,0.1,NSGA-II,3.6611252490574515e-05,0.16858865535723633
COST_0009,cost_sensitive,1,0.1,PI-NSGA-III,1.3859816824983554e-05,0.6341688903225079
COST_0009,cost_sensitive,1,0.1,NSGA-II,1.632465677278061e-05,0.7469499489941762
COST_0009,cost_sensitive,0,0.1,PI-NSGA-III,6.127196945238109e-06,0.2803556307140244
COST_0009,cost_sensitive,0,0.1,NSGA-II,7.01520082559209e-06,0.3209870793483994
COST_0009,cost_sensitive,2,0.1,PI-NSGA-III,2.0182384960098135e-05,0.9234639126785352
COST_0009,cost_sensitive,2,0.1,NSGA-II,2.0947120288212165e-05,0.9584550933373077
COST_0009,cost_sensitive,3,0.1,PI-NSGA-III,4.596497748970179e-06,0.21031705639715642
COST_0009,cost_sensitive,3,0.1,NSGA-II,5.758625642287905e-06,0.26349130579918706
COST_0009,cost_sensitive,4,0.1,PI-NSGA-III,1.8363816807094587e-05,0.8402536248277446
COST_0009,cost_sensitive,4,0.1,NSGA-II,1.9416989623272698e-05,0.8884425327034657
COST_0009,cost_sensitive,5,0.1,PI-NSGA-III,1.1442546769151199e-05,0.5235644365786648
COST_0009,cost_sensitive,5,0.1,NSGA-II,1.2197591224295956e-05,0.5581122022749753
COST_0009,cost_sensitive,6,0.1,PI-NSGA-III,2.0862149811411812e-05,0.9545671896468693
COST_0009,cost_sensitive,6,0.1,NSGA-II,2.1855087874044274e-05,1.0
COST_0009,cost_sensitive,7,0.1,PI-NSGA-III,2.0379165532335366e-05,0.9324677919295051
COST_0009,cost_sensitive,7,0.1,NSGA-II,2.1027782283179543e-05,0.9621458584091414
COST_0009,cost_sensitive,8,0.1,PI-NSGA-III,1.1854515395052322e-05,0.5424144466209666
COST_0009,cost_sensitive,8,0.1,NSGA-II,1.2411172269288336e-05,0.5678848028805319
COST_0009,cost_sensitive,9,0.1,PI-NSGA-III,1.0625350855122832e-05,0.48617287271316817
COST_0009,cost_sensitive,9,0.1,NSGA-II,1.0373769923619929e-05,0.47466155173597424
TIME_0010,time_sensitive,0,0.1,PI-NSGA-III,2.169709872352294e-05,0.3638296439794354
TIME_0010,time_sensitive,0,0.1,NSGA-II,2.2136359448745792e-05,0.37119542478305567
TIME_0010,time_sensitive,1,0.1,PI-NSGA-III,2.0526454614024942e-05,0.34419959873640377
TIME_0010,time_sensitive,1,0.1,NSGA-II,2.317738903467605e-05,0.38865201787171755
TIME_0010,time_sensitive,2,0.1,PI-NSGA-III,1.5355684959358334e-05,0.25749310831898087
TIME_0010,time_sensitive,2,0.1,NSGA-II,1.658461688068139e-05,0.27810055768847575
TIME_0010,time_sensitive,3,0.1,PI-NSGA-III,1.9883889452881118e-05,0.333424690220221
TIME_0010,time_sensitive,3,0.1,NSGA-II,2.311177504576266e-05,0.3875517641220976
TIME_0010,time_sensitive,5,0.1,PI-NSGA-III,2.1575173451954256e-05,0.36178512970072046
TIME_0010,time_sensitive,5,0.1,NSGA-II,2.278716119565426e-05,0.3821084491876594
TIME_0010,time_sensitive,4,0.1,PI-NSGA-III,1.7611024115189776e-05,0.2953119546345679
TIME_0010,time_sensitive,4,0.1,NSGA-II,1.957904854962703e-05,0.3283129396256098
TIME_0010,time_sensitive,6,0.1,PI-NSGA-III,2.7301862435399366e-05,0.4578136006302885
TIME_0010,time_sensitive,6,0.1,NSGA-II,2.856841168860475e-05,0.47905183942654506
TIME_0010,time_sensitive,7,0.1,PI-NSGA-III,2.9006657526728696e-05,0.4864006020095922
TIME_0010,time_sensitive,7,0.1,NSGA-II,3.211227665530382e-05,0.5384774403133333
TIME_0010,time_sensitive,8,0.1,PI-NSGA-III,5.774386292528154e-05,0.9682828731071608
TIME_0010,time_sensitive,8,0.1,NSGA-II,5.963532406597775e-05,1.0
TIME_0010,time_sensitive,9,0.1,PI-NSGA-III,1.1131503657748351e-05,0.1866595651502283
TIME_0010,time_sensitive,9,0.1,NSGA-II,1.1412966059831957e-05,0.19137929136102594
TIME_0011,time_sensitive,0,0.1,PI-NSGA-III,0.04105033212302963,0.1081656623311421
TIME_0011,time_sensitive,0,0.1,NSGA-II,0.042955085812542565,0.11318459722760958
TIME_0011,time_sensitive,1,0.1,PI-NSGA-III,0.23539727570530278,0.6202605660119902
TIME_0011,time_sensitive,1,0.1,NSGA-II,0.25331110008592217,0.6674626367091578
TIME_0011,time_sensitive,2,0.1,PI-NSGA-III,0.17642183961885133,0.46486311182232687
TIME_0011,time_sensitive,2,0.1,NSGA-II,0.18941428000697197,0.4990975710142062
TIME_0011,time_sensitive,3,0.1,PI-NSGA-III,0.2266028682262589,0.597087722807463
TIME_0011,time_sensitive,3,0.1,NSGA-II,0.2377709843388662,0.6265151747630482
TIME_0011,time_sensitive,4,0.1,PI-NSGA-III,0.3533192156875526,0.9309792394523325
TIME_0011,time_sensitive,4,0.1,NSGA-II,0.37951352803033483,1.0
TIME_0011,time_sensitive,5,0.1,PI-NSGA-III,0.09975039352036909,0.2628375173819784
TIME_0011,time_sensitive,5,0.1,NSGA-II,0.10870751893843819,0.28643911457551285
TIME_0011,time_sensitive,6,0.1,PI-NSGA-III,0.24098329069194283,0.634979448407649
TIME_0011,time_sensitive,6,0.1,NSGA-II,0.2539701858426266,0.6691992961640264
TIME_0011,time_sensitive,8,0.1,PI-NSGA-III,0.1711986492717499,0.4511002550034682
TIME_0011,time_sensitive,8,0.1,NSGA-II,0.17791864408342517,0.4688071200170867
TIME_0011,time_sensitive,7,0.1,PI-NSGA-III,0.24111731662807048,0.6353326003409232
TIME_0011,time_sensitive,7,0.1,NSGA-II,0.24883834877408761,0.6556771508661419
TIME_0011,time_sensitive,9,0.1,PI-NSGA-III,0.10171439914776359,0.2680125783016448
TIME_0011,time_sensitive,9,0.1,NSGA-II,0.10966409391208777,0.2889596438926473
TIME_0012,time_sensitive,0,0.1,PI-NSGA-III,1.336354159656558e-06,0.7228031558828126
TIME_0012,time_sensitive,0,0.1,NSGA-II,1.4508954727147269e-06,0.7847559114148362
TIME_0012,time_sensitive,1,0.1,PI-NSGA-III,6.214814523154776e-07,0.3361449895675165
TIME_0012,time_sensitive,1,0.1,NSGA-II,6.93824607467387e-07,0.37527373434858446
TIME_0012,time_sensitive,2,0.1,PI-NSGA-III,1.19782821096595e-06,0.6478776638927517
TIME_0012,time_sensitive,2,0.1,NSGA-II,1.29648979447498e-06,0.7012414398120408
TIME_0012,time_sensitive,3,0.1,PI-NSGA-III,1.036965717425763e-06,0.5608708497530722
TIME_0012,time_sensitive,3,0.1,NSGA-II,1.1213164633219952e-06,0.606494223537859
TIME_0012,time_sensitive,5,0.1,PI-NSGA-III,1.0254784754010317e-06,0.5546576653753625
TIME_0012,time_sensitive,5,0.1,NSGA-II,1.079293125755756e-06,0.5837647690784119
TIME_0012,time_sensitive,4,0.1,PI-NSGA-III,1.3308810837696719e-06,0.7198428953150271
TIME_0012,time_sensitive,4,0.1,NSGA-II,1.3912563144401603e-06,0.7524984656594912
TIME_0012,time_sensitive,6,0.1,PI-NSGA-III,1.8244739390874903e-06,0.9868158911835905
TIME_0012,time_sensitive,6,0.1,NSGA-II,1.84884937037162e-06,1.0
TIME_0012,time_sensitive,7,0.1,PI-NSGA-III,1.2018679028909877e-06,0.6500626401216295
TIME_0012,time_sensitive,7,0.1,NSGA-II,1.3662568956931723e-06,0.7389768564101865
TIME_0012,time_sensitive,8,0.1,PI-NSGA-III,1.0611129200423544e-06,0.5739315149449249
TIME_0012,time_sensitive,8,0.1,NSGA-II,1.215771044267082e-06,0.6575825287609619
TIME_0012,time_sensitive,9,0.1,PI-NSGA-III,1.03900148019221e-06,0.5619719468998007
TIME_0012,time_sensitive,9,0.1,NSGA-II,1.0432888812338658e-06,0.5642909032790292
TIME_0013,time_sensitive,0,0.1,PI-NSGA-III,5.0999687456450724e-05,0.21766232813056668
TIME_0013,time_sensitive,0,0.1,NSGA-II,5.7629901736254954e-05,0.2459595187237255
TIME_0013,time_sensitive,1,0.1,PI-NSGA-III,0.00015495799307194746,0.6613475340075664
TIME_0013,time_sensitive,1,0.1,NSGA-II,0.0001684535508325066,0.7189454266239121
TIME_0013,time_sensitive,2,0.1,PI-NSGA-III,0.0002024026365248623,0.8638372367161247
TIME_0013,time_sensitive,2,0.1,NSGA-II,0.00020491328007644035,0.8745524498438347
TIME_0013,time_sensitive,3,0.1,PI-NSGA-III,4.756044740390303e-05,0.20298394412131845
TIME_0013,time_sensitive,3,0.1,NSGA-II,5.230072237390669e-05,0.22321503449478589
TIME_0013,time_sensitive,4,0.1,PI-NSGA-III,0.00015159685044925197,0.647002463186113
TIME_0013,time_sensitive,4,0.1,NSGA-II,0.00015499393507413013,0.6615009314157257
TIME_0013,time_sensitive,5,0.1,PI-NSGA-III,0.00023172641894162949,0.9889886458473665
TIME_0013,time_sensitive,5,0.1,NSGA-II,0.00023430645024552943,1.0
TIME_0013,time_sensitive,7,0.1,PI-NSGA-III,4.7479043480704406e-05,0.20263651910116506
TIME_0013,time_sensitive,7,0.1,NSGA-II,5.252870065202864e-05,0.2241880263944244
TIME_0013,time_sensitive,6,0.1,PI-NSGA-III,7.141051765539291e-05,0.3047740153143967
TIME_0013,time_sensitive,6,0.1,NSGA-II,7.281189121922272e-05,0.3107549584867306
TIME_0013,time_sensitive,8,0.1,PI-NSGA-III,0.00012382926284792203,0.5284927611602732
TIME_0013,time_sensitive,8,0.1,NSGA-II,0.00013152667325577185,0.5613446540543174
TIME_0013,time_sensitive,9,0.1,PI-NSGA-III,0.0001225217277577316,0.5229123126117153
TIME_0013,time_sensitive,9,0.1,NSGA-II,0.00012930011078919452,0.5518418748340095
TIME_0014,time_sensitive,0,0.1,PI-NSGA-III,3.1182274359586627e-06,0.9526066187847178
TIME_0014,time_sensitive,0,0.1,NSGA-II,3.27336318525345e-06,1.0
TIME_0014,time_sensitive,1,0.1,PI-NSGA-III,1.690028832705925e-06,0.5162973788913892
TIME_0014,time_sensitive,1,0.1,NSGA-II,1.7879257125162523e-06,0.5462045032371856
TIME_0014,time_sensitive,2,0.1,PI-NSGA-III,2.4208322824250307e-06,0.7395550525315725
TIME_0014,time_sensitive,2,0.1,NSGA-II,2.6057116297829634e-06,0.7960349897994006
TIME_0014,time_sensitive,3,0.1,PI-NSGA-III,1.7068949560192465e-06,0.5214499153985827
TIME_0014,time_sensitive,3,0.1,NSGA-II,1.8256770215441644e-06,0.5577373845251473
TIME_0014,time_sensitive,4,0.1,PI-NSGA-III,2.306193326491902e-06,0.7045332876233646
TIME_0014,time_sensitive,4,0.1,NSGA-II,2.4636386800059637e-06,0.752632244141039
