profile_id,archetype,seed,rho,raw_hv_nsga3,raw_hv_nsga2
COST_0009,cost_sensitive,3,0.1,4.596497748970179e-06,5.758625642287905e-06
COST_0009,cost_sensitive,4,0.1,1.8363816807094587e-05,1.9416989623272698e-05
COST_0009,cost_sensitive,5,0.1,1.1442546769151199e-05,1.2197591224295956e-05
COST_0009,cost_sensitive,6,0.1,2.0862149811411812e-05,2.1855087874044274e-05
COST_0009,cost_sensitive,7,0.1,2.0379165532335366e-05,2.1027782283179543e-05
COST_0009,cost_sensitive,8,0.1,1.1854515395052322e-05,1.2411172269288336e-05
COST_0009,cost_sensitive,9,0.1,1.0625350855122832e-05,1.0373769923619929e-05
TIME_0010,time_sensitive,0,0.1,2.169709872352294e-05,2.2136359448745792e-05
TIME_0010,time_sensitive,1,0.1,2.0526454614024942e-05,2.317738903467605e-05
TIME_0010,time_sensitive,2,0.1,1.5355684959358334e-05,1.658461688068139e-05
TIME_0010,time_sensitive,3,0.1,1.9883889452881118e-05,2.311177504576266e-05
TIME_0010,time_sensitive,5,0.1,2.1575173451954256e-05,2.278716119565426e-05
TIME_0010,time_sensitive,4,0.1,1.7611024115189776e-05,1.957904854962703e-05
TIME_0010,time_sensitive,6,0.1,2.7301862435399366e-05,2.856841168860475e-05
TIME_0010,time_sensitive,7,0.1,2.9006657526728696e-05,3.211227665530382e-05
TIME_0010,time_sensitive,8,0.1,5.774386292528154e-05,5.963532406597775e-05
TIME_0010,time_sensitive,9,0.1,1.1131503657748351e-05,1.1412966059831957e-05
TIME_0011,time_sensitive,0,0.1,0.04105033212302963,0.042955085812542565
TIME_0011,time_sensitive,1,0.1,0.23539727570530278,0.25331110008592217
TIME_0011,time_sensitive,2,0.1,0.17642183961885133,0.18941428000697197
TIME_0011,time_sensitive,3,0.1,0.2266028682262589,0.2377709843388662
TIME_0011,time_sensitive,4,0.1,0.3533192156875526,0.37951352803033483
TIME_0011,time_sensitive,5,0.1,0.09975039352036909,0.10870751893843819
TIME_0011,time_sensitive,6,0.1,0.24098329069194283,0.2539701858426266
TIME_0011,time_sensitive,8,0.1,0.1711986492717499,0.17791864408342517
TIME_0011,time_sensitive,7,0.1,0.24111731662807048,0.24883834877408761
TIME_0011,time_sensitive,9,0.1,0.10171439914776359,0.10966409391208777
TIME_0012,time_sensitive,0,0.1,1.336354159656558e-06,1.4508954727147269e-06
TIME_0012,time_sensitive,1,0.1,6.214814523154776e-07,6.93824607467387e-07
TIME_0012,time_sensitive,2,0.1,1.19782821096595e-06,1.29648979447498e-06
TIME_0012,time_sensitive,3,0.1,1.036965717425763e-06,1.1213164633219952e-06
TIME_0012,time_sensitive,5,0.1,1.0254784754010317e-06,1.079293125755756e-06
TIME_0012,time_sensitive,4,0.1,1.3308810837696719e-06,1.3912563144401603e-06
TIME_0012,time_sensitive,6,0.1,1.8244739390874903e-06,1.84884937037162e-06
TIME_0012,time_sensitive,7,0.1,1.2018679028909877e-06,1.3662568956931723e-06
TIME_0012,time_sensitive,8,0.1,1.0611129200423544e-06,1.215771044267082e-06
TIME_0012,time_sensitive,9,0.1,1.03900148019221e-06,1.0432888812338658e-06
TIME_0013,time_sensitive,0,0.1,5.0999687456450724e-05,5.7629901736254954e-05
TIME_0013,time_sensitive,1,0.1,0.00015495799307194746,0.0001684535508325066
TIME_0013,time_sensitive,2,0.1,0.0002024026365248623,0.00020491328007644035
TIME_0013,time_sensitive,3,0.1,4.756044740390303e-05,5.230072237390669e-05
TIME_0013,time_sensitive,4,0.1,0.00015159685044925197,0.00015499393507413013
TIME_0013,time_sensitive,5,0.1,0.00023172641894162949,0.00023430645024552943
TIME_0013,time_sensitive,7,0.1,4.7479043480704406e-05,5.252870065202864e-05
TIME_0013,time_sensitive,6,0.1,7.141051765539291e-05,7.281189121922272e-05
TIME_0013,time_sensitive,8,0.1,0.00012382926284792203,0.00013152667325577185
TIME_0013,time_sensitive,9,0.1,0.0001225217277577316,0.00012930011078919452
TIME_0014,time_sensitive,0,0.1,3.1182274359586627e-06,3.27336318525345e-06
TIME_0014,time_sensitive,1,0.1,1.690028832705925e-06,1.7879257125162523e-06
TIME_0014,time_sensitive,2,0.1,2.4208322824250307e-06,2.6057116297829634e-06
TIME_0014,time_sensitive,3,0.1,1.7068949560192465e-06,1.8256770215441644e-06
TIME_0014,time_sensitive,4,0.1,2.306193326491902e-06,2.4636386800059637e-06
TIME_0014,time_sensitive,5,0.1,1.902487433072426e-06,1.8041605076519996e-06
TIME_0014,time_sensitive,6,0.1,1.866487196139115e-06,2.059267854499643e-06
TIME_0014,time_sensitive,7,0.1,1.6185364420458835e-06,1.8148063311224142e-06
TIME_0014,time_sensitive,9,0.1,2.4867418839896625e-06,2.9315228090888053e-06
TIME_0014,time_sensitive,8,0.1,1.9531458994866638e-06,1.9866319528464307e-06
COMF_0015,comfort_seeker,0,0.1,6.444078208042875e-06,6.72732526443379e-06
COMF_0015,comfort_seeker,1,0.1,1.251070481849523e-05,1.314684531621556e-05
COMF_0015,comfort_seeker,2,0.1,1.0287902683987086e-05,1.0711513274866272e-05
COMF_0015,comfort_seeker,4,0.1,1.7741953028578507e-05,1.798238106162059e-05
COMF_0015,comfort_seeker,3,0.1,1.360064703724144e-05,1.4176713948849863e-05
COMF_0015,comfort_seeker,5,0.1,7.863544142646243e-06,9.016711978140125e-06
COMF_0015,comfort_seeker,6,0.1,8.489906049400711e-06,8.958587941479766e-06
COMF_0015,comfort_seeker,7,0.1,8.663633508234783e-06,9.59375122807311e-06
COMF_0015,comfort_seeker,8,0.1,7.231858395443963e-06,8.608550769130811e-06
COMF_0015,comfort_seeker,9,0.1,1.297993858490651e-05,1.4853661091925218e-05
COMF_0016,comfort_seeker,0,0.1,1.1425632634998141e-05,1.2526383593375029e-05
COMF_0016,comfort_seeker,1,0.1,7.049989848273334e-06,7.302108264946211e-06
COMF_0016,comfort_seeker,2,0.1,6.358953270175716e-06,6.311497398076776e-06
COMF_0016,comfort_seeker,3,0.1,9.616790993320589e-06,1.0387311813089165e-05
COMF_0016,comfort_seeker,4,0.1,8.2004678179025e-06,8.889013259329794e-06
COMF_0016,comfort_seeker,5,0.1,1.0461742904032329e-05,9.945635113260845e-06
COMF_0016,comfort_seeker,6,0.1,4.48057302131479e-06,4.975708295843262e-06
COMF_0016,comfort_seeker,7,0.1,1.0941335307929093e-05,1.1990138402453137e-05
COMF_0016,comfort_seeker,9,0.1,5.177528245634745e-06,6.035998397293725e-06
COMF_0016,comfort_seeker,8,0.1,2.7845762610922535e-06,3.098507430110591e-06
COMF_0017,comfort_seeker,0,0.1,8.359801217862599e-06,8.765251850263478e-06
COMF_0017,comfort_seeker,1,0.1,6.555634905968359e-06,7.256332605045074e-06
COMF_0017,comfort_seeker,2,0.1,8.143539964010009e-06,9.155652989122056e-06
COMF_0017,comfort_seeker,4,0.1,4.985933107262106e-06,5.474712961803549e-06
COMF_0017,comfort_seeker,3,0.1,8.323048004953807e-06,8.940858581232583e-06
COMF_0017,comfort_seeker,5,0.1,5.107727491739818e-06,5.824499960586353e-06
COMF_0017,comfort_seeker,6,0.1,1.198494721296232e-05,1.2638114170249696e-05
COMF_0017,comfort_seeker,7,0.1,7.547326939102265e-06,8.15519580478002e-06
COMF_0017,comfort_seeker,8,0.1,7.439847875508196e-06,8.366253780610502e-06
COMF_0017,comfort_seeker,9,0.1,9.272679916646687e-06,9.875083136078314e-06
COMF_0018,comfort_seeker,0,0.1,1.1159349025569984e-05,1.1679795592387422e-05
COMF_0018,comfort_seeker,1,0.1,1.1618954069058084e-05,1.1035332070427247e-05
COMF_0018,comfort_seeker,2,0.1,5.251008684769326e-06,6.296007026203125e-06
COMF_0018,comfort_seeker,3,0.1,7.868470545917922e-06,8.265974625550595e-06
COMF_0018,comfort_seeker,4,0.1,1.1920025518870123e-05,1.2358103156551881e-05
COMF_0018,comfort_seeker,5,0.1,7.737058384057973e-06,8.114303873959807e-06
COMF_0018,comfort_seeker,6,0.1,1.3116176200316068e-05,1.404075714034393e-05
COMF_0018,comfort_seeker,7,0.1,6.771498124995371e-06,8.304102965076783e-06
COMF_0018,comfort_seeker,8,0.1,6.140795935462271e-06,6.918469434888176e-06
COMF_0018,comfort_seeker,9,0.1,7.399585913786198e-06,8.36091113574079e-06
COMF_0019,comfort_seeker,0,0.1,7.168916857617707e-07,7.492780033418734e-07
COMF_0019,comfort_seeker,1,0.1,7.203263932026189e-07,7.539257923839804e-07
COMF_0019,comfort_seeker,2,0.1,5.784585756827706e-07,6.084496351580907e-07
COMF_0019,comfort_seeker,3,0.1,4.084692551024446e-07,4.2046431463316446e-07
COMF_0019,comfort_seeker,4,0.1,2.7578115866532407e-07,2.8347492502881967e-07
COMF_0019,comfort_seeker,5,0.1,3.4933591798374474e-07,4.453824556073726e-07
COMF_0019,comfort_seeker,6,0.1,3.261325107876113e-07,3.510063676387298e-07
COMF_0019,comfort_seeker,7,0.1,4.7098506011369997e-07,5.062312882009789e-07
COMF_0019,comfort_seeker,8,0.1,7.066888921925675e-07,7.25694285420931e-07
COMF_0019,comfort_seeker,9,0.1,7.111876376582566e-07,7.144269483519295e-07
ECO__0000,eco_conscious,0,0.2,4.442735277605822e-06,5.083147273074975e-06
ECO__0000,eco_conscious,1,0.2,6.403695213960859e-06,6.677840361854859e-06
ECO__0000,eco_conscious,2,0.2,3.7445968442707444e-06,3.986121154175516e-06
ECO__0000,eco_conscious,3,0.2,4.908507272721326e-06,5.3463910248428535e-06
ECO__0000,eco_conscious,4,0.2,7.72212909646528e-06,8.17882967539634e-06
ECO__0000,eco_conscious,5,0.2,9.959287939491907e-06,1.0475610462703153e-05
ECO__0000,eco_conscious,6,0.2,8.322691458013033e-06,9.566845048418237e-06
ECO__0000,eco_conscious,7,0.2,4.839990615570178e-06,5.012046412393996e-06
ECO__0000,eco_conscious,8,0.2,4.446177012422106e-06,5.077831447832677e-06
ECO__0000,eco_conscious,9,0.2,8.323231013277006e-06,8.896361826048396e-06
ECO__0001,eco_conscious,0,0.2,0.023078546443344897,0.023210099944853457
ECO__0001,eco_conscious,1,0.2,0.02390299562624034,0.024958550887755136
ECO__0001,eco_conscious,2,0.2,0.024201061376385665,0.024312587525938983
ECO__0001,eco_conscious,3,0.2,0.01916136132108793,0.019883708427019402
ECO__0001,eco_conscious,4,0.2,0.01437018793696123,0.014928382615857997
ECO__0001,eco_conscious,5,0.2,0.009189108887300292,0.01051271014220442
ECO__0001,eco_conscious,6,0.2,0.012524552268861103,0.012645652340057257
ECO__0001,eco_conscious,7,0.2,0.002807730768678449,0.003171068293272921
ECO__0001,eco_conscious,8,0.2,0.015236635248332082,0.015045450897358181
ECO__0001,eco_conscious,9,0.2,0.04067845502701543,0.04099314995500331
ECO__0002,eco_conscious,0,0.2,1.8880629868746548e-05,1.9964193476336325e-05
ECO__0002,eco_conscious,1,0.2,1.0655808731840653e-05,1.2477359286757286e-05
ECO__0002,eco_conscious,2,0.2,2.203100685749462e-05,2.298659231409029e-05
ECO__0002,eco_conscious,3,0.2,1.8342956025497037e-05,1.9378936646131176e-05
ECO__0002,eco_conscious,4,0.2,1.7706555591404666e-05,1.9533977194600643e-05
ECO__0002,eco_conscious,5,0.2,1.1567090562125363e-05,1.1810145250439181e-05
ECO__0002,eco_conscious,6,0.2,1.6690011899703392e-05,1.816351155513273e-05
ECO__0002,eco_conscious,7,0.2,1.5236415103177783e-05,1.5966068350677805e-05
ECO__0002,eco_conscious,8,0.2,2.0345014076986863e-05,2.0110873744532928e-05
ECO__0002,eco_conscious,9,0.2,1.6929523076506087e-05,1.7511141706007306e-05
ECO__0003,eco_conscious,0,0.2,7.242342284180121e-07,8.100247553801998e-07
ECO__0003,eco_conscious,1,0.2,1.0404866961926041e-06,1.1341163574897185e-06
ECO__0003,eco_conscious,2,0.2,1.3318185140087544e-06,1.345260778458646e-06
ECO__0003,eco_conscious,3,0.2,1.262257059003818e-06,1.3956982965520376e-06
ECO__0003,eco_conscious,4,0.2,1.3344764714431312e-06,1.32613346927345e-06
ECO__0003,eco_conscious,5,0.2,7.926222283425901e-07,8.817259632382864e-07
ECO__0003,eco_conscious,6,0.2,9.498200600585909e-07,1.0042819860684197e-06
ECO__0003,eco_conscious,7,0.2,8.329603332618509e-07,8.390596901908568e-07
ECO__0003,eco_conscious,8,0.2,7.607631874030046e-07,8.42215090608601e-07
ECO__0003,eco_conscious,9,0.2,8.12873554985088e-07,9.081329991877245e-07
ECO__0004,eco_conscious,0,0.2,0.00010677381441513016,0.0001124305335167913
ECO__0004,eco_conscious,1,0.2,0.018651495064939495,0.01964077312129783
ECO__0004,eco_conscious,2,0.2,0.001432323101966317,0.0015251787366285948
ECO__0004,eco_conscious,3,0.2,0.0553514143039345,0.05890903143312024
ECO__0004,eco_conscious,4,0.2,3.2533542604957126e-06,3.5995698568411547e-06
ECO__0004,eco_conscious,5,0.2,0.006438176821921415,0.006391708937760139
ECO__0004,eco_conscious,6,0.2,0.005911229149292976,0.006937462222537804
ECO__0004,eco_conscious,7,0.2,2.5783138508455727e-06,2.727839414238708e-06
ECO__0004,eco_conscious,8,0.2,0.026775022995423066,0.028777057906883927
ECO__0004,eco_conscious,9,0.2,0.0018926396199845995,0.0020557378423259457
COST_0005,cost_sensitive,0,0.2,7.955501502086248e-06,8.100448539141978e-06
COST_0005,cost_sensitive,1,0.2,4.013575747764661e-06,4.763953502343473e-06
COST_0005,cost_sensitive,2,0.2,7.820118344885357e-06,7.81055581233506e-06
COST_0005,cost_sensitive,3,0.2,7.603185610371831e-06,8.734983784607333e-06
COST_0005,cost_sensitive,4,0.2,3.448407682295362e-06,3.821042687563173e-06
COST_0005,cost_sensitive,5,0.2,7.752341518658368e-06,7.810530160893193e-06
COST_0005,cost_sensitive,6,0.2,7.890037202919841e-06,8.329154871812871e-06
COST_0005,cost_sensitive,7,0.2,6.951507134614932e-06,7.475909818169894e-06
COST_0005,cost_sensitive,8,0.2,7.469115765724364e-06,7.699152193373901e-06
COST_0005,cost_sensitive,9,0.2,4.950683352930573e-06,5.4814368929841025e-06
COST_0006,cost_sensitive,0,0.2,0.0015716042444020558,0.0018259109668457482
COST_0006,cost_sensitive,1,0.2,0.0014260246121327283,0.0015346793966044521
COST_0006,cost_sensitive,2,0.2,0.000637848237005086,0.0006958659509648767
COST_0006,cost_sensitive,3,0.2,0.001661996100724083,0.0016607111826573754
COST_0006,cost_sensitive,4,0.2,0.001462905169640948,0.00148762441971982
COST_0006,cost_sensitive,5,0.2,0.0015286508550186035,0.0015817002546017714
COST_0006,cost_sensitive,6,0.2,0.0015014986932011837,0.0015754023932119656
COST_0006,cost_sensitive,7,0.2,0.0013922294359355828,0.001556701394398512
COST_0006,cost_sensitive,8,0.2,0.001369114190081542,0.0014196484343351305
COST_0006,cost_sensitive,9,0.2,0.0014722533933079426,0.0015823331584897593
COST_0007,cost_sensitive,0,0.2,9.011262788605244,8.93019598744999
COST_0007,cost_sensitive,1,0.2,4.890098565774896,5.344062904142192
COST_0007,cost_sensitive,2,0.2,0.0003348789684771866,0.00032478767395227647
COST_0007,cost_sensitive,3,0.2,13.044548694074308,12.865175752832178
COST_0007,cost_sensitive,4,0.2,0.00021148051935280368,0.0002068185030854406
COST_0007,cost_sensitive,5,0.2,8.800213659978853,9.00832986121879
COST_0007,cost_sensitive,6,0.2,29.684450386269486,29.684499374868345
COST_0007,cost_sensitive,7,0.2,0.00017024097520210721,0.0001740251873625903
COST_0007,cost_sensitive,8,0.2,0.00020392204612516723,0.00021651663396993643
COST_0007,cost_sensitive,9,0.2,1.88257871686258,2.008528257198195
COST_0008,cost_sensitive,0,0.2,0.00021370384648068569,0.0002171632036153081
COST_0008,cost_sensitive,1,0.2,9.780249172880056e-05,9.950236816423175e-05
COST_0008,cost_sensitive,2,0.2,3.157808603383405e-05,3.3927752439175476e-05
COST_0008,cost_sensitive,3,0.2,3.9858490015433676e-05,4.415097478167252e-05
COST_0008,cost_sensitive,4,0.2,6.584417450343502e-05,6.732952078973589e-05
COST_0008,cost_sensitive,5,0.2,3.067635514816356e-05,3.30824277320885e-05
COST_0008,cost_sensitive,6,0.2,3.274313874177104e-05,3.448196323894685e-05
COST_0008,cost_sensitive,7,0.2,9.533587062080237e-05,9.809917724363607e-05
COST_0008,cost_sensitive,8,0.2,3.382846518790542e-05,3.663916698230828e-05
COST_0008,cost_sensitive,9,0.2,3.446760100273571e-05,3.6611252490574515e-05
COST_0009,cost_sensitive,0,0.2,6.127196945238109e-06,7.01520082559209e-06
COST_0009,cost_sensitive,1,0.2,1.3859816824983554e-05,1.632465677278061e-05
COST_0009,cost_sensitive,2,0.2,2.0182384960098135e-05,2.0947120288212165e-05
COST_0009,cost_sensitive,3,0.2,4.596497748970179e-06,5.758625642287905e-06
COST_0009,cost_sensitive,4,0.2,1.8363816807094587e-05,1.9416989623272698e-05
COST_0009,cost_sensitive,5,0.2,1.1442546769151199e-05,1.2197591224295956e-05
COST_0009,cost_sensitive,6,0.2,2.0862149811411812e-05,2.1855087874044274e-05
COST_0009,cost_sensitive,7,0.2,2.0379165532335366e-05,2.1027782283179543e-05
COST_0009,cost_sensitive,8,0.2,1.1854515395052322e-05,1.2411172269288336e-05
COST_0009,cost_sensitive,9,0.2,1.0625350855122832e-05,1.0373769923619929e-05
TIME_0010,time_sensitive,0,0.2,2.169709872352294e-05,2.2136359448745792e-05
TIME_0010,time_sensitive,1,0.2,2.0526454614024942e-05,2.317738903467605e-05
TIME_0010,time_sensitive,2,0.2,1.5355684959358334e-05,1.658461688068139e-05
TIME_0010,time_sensitive,4,0.2,1.7611024115189776e-05,1.957904854962703e-05
TIME_0010,time_sensitive,3,0.2,1.9883889452881118e-05,2.311177504576266e-05
TIME_0010,time_sensitive,5,0.2,2.1575173451954256e-05,2.278716119565426e-05
TIME_0010,time_sensitive,6,0.2,2.7301862435399366e-05,2.856841168860475e-05
TIME_0010,time_sensitive,7,0.2,2.9006657526728696e-05,3.211227665530382e-05
TIME_0010,time_sensitive,8,0.2,5.774386292528154e-05,5.963532406597775e-05
TIME_0010,time_sensitive,9,0.2,1.1131503657748351e-05,1.1412966059831957e-05
TIME_0011,time_sensitive,0,0.2,0.0425473880737445,0.04371614135880354
TIME_0011,time_sensitive,1,0.2,0.19174110577401043,0.19906026041495073
TIME_0011,time_sensitive,2,0.2,0.2265035339164906,0.24957060069369655
TIME_0011,time_sensitive,3,0.2,0.23912385939877465,0.2462329518415545
TIME_0011,time_sensitive,4,0.2,0.22107550425659134,0.23651391918507597
TIME_0011,time_sensitive,5,0.2,0.0899849529529222,0.09298715639948578
TIME_0011,time_sensitive,6,0.2,0.2471471314447146,0.26860062860278955
TIME_0011,time_sensitive,7,0.2,0.11330624203030476,0.11702159457084915
TIME_0011,time_sensitive,8,0.2,0.14742300041326142,0.14692835243894212
TIME_0011,time_sensitive,9,0.2,0.17612611315804338,0.20242731649657125
TIME_0012,time_sensitive,0,0.2,1.336354159656558e-06,1.4508954727147269e-06
TIME_0012,time_sensitive,1,0.2,6.214814523154776e-07,6.93824607467387e-07
TIME_0012,time_sensitive,2,0.2,1.19782821096595e-06,1.29648979447498e-06
TIME_0012,time_sensitive,3,0.2,1.036965717425763e-06,1.1213164633219952e-06
TIME_0012,time_sensitive,4,0.2,1.3308810837696719e-06,1.3912563144401603e-06
TIME_0012,time_sensitive,5,0.2,1.0254784754010317e-06,1.079293125755756e-06
TIME_0012,time_sensitive,7,0.2,1.2018679028909877e-06,1.3662568956931723e-06
TIME_0012,time_sensitive,6,0.2,1.8244739390874903e-06,1.84884937037162e-06
TIME_0012,time_sensitive,8,0.2,1.0611129200423544e-06,1.215771044267082e-06
TIME_0012,time_sensitive,9,0.2,1.03900148019221e-06,1.0432888812338658e-06
TIME_0013,time_sensitive,0,0.2,5.0999687456450724e-05,5.7629901736254954e-05
TIME_0013,time_sensitive,1,0.2,0.00015495799307194746,0.0001684535508325066
TIME_0013,time_sensitive,2,0.2,0.0002024026365248623,0.00020491328007644035
TIME_0013,time_sensitive,3,0.2,4.756044740390303e-05,5.230072237390669e-05
