profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,rain,temperature_c,mobility_restriction
P028,comfort_seeking,short,2.2895456282052176,26.91994129501407,5.517634008668141,0,24.4480139336546,0
P029,cost_sensitive,medium,4.3531443550299445,28.801295069231294,7.502907190395191,0,4.204247746235998,0
P030,time_sensitive,long,4.625463966115625,37.86566004548308,5.44457694406088,0,25.691554337937617,0
P031,eco_conscious,short,1.0526364905220869,30.30328756282331,5.186473852568493,0,12.692456811803899,0
P032,comfort_seeking,medium,2.2037409306568585,26.434094348312218,6.432726551932229,0,13.610252784559057,0
P033,cost_sensitive,long,7.060923816535625,23.461135915094317,6.759083050827216,1,14.24505194075534,0
P034,time_sensitive,short,4.044257093724632,22.41081396666495,5.266792286765647,0,18.304923496031407,1
P035,eco_conscious,medium,3.4520286941646483,24.232988281836505,5.950996149525466,0,5.324895422133068,0
P036,comfort_seeking,long,1.6141141650694526,43.42231826273745,7.912213533538004,1,11.700933107606591,0
P037,cost_sensitive,short,3.95780250179517,34.24097534621764,4.78509939470767,1,-3.178312237909239,0
P038,time_sensitive,medium,6.968792794070218,22.093924008437483,4.607767066198894,0,-0.06182713085305025,0
P039,eco_conscious,long,3.1562887093629843,18.122500950817525,7.864296233985577,0,4.6274669693972665,0
P040,comfort_seeking,short,1.6707777754702549,37.90088351083915,4.475771505886115,0,20.218700608493954,0
P041,cost_sensitive,medium,1.4330885177419794,18.0,5.374191507230402,0,15.857359117010049,0
P042,time_sensitive,long,1.7357692612725695,32.8890107247388,5.846515193202159,0,14.42524278062294,0
P043,eco_conscious,short,7.658247130836654,25.118993811105575,8.171801970716714,0,17.086772420452007,0
P044,comfort_seeking,medium,6.943794264008291,34.13800067162205,5.9752990701765665,1,0.04331210420645881,0
P045,cost_sensitive,long,6.944784657792761,22.499326347850356,5.9764606452278235,0,11.66263051357156,0
P046,time_sensitive,short,7.374011310896558,26.867937584717282,7.425790367591788,0,12.105197883922527,0
P047,eco_conscious,medium,1.314042709339355,18.0,6.053594580456932,0,1.7291087606708988,0
P048,comfort_seeking,long,1.335737388438553,25.37072957919807,4.396521787155262,0,24.400356757591666,0
P049,cost_sensitive,short,8.088705944488847,28.873606752507033,7.75272143140135,0,20.623905414376473,0
P050,time_sensitive,medium,3.833272907929602,20.91803323689806,6.847500721513824,0,20.25880273934129,0
P051,eco_conscious,long,8.08562354673366,31.05608292111882,7.844775389176162,0,1.4236779547740745,0
P052,comfort_seeking,short,0.913996403702592,22.17204110343608,7.473474119932066,1,8.40855657137003,1
P053,cost_sensitive,medium,0.8917199253094361,21.102018058223933,6.034411365861493,0,18.87009177779552,0
P054,time_sensitive,long,1.6521833645151298,26.304235012628045,6.156668342447232,0,-2.5059062144379425,1
P055,eco_conscious,short,6.709202800273029,36.131643336374566,6.10202793524079,0,9.432450707825645,0
P056,comfort_seeking,medium,2.0342357779945193,27.43014614096018,5.941281071238436,0,7.093237882084947,0
P057,cost_sensitive,long,1.6916969321767477,32.798769728372065,4.389756701625909,0,25.851644381271786,0
P058,time_sensitive,short,1.08887499135484,27.216143342818356,6.673262228582384,0,24.631684723495916,0
P059,eco_conscious,medium,7.777058250662047,42.093571702422594,5.4138059733607475,0,26.834034892137126,0
P060,comfort_seeking,long,7.553940222171517,34.96685479402369,3.73728855072929,0,1.1897765030491705,0
P061,cost_sensitive,short,1.7620939214063855,27.733919255299877,3.9646809393291607,1,14.434828683123058,0
P062,time_sensitive,medium,1.7296928858583058,30.713675383548892,5.825889718470418,0,15.833690992920548,0
P063,eco_conscious,long,1.4101942930842708,27.177432676598702,6.644634170500902,1,18.1693380458569,0
P064,comfort_seeking,short,1.4412289163359349,31.60663329416851,3.2683275547350132,1,2.142516820457434,0
P065,cost_sensitive,medium,1.8747169498638703,23.80581153532198,5.897348098330223,0,24.621489058141535,0
P066,time_sensitive,long,1.1152724165964378,35.27510122698578,5.770551990120931,1,9.244797182410117,0
P067,eco_conscious,short,1.3209916559627854,31.42509513565021,7.72492379739918,0,17.14261974607935,0
P068,comfort_seeking,medium,1.737348544231601,24.882393445185915,3.4629130089829636,0,9.159994297530151,0
P069,cost_sensitive,long,3.472858361656222,28.79523308486442,5.432906790876314,0,16.89537483143075,1
P070,time_sensitive,short,7.3286069245678105,18.0,6.94066689988638,0,22.916739556619014,0
P071,eco_conscious,medium,3.9743879470231476,39.4570879208841,8.152376634864504,0,15.281524746536602,0
P072,comfort_seeking,long,3.3771694836163264,28.131492608327786,5.628964582455373,0,7.333049552404754,0
P073,cost_sensitive,short,6.941307943505196,22.58927300542467,5.308170096021486,0,22.847946959258387,0
P074,time_sensitive,medium,3.973854226225478,22.950452345547724,5.318763394351886,0,18.953368935803148,0
P075,eco_conscious,long,3.229030886928798,25.84437343653588,8.777208471915,0,25.46571605284938,0
P076,comfort_seeking,short,4.090388547664898,25.40251763925116,5.4555109026029545,1,17.442410871660424,0
P077,cost_sensitive,medium,4.106242955275032,30.459096654194006,6.962344405335092,0,11.710010131554466,0
P078,time_sensitive,long,3.6456634722267935,32.34882987825605,3.462312698941852,0,-1.926495960991982,0
P079,eco_conscious,short,4.247592490985843,20.763638367006468,3.8569958527509236,0,9.652035936538923,1
P080,comfort_seeking,medium,4.017442135731823,21.882993997653575,6.218096251400367,1,11.621413098418916,0
P081,cost_sensitive,long,4.19540306084504,28.212516583652366,6.461991221729597,0,21.182523267284385,1
P082,time_sensitive,short,1.0149252401742936,19.586130409998084,7.26294120358428,0,25.230571136532454,0
P083,eco_conscious,medium,1.5657429084027261,27.607601763258867,7.537661626003885,0,6.471023232600333,0
P084,comfort_seeking,long,1.7261669753215694,18.0,6.424965083181346,0,23.182501285868508,0
P085,cost_sensitive,short,0.656765924382949,20.016393735452333,5.957199081330732,0,11.972979448415881,0
P086,time_sensitive,medium,1.6016941203099717,18.740247706398247,6.508219569078861,0,17.080303501248807,0
P087,eco_conscious,long,4.8175366513655336,25.19034080263243,5.291500137998508,0,5.741898635377305,0
P088,comfort_seeking,short,7.055601343384541,25.305237328435503,6.061154154197258,0,7.875717780562296,0
P089,cost_sensitive,medium,1.4201758462889915,21.229586987347016,6.318113504995759,0,2.414981924679619,0
P090,time_sensitive,long,1.6310179060371905,19.502136494585724,5.887812071404932,1,24.689488800097365,0
P091,eco_conscious,short,7.6817271689195366,18.0,4.272382807681601,1,5.422935828585127,0
P092,comfort_seeking,medium,8.498648265373998,18.0,4.655043915097769,0,26.888929187996965,1
P093,cost_sensitive,long,2.4106494254065542,18.0,4.1227169517850015,1,9.835292697156712,1
P094,time_sensitive,short,1.620829859910419,18.0,6.278492483480973,1,24.195577735529913,0
P095,eco_conscious,medium,4.070565805402266,31.140485376358555,6.197719236723445,0,18.304275519426007,0
P096,comfort_seeking,long,7.6176380557941314,18.0,6.195586577051676,1,3.7389227979158264,0
P097,cost_sensitive,short,3.4930115993035513,35.95825194314745,5.131217094116309,0,16.151307581428807,0
P098,time_sensitive,medium,1.7355681466999646,22.06583356984693,5.166034013340549,0,5.675311579900535,0
P099,eco_conscious,long,5.074663976303501,22.96311514185468,3.3357943512557777,0,11.710216401274646,0
P100,comfort_seeking,short,3.243305979039076,29.85692799733534,6.289408850343303,1,19.593573853559104,1
P101,cost_sensitive,medium,3.631337418965747,24.805977499147353,6.398308120362273,1,3.83374329748332,0
P102,time_sensitive,long,1.582195351488651,23.06675235376033,7.877390015547254,0,27.343100888956158,0
P103,eco_conscious,short,3.959700131895614,19.716669264946525,5.872875337564329,0,11.409666365707194,1
P104,comfort_seeking,medium,1.491218586761277,19.483038336452413,5.249190873603341,1,0.3547822718758624,0
P105,cost_sensitive,long,7.23864065191516,18.0,6.601812843929762,0,8.289001407708128,0
P106,time_sensitive,short,7.917903948157169,28.24545435792301,8.519122739220888,0,17.101625130096117,0
P107,eco_conscious,medium,4.112542600624077,34.56207505995636,5.034412497635259,1,9.993240244512439,0
P108,comfort_seeking,long,3.56044841454401,31.335612048252926,7.458049328356078,0,10.60181017765527,0
P109,cost_sensitive,short,7.976026826569945,18.0,4.667953943699727,0,-4.562848099089159,0
P110,time_sensitive,medium,3.3424219420770367,24.39226741836819,6.995559069992316,0,5.7534902378307695,0
P111,eco_conscious,long,7.012020591942548,19.42597581254986,6.330258751129068,0,19.179877525675796,0
P112,comfort_seeking,short,1.8508318240447834,18.554453201715514,5.645498419054079,0,4.2728726071669545,0
P113,cost_sensitive,medium,3.624523808891011,18.644038028468692,5.544585275692001,0,-4.245902762975383,0
P114,time_sensitive,long,3.3385567790523663,36.0282520670423,5.999104379503156,1,4.878712646990156,0
P115,eco_conscious,short,7.5291371654677235,29.641171732048885,5.434794810885857,1,15.264952679240874,0
P116,comfort_seeking,medium,7.9035041409722355,18.0,2.9632777335909735,0,23.50180074609549,0
P117,cost_sensitive,long,7.549517410503601,32.315867584453706,7.8171134269211775,0,11.02626642731444,0
P118,time_sensitive,short,7.505725645835327,23.705147072803207,4.441918513125421,0,28.281347216577046,0
P119,eco_conscious,medium,7.92750966214864,30.277384866485313,6.191054749044864,0,19.08296914289022,0
P120,comfort_seeking,long,7.818453141686105,28.185539856014742,3.5196666443429803,0,9.550464329207,0
P121,cost_sensitive,short,8.364497670442852,35.314544202069285,5.966256100227049,0,14.096425444814605,0
P122,time_sensitive,medium,6.953264314769008,28.57893913149188,5.732463114109301,1,13.590423105467226,0
P123,eco_conscious,long,4.247106664256704,25.88011807364026,5.9585447717613,1,12.376688121635619,0
P124,comfort_seeking,short,7.424474061196535,20.577312203432406,4.159621353292224,0,17.13011727946588,0
P125,cost_sensitive,medium,1.9978506929499618,33.214566172274246,6.8910042114622865,0,7.239637376246791,0
P126,time_sensitive,long,1.6723024523751788,28.45496024055614,7.204797333926079,0,12.942170747750623,1
P127,eco_conscious,short,1.6086155974052623,24.385417282274172,4.966527070306813,0,9.968338068715116,0
P128,comfort_seeking,medium,3.9557264171517197,22.986051939095567,5.952925266774023,0,4.884567991267403,0
P129,cost_sensitive,long,6.918960243632856,18.0,3.4257858161089865,1,14.247338224261592,0
P130,time_sensitive,short,2.107094914464251,18.0,6.135120649316988,0,4.977753880866288,0
P131,eco_conscious,medium,7.052826976961236,23.51616596483872,7.372982340421405,1,11.312486199678819,1
P132,comfort_seeking,long,7.5177882384923125,38.07583718690757,5.54804162041581,0,16.923795781142676,0
P133,cost_sensitive,short,3.446367735024268,32.58298509193101,5.225800955498791,0,21.26881087913689,0
P134,time_sensitive,medium,3.9392879572559028,25.89789655305705,6.063899751926522,0,-1.4957354616433225,1
P135,eco_conscious,long,6.7788504322202945,25.391121292989222,5.760777203977345,0,20.648254861343794,0
P136,comfort_seeking,short,1.2965281256137204,21.705881055468996,5.604095275592793,0,5.936856403011642,1
P137,cost_sensitive,medium,0.5540268733440448,18.0,5.645216848484827,0,13.172639091402932,0
P138,time_sensitive,long,3.9127799197550903,32.4335472689381,4.32667411889893,1,5.25340913690094,0
P139,eco_conscious,short,7.284330280880245,18.0,3.6152085648675496,0,9.538168900038283,0
P140,comfort_seeking,medium,1.5192905614904586,23.617775684242872,6.919207532652089,0,7.101456324195656,0
P141,cost_sensitive,long,7.694845852660001,26.51787228608387,5.483069012098199,0,9.022340437642256,0
P142,time_sensitive,short,3.68728427538595,18.0,5.743903497193791,1,7.985953217491998,0
P143,eco_conscious,medium,1.1889161498728709,32.711836015324806,7.049009309625361,1,6.296653089866491,0
P144,comfort_seeking,long,4.481714356042849,18.0,5.278512141645845,1,14.953806889019138,0
P145,cost_sensitive,short,2.4410874401020246,24.611961425057352,6.1565507806282564,0,14.605706303654669,0
P146,time_sensitive,medium,4.024162032986579,33.95715274883024,7.636872797123996,0,18.716375088284817,0
P147,eco_conscious,long,1.9701447324417944,31.861780468920074,5.913931679354061,0,17.926133671950552,0
P148,comfort_seeking,short,1.6446795784785555,23.310111791002758,6.063009508319628,1,17.063085891080394,0
P149,cost_sensitive,medium,4.025884300470492,29.142705360867566,4.265085463832084,0,24.964327908913056,0
P150,time_sensitive,long,4.921460156201492,25.78656102776558,6.14964341225752,0,15.048216929547356,0
