profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,rain,temperature_c,mobility_restriction,seed_offset,campus,student_status
STU_0028,eco_conscious,medium,4.68,24,4.48,0,28.380756179474517,0,27,Strasbourg,Alternance
STU_0029,comfort_seeking,long,10.59,30,13.55,0,18.130380576811607,1,28,Strasbourg,Alternance
STU_0030,comfort_seeking,short,1.64,34,3.74,0,11.02626642731444,0,29,Strasbourg,Alternance
STU_0031,time_sensitive,medium,2.39,21,3.5,1,6.854955027321099,0,30,Strasbourg,Alternance
STU_0032,cost_sensitive,long,5.41,20,6.14,1,14.091610333365235,0,31,Other,Alternance
STU_0033,time_sensitive,medium,4.31,20,3.46,0,11.60588236891795,0,32,Strasbourg,Alternance
STU_0034,comfort_seeking,long,5.36,24,5.93,0,5.879456754169471,0,33,Strasbourg,Alternance
STU_0035,cost_sensitive,medium,2.8,21,3.25,0,30.390045206906294,0,34,Strasbourg,Student
STU_0036,comfort_seeking,long,8.32,22,8.9,0,28.281347216577046,0,35,Strasbourg,Student
STU_0037,time_sensitive,medium,4.33,48,2.47,0,23.088389468443427,0,36,Strasbourg,Student
STU_0038,comfort_seeking,long,6.34,23,7.61,0,6.633196817526979,0,37,Strasbourg,Alternance
STU_0039,comfort_seeking,long,5.08,20,7.65,0,20.84015459437823,0,38,Strasbourg,Alternance
STU_0040,comfort_seeking,medium,4.67,19,5.1,0,19.117011275983216,0,39,Nancy,Employee
STU_0041,time_sensitive,long,6.08,49,7.83,0,17.540364993632423,0,40,Strasbourg,Alternance
STU_0042,cost_sensitive,medium,4.7,22,6.05,1,23.997322136350217,0,41,Other,Student
STU_0043,time_sensitive,medium,2.1,21,2.19,1,19.08296914289022,0,42,Nancy,Student
STU_0044,time_sensitive,long,7.96,25,6.36,0,19.920113890434685,0,43,Strasbourg,Alternance
STU_0045,cost_sensitive,long,6.8,22,5.63,1,19.09525026697768,0,44,Nancy,Alternance
STU_0046,time_sensitive,short,1.23,21,3.07,1,16.726331264016846,0,45,Strasbourg,Employee
STU_0047,time_sensitive,medium,2.87,28,3.84,0,-0.2688890377134676,0,46,Strasbourg,Student
STU_0048,eco_conscious,long,7.76,43,10.39,0,14.668968619284458,0,47,Strasbourg,Alternance
STU_0049,eco_conscious,short,1.44,25,4.15,0,9.550464329207,0,48,Strasbourg,Alternance
STU_0050,cost_sensitive,long,7.32,19,9.14,0,3.761272338879836,0,49,Strasbourg,Alternance
STU_0051,comfort_seeking,medium,3.88,39,5.27,0,27.45453295440659,0,50,Strasbourg,Alternance
STU_0052,cost_sensitive,long,9.24,27,7.62,0,27.831962727085628,0,51,Strasbourg,Alternance
STU_0053,time_sensitive,medium,4.21,19,5.66,1,24.873764802364896,0,52,Strasbourg,Student
STU_0054,time_sensitive,medium,2.76,18,3.96,0,16.041707334846997,0,53,Nancy,Alternance
STU_0055,comfort_seeking,long,5.04,22,3.73,1,24.805000967621254,0,54,Strasbourg,Alternance
STU_0056,cost_sensitive,medium,4.14,21,7.2,1,14.096425444814605,0,55,Strasbourg,Alternance
STU_0057,time_sensitive,medium,2.62,35,5.71,0,15.622378215182234,0,56,Strasbourg,Alternance
STU_0058,eco_conscious,long,15.45,46,12.57,0,5.252229036304136,0,57,Strasbourg,Student
STU_0059,time_sensitive,medium,2.38,42,2.37,0,17.175930435990722,0,58,Strasbourg,Student
STU_0060,eco_conscious,short,1.13,24,1.47,0,14.483087427395336,0,59,Other,Employee
STU_0061,comfort_seeking,long,10.64,21,11.64,0,3.5787830653242843,0,60,Strasbourg,Alternance
STU_0062,comfort_seeking,medium,2.99,45,4.93,0,13.590423105467226,0,61,Strasbourg,Alternance
STU_0063,cost_sensitive,medium,3.54,32,4.59,0,13.362163489145532,0,62,Nancy,Student
STU_0064,cost_sensitive,medium,3.41,22,4.89,1,28.380489333157122,0,63,Nancy,Alternance
STU_0065,time_sensitive,medium,3.02,42,1.75,0,21.153706628107276,1,64,Strasbourg,Alternance
STU_0066,time_sensitive,medium,2.69,33,4.47,0,14.091563512731728,0,65,Strasbourg,Employee
STU_0067,cost_sensitive,medium,2.35,18,3.32,0,15.990298478408665,0,66,Strasbourg,Student
STU_0068,cost_sensitive,medium,4.37,19,3.99,0,14.353699024833585,0,67,Strasbourg,Alternance
STU_0069,comfort_seeking,medium,3.33,22,1.57,0,12.376688121635619,0,68,Strasbourg,Alternance
STU_0070,comfort_seeking,long,6.46,19,7.04,0,5.340582420893705,0,69,Strasbourg,Student
STU_0071,cost_sensitive,long,5.59,25,6.89,0,12.791584979144567,0,70,Other,Alternance
STU_0072,time_sensitive,medium,2.45,29,1.0,0,8.031213946779893,0,71,Nancy,Alternance
STU_0073,time_sensitive,medium,4.49,21,5.35,1,3.997475688614829,0,72,Strasbourg,Employee
STU_0074,cost_sensitive,medium,3.3,21,4.53,0,18.089774516380277,0,73,Strasbourg,Student
STU_0075,eco_conscious,medium,2.36,23,2.51,0,17.13011727946588,0,74,Strasbourg,Student
STU_0076,eco_conscious,long,6.31,24,7.55,0,-0.2936600909446234,0,75,Strasbourg,Student
STU_0077,comfort_seeking,medium,3.92,36,4.59,0,13.018522900038983,0,76,Strasbourg,Student
STU_0078,eco_conscious,medium,3.32,21,4.83,0,21.965611087199388,0,77,Nancy,Student
STU_0079,time_sensitive,medium,2.55,25,4.63,0,22.473789911170567,0,78,Strasbourg,Alternance
STU_0080,eco_conscious,medium,2.31,35,4.43,1,22.20669474308191,0,79,Strasbourg,Student
STU_0081,cost_sensitive,long,13.5,24,14.81,0,14.311305655211678,0,80,Nancy,Employee
STU_0082,eco_conscious,long,5.12,20,6.46,0,7.239637376246791,0,81,Strasbourg,Employee
STU_0083,time_sensitive,medium,2.22,22,2.53,1,5.3304093811355155,0,82,Strasbourg,Alternance
STU_0084,cost_sensitive,medium,4.99,24,4.58,0,16.75683923800286,0,83,Strasbourg,Employee
STU_0085,cost_sensitive,long,7.85,23,6.26,0,17.034240274921302,0,84,Strasbourg,Alternance
STU_0086,time_sensitive,medium,4.65,23,5.72,0,24.298648892840525,0,85,Other,Alternance
STU_0087,comfort_seeking,long,9.42,22,11.89,1,22.79983720273667,0,86,Strasbourg,Student
STU_0088,time_sensitive,short,1.71,44,2.31,0,12.942170747750623,0,87,Strasbourg,Student
STU_0089,time_sensitive,short,1.31,19,3.42,0,4.046352969113045,1,88,Strasbourg,Alternance
STU_0090,time_sensitive,medium,4.91,18,4.32,0,11.447147223912818,0,89,Other,Alternance
STU_0091,eco_conscious,medium,4.95,24,6.06,0,15.737849558484196,0,90,Strasbourg,Student
STU_0092,cost_sensitive,short,0.6,19,4.28,0,12.383334036884767,0,91,Strasbourg,Alternance
STU_0093,comfort_seeking,medium,2.92,25,5.22,0,9.376847135378753,0,92,Strasbourg,Alternance
STU_0094,comfort_seeking,medium,2.33,19,1.0,0,16.023078519759192,0,93,Strasbourg,Student
STU_0095,eco_conscious,short,1.86,45,4.11,0,9.968338068715116,1,94,Strasbourg,Employee
STU_0096,eco_conscious,medium,2.33,25,4.59,0,8.975471330197008,0,95,Strasbourg,Alternance
STU_0097,cost_sensitive,long,5.97,25,6.89,0,16.491622674427518,0,96,Strasbourg,Student
STU_0098,time_sensitive,medium,2.32,25,4.67,0,10.784059358966362,0,97,Strasbourg,Alternance
STU_0099,comfort_seeking,medium,2.37,52,2.01,0,15.952835111826817,0,98,Nancy,Student
STU_0100,cost_sensitive,short,1.63,19,3.0,1,16.18563218281698,0,99,Strasbourg,Alternance
STU_0101,time_sensitive,long,8.86,20,11.03,1,4.884567991267403,0,100,Strasbourg,Student
STU_0102,eco_conscious,long,5.43,22,7.95,0,10.150071009076703,0,101,Strasbourg,Student
STU_0103,time_sensitive,short,0.98,29,3.32,0,25.5022155193317,0,102,Other,Employee
STU_0104,comfort_seeking,medium,2.37,19,1.93,1,4.703363898125703,1,103,Strasbourg,Alternance
STU_0105,cost_sensitive,long,5.74,33,4.51,1,-2.933235591764248,0,104,Nancy,Student
STU_0106,eco_conscious,long,8.92,20,9.29,1,-0.8947612259400923,0,105,Nancy,Student
STU_0107,time_sensitive,long,6.89,21,7.68,0,14.232879572613353,0,106,Strasbourg,Alternance
STU_0108,eco_conscious,medium,3.42,21,4.23,0,14.247338224261592,0,107,Other,Student
STU_0109,time_sensitive,short,1.36,24,1.21,0,13.059113156599032,0,108,Strasbourg,Student
STU_0110,time_sensitive,long,7.01,19,8.25,1,23.713518631428013,0,109,Strasbourg,Student
STU_0111,comfort_seeking,medium,3.54,18,4.71,0,-7.382675464823503,0,110,Nancy,Student
STU_0112,time_sensitive,medium,4.38,27,5.74,0,17.16747099544659,0,111,Strasbourg,Alternance
STU_0113,time_sensitive,medium,3.8,20,5.8,0,26.491505614428586,0,112,Strasbourg,Alternance
STU_0114,time_sensitive,short,1.9,21,2.62,0,4.977753880866288,0,113,Strasbourg,Student
STU_0115,eco_conscious,long,5.21,19,5.05,0,10.961547905680838,0,114,Strasbourg,Alternance
STU_0116,time_sensitive,medium,4.81,18,7.58,1,7.976864662171033,0,115,Nancy,Student
STU_0117,comfort_seeking,medium,3.28,24,2.92,1,6.84523163137977,0,116,Strasbourg,Employee
STU_0118,time_sensitive,long,5.55,19,5.37,1,11.38990395981568,0,117,Strasbourg,Employee
STU_0119,time_sensitive,short,1.88,22,5.32,0,25.419882269476037,0,118,Strasbourg,Student
STU_0120,comfort_seeking,medium,3.6,26,3.58,0,28.699093403900164,0,119,Strasbourg,Alternance
STU_0121,comfort_seeking,medium,4.28,38,4.96,0,11.312486199678819,0,120,Nancy,Alternance
STU_0122,comfort_seeking,short,1.52,21,2.05,0,29.24048171251576,0,121,Strasbourg,Student
STU_0123,comfort_seeking,medium,4.07,19,1.75,0,14.284611815877,0,122,Other,Student
STU_0124,time_sensitive,long,6.47,18,6.78,0,28.02952821360865,0,123,Strasbourg,Student
STU_0125,cost_sensitive,medium,3.53,24,2.68,0,13.253610802772066,1,124,Strasbourg,Alternance
STU_0126,cost_sensitive,medium,4.13,22,5.47,0,15.048462608369155,0,125,Strasbourg,Employee
STU_0127,eco_conscious,long,5.85,18,8.46,0,16.923795781142676,0,126,Strasbourg,Alternance
STU_0128,comfort_seeking,medium,3.36,31,1.0,0,39.43082943494028,0,127,Strasbourg,Alternance
STU_0129,cost_sensitive,medium,3.54,25,3.78,0,20.81028459875831,0,128,Strasbourg,Alternance
STU_0130,cost_sensitive,medium,2.11,22,4.11,0,8.341883760388292,0,129,Strasbourg,Alternance
STU_0131,cost_sensitive,medium,4.17,24,1.11,0,21.751982962206863,0,130,Other,Alternance
STU_0132,comfort_seeking,medium,3.46,20,6.85,1,11.105339703325267,0,131,Strasbourg,Student
STU_0133,time_sensitive,long,5.64,21,6.98,0,10.081998536790326,0,132,Strasbourg,Alternance
STU_0134,time_sensitive,long,5.86,24,8.43,0,21.26881087913689,0,133,Strasbourg,Alternance
STU_0135,time_sensitive,long,6.7,25,6.18,0,14.248684702169223,0,134,Strasbourg,Student
STU_0136,comfort_seeking,medium,3.13,35,3.36,0,16.228607316094447,0,135,Strasbourg,Alternance
STU_0137,eco_conscious,short,1.18,18,2.21,1,14.11188177492234,0,136,Nancy,Student
STU_0138,eco_conscious,long,6.5,23,10.87,0,16.692665012843477,0,137,Other,Student
STU_0139,cost_sensitive,long,5.42,22,8.48,1,17.399727179489194,0,138,Strasbourg,Alternance
STU_0140,time_sensitive,medium,2.9,22,4.2,0,-1.4957354616433225,0,139,Strasbourg,Student
STU_0141,eco_conscious,long,5.83,18,6.91,0,19.332581348876268,0,140,Strasbourg,Student
STU_0142,comfort_seeking,short,1.8,34,4.17,0,6.143844641357595,0,141,Strasbourg,Student
STU_0143,cost_sensitive,long,7.7,27,12.35,1,2.46160691552471,0,142,Strasbourg,Alternance
STU_0144,cost_sensitive,medium,3.46,28,5.13,0,13.532710049130541,0,143,Strasbourg,Student
STU_0145,cost_sensitive,medium,2.59,24,3.78,0,14.671848026515635,0,144,Strasbourg,Alternance
STU_0146,time_sensitive,medium,2.93,22,3.38,0,8.451950683421753,0,145,Strasbourg,Student
STU_0147,comfort_seeking,medium,3.68,19,5.05,0,20.648254861343794,0,146,Nancy,Employee
STU_0148,cost_sensitive,medium,4.18,20,4.0,0,3.2625986690327444,0,147,Strasbourg,Employee
STU_0149,time_sensitive,medium,4.33,35,6.07,0,10.744450009819529,0,148,Strasbourg,Student
STU_0150,time_sensitive,medium,3.27,23,1.7,0,9.321006920535995,0,149,Strasbourg,Student
STU_0151,cost_sensitive,medium,4.74,22,5.06,1,13.627301837285286,0,150,Strasbourg,Student
STU_0152,time_sensitive,medium,4.23,24,6.42,1,16.23091427717791,0,151,Nancy,Alternance
STU_0153,cost_sensitive,medium,2.88,18,4.61,0,5.936856403011642,0,152,Nancy,Student
STU_0154,time_sensitive,medium,2.64,18,2.91,0,19.794261419649825,0,153,Nancy,Student
STU_0155,eco_conscious,long,6.01,20,6.19,0,14.504018946677597,0,154,Strasbourg,Student
STU_0156,time_sensitive,long,5.73,24,8.23,0,-1.1355700264952837,0,155,Strasbourg,Student
STU_0157,cost_sensitive,medium,4.35,33,3.02,0,-1.6687315231762483,0,156,Strasbourg,Student
STU_0158,comfort_seeking,long,7.24,28,5.49,0,13.90144565656551,0,157,Nancy,Alternance
STU_0159,eco_conscious,short,1.33,21,1.0,1,12.232261457709168,0,158,Strasbourg,Employee
STU_0160,eco_conscious,medium,3.03,19,4.06,1,13.172639091402932,0,159,Other,Student
STU_0161,cost_sensitive,medium,2.14,23,1.0,0,13.776140347758256,0,160,Other,Alternance
STU_0162,cost_sensitive,long,15.8,19,16.65,1,15.804478716081446,0,161,Strasbourg,Student
STU_0163,cost_sensitive,long,6.4,25,5.28,0,21.581196878786397,0,162,Strasbourg,Alternance
STU_0164,cost_sensitive,medium,4.02,24,5.32,0,5.111160792659534,0,163,Strasbourg,Alternance
STU_0165,time_sensitive,long,6.67,22,6.13,0,4.624227256793642,0,164,Nancy,Alternance
STU_0166,comfort_seeking,long,8.1,23,8.27,0,5.25340913690094,0,165,Strasbourg,Employee
STU_0167,time_sensitive,long,8.05,21,5.46,1,16.311333337349655,0,166,Nancy,Student
STU_0168,time_sensitive,long,7.23,25,9.45,1,23.959579029171564,0,167,Strasbourg,Alternance
STU_0169,eco_conscious,medium,3.61,40,2.84,0,10.549284494083917,0,168,Strasbourg,Alternance
STU_0170,cost_sensitive,medium,3.14,26,2.25,1,-6.013598753277236,0,169,Nancy,Student
STU_0171,eco_conscious,medium,2.4,21,7.82,0,0.3680570991169958,0,170,Strasbourg,Employee
STU_0172,eco_conscious,long,5.65,28,7.3,0,7.335706217631907,0,171,Strasbourg,Student
STU_0173,eco_conscious,medium,3.84,18,6.5,0,9.538168900038283,0,172,Strasbourg,Alternance
STU_0174,comfort_seeking,medium,3.3,33,5.13,1,10.73289098196219,0,173,Strasbourg,Student
STU_0175,time_sensitive,medium,3.2,26,3.41,0,14.308648983847336,0,174,Nancy,Student
STU_0176,time_sensitive,long,9.85,20,7.52,0,11.506029353420423,0,175,Strasbourg,Alternance
STU_0177,comfort_seeking,long,7.36,23,7.22,0,22.394716884347257,0,176,Other,Alternance
STU_0178,eco_conscious,long,12.31,18,10.2,1,8.59186155454905,0,177,Nancy,Student
STU_0179,time_sensitive,long,5.74,24,4.73,1,7.101456324195656,0,178,Strasbourg,Student
STU_0180,comfort_seeking,medium,4.35,21,2.35,1,17.831004308163692,0,179,Strasbourg,Alternance
STU_0181,cost_sensitive,medium,4.15,22,5.23,1,1.7148634405910457,0,180,Strasbourg,Student
STU_0182,comfort_seeking,medium,2.32,18,6.3,1,17.11753364256002,0,181,Strasbourg,Student
STU_0183,cost_sensitive,medium,2.01,27,4.21,0,14.820425469810134,0,182,Other,Alternance
STU_0184,eco_conscious,long,5.67,40,6.13,0,12.82046008065466,1,183,Strasbourg,Alternance
STU_0185,comfort_seeking,medium,2.44,21,3.5,1,26.7062088571941,0,184,Strasbourg,Student
STU_0186,cost_sensitive,medium,4.77,20,1.0,0,9.022340437642256,0,185,Strasbourg,Alternance
STU_0187,time_sensitive,long,8.1,25,7.62,0,30.482385364192627,0,186,Strasbourg,Alternance
STU_0188,time_sensitive,medium,2.85,22,1.35,0,12.196548406175205,0,187,Strasbourg,Alternance
STU_0189,comfort_seeking,long,13.68,43,13.37,1,3.783868440238175,1,188,Nancy,Alternance
STU_0190,comfort_seeking,medium,2.36,23,3.04,0,14.559356647958602,1,189,Strasbourg,Student
STU_0191,eco_conscious,long,7.52,25,6.33,1,5.390038397449855,0,190,Strasbourg,Student
STU_0192,eco_conscious,long,5.4,19,6.29,0,7.985953217491998,0,191,Strasbourg,Student
STU_0193,comfort_seeking,long,8.48,20,8.89,0,17.17626640012393,0,192,Strasbourg,Alternance
STU_0194,time_sensitive,medium,2.19,23,6.1,1,18.444656709201,0,193,Strasbourg,Student
STU_0195,time_sensitive,long,16.27,35,16.57,0,9.022658397965934,0,194,Strasbourg,Alternance
STU_0196,eco_conscious,medium,3.79,20,5.11,0,21.899241160371204,0,195,Strasbourg,Student
STU_0197,time_sensitive,long,6.26,23,5.12,0,23.26006206416907,0,196,Strasbourg,Student
STU_0198,cost_sensitive,long,9.82,23,7.91,1,25.490414052506328,0,197,Strasbourg,Alternance
STU_0199,cost_sensitive,medium,2.96,37,5.09,0,18.23530725700578,1,198,Strasbourg,Student
STU_0200,cost_sensitive,long,6.83,32,6.95,0,24.90742969668559,0,199,Other,Student
STU_0201,comfort_seeking,medium,2.68,21,4.23,1,-1.0463874237924617,0,200,Other,Alternance
STU_0202,time_sensitive,long,9.55,19,11.38,1,11.4567476109723,0,201,Strasbourg,Student
STU_0203,eco_conscious,medium,2.7,23,1.07,0,7.06395794941259,0,202,Nancy,Alternance
STU_0204,time_sensitive,medium,4.31,18,7.68,0,14.953806889019138,0,203,Nancy,Alternance
STU_0205,time_sensitive,long,5.04,38,7.53,0,9.428406246426102,1,204,Strasbourg,Student
STU_0206,time_sensitive,long,6.67,19,3.47,0,12.670737264402142,0,205,Strasbourg,Alternance
STU_0207,eco_conscious,long,13.35,24,17.08,0,29.057399041632394,0,206,Nancy,Student
STU_0208,eco_conscious,medium,3.23,23,4.82,0,12.642241628636974,0,207,Strasbourg,Student
STU_0209,comfort_seeking,long,8.21,21,7.62,0,17.310338537521712,0,208,Strasbourg,Student
STU_0210,eco_conscious,long,13.36,25,13.79,0,12.14184536060612,0,209,Nancy,Student
STU_0211,eco_conscious,medium,4.64,31,3.68,0,14.605706303654669,0,210,Strasbourg,Employee
STU_0212,eco_conscious,medium,3.05,21,5.08,0,14.048133443488572,0,211,Strasbourg,Student
STU_0213,comfort_seeking,short,1.53,19,1.37,0,17.586592527785275,0,212,Other,Alternance
STU_0214,eco_conscious,long,12.7,21,15.93,1,23.322460284377414,0,213,Strasbourg,Alternance
STU_0215,cost_sensitive,medium,3.65,22,4.71,1,27.179151980826635,0,214,Strasbourg,Alternance
STU_0216,time_sensitive,medium,2.34,22,4.66,1,16.476960655273334,0,215,Strasbourg,Student
STU_0217,eco_conscious,short,1.9,22,1.7,0,18.716375088284817,0,216,Strasbourg,Student
STU_0218,eco_conscious,medium,2.34,34,4.96,0,4.7930839265154646,0,217,Nancy,Alternance
STU_0219,cost_sensitive,long,7.22,24,7.61,1,13.296986060675035,0,218,Strasbourg,Student
STU_0220,comfort_seeking,long,7.83,25,5.61,0,21.52231571906871,0,219,Strasbourg,Student
STU_0221,comfort_seeking,long,6.17,19,6.31,0,20.927749107337227,0,220,Strasbourg,Student
STU_0222,cost_sensitive,medium,4.55,23,8.84,0,15.692877862360401,0,221,Strasbourg,Student
STU_0223,comfort_seeking,medium,2.03,51,4.77,0,21.091151676543618,0,222,Strasbourg,Alternance
STU_0224,cost_sensitive,medium,2.75,26,3.16,1,17.926133671950552,0,223,Nancy,Student
STU_0225,cost_sensitive,medium,2.2,25,1.0,0,23.602450066074574,0,224,Strasbourg,Student
STU_0226,cost_sensitive,long,5.89,21,5.01,1,16.314873255656888,0,225,Strasbourg,Student
STU_0227,cost_sensitive,medium,2.26,25,1.0,0,11.154413475431722,0,226,Strasbourg,Alternance
STU_0228,comfort_seeking,medium,2.77,21,1.0,0,16.68673005546419,0,227,Nancy,Alternance
STU_0229,cost_sensitive,medium,3.78,20,6.13,0,-9.444755006822206,0,228,Nancy,Student
STU_0230,cost_sensitive,short,1.58,25,2.96,0,17.063085891080394,0,229,Other,Alternance
STU_0231,cost_sensitive,medium,4.33,23,8.41,0,-15.187302601718269,0,230,Nancy,Alternance
STU_0232,time_sensitive,medium,3.96,22,3.07,0,0.21229274075665572,0,231,Nancy,Alternance
STU_0233,cost_sensitive,long,8.43,32,8.66,1,17.614148807527872,0,232,Strasbourg,Alternance
STU_0234,eco_conscious,medium,2.6,21,1.2,0,17.820234698134364,0,233,Strasbourg,Student
STU_0235,cost_sensitive,short,1.97,20,2.1,1,4.700569758880556,0,234,Strasbourg,Student
STU_0236,comfort_seeking,medium,3.38,33,3.97,1,8.30318366496849,1,235,Nancy,Student
STU_0237,comfort_seeking,medium,2.21,23,2.7,0,24.964327908913056,0,236,Nancy,Student
STU_0238,cost_sensitive,medium,4.31,22,5.26,1,10.127758947418592,0,237,Strasbourg,Employee
STU_0239,comfort_seeking,short,1.42,21,4.46,0,31.94336249922388,0,238,Nancy,Student
STU_0240,cost_sensitive,medium,2.95,25,5.57,0,13.98464117458923,0,239,Strasbourg,Student
STU_0241,cost_sensitive,medium,2.44,33,2.19,1,17.264289415050136,0,240,Strasbourg,Alternance
STU_0242,cost_sensitive,long,5.87,26,6.43,1,26.93499518798886,0,241,Strasbourg,Alternance
STU_0243,time_sensitive,medium,2.62,18,5.16,0,15.048216929547356,0,242,Strasbourg,Student
STU_0244,time_sensitive,short,1.52,23,4.66,0,5.98124815447359,0,243,Strasbourg,Student
STU_0245,eco_conscious,medium,3.74,22,3.49,0,13.12218038644568,0,244,Strasbourg,Student
STU_0246,time_sensitive,long,5.08,21,7.09,1,13.715114110479272,0,245,Strasbourg,Alternance
STU_0247,eco_conscious,medium,3.59,23,5.15,0,3.0820667823874768,0,246,Strasbourg,Student
STU_0248,cost_sensitive,medium,2.94,53,2.08,0,11.953343429273414,0,247,Nancy,Student
STU_0249,eco_conscious,medium,2.84,25,5.35,0,8.062463248020507,0,248,Nancy,Student
STU_0250,time_sensitive,medium,4.5,42,5.6,0,21.394862057499473,0,249,Nancy,Student
STU_0251,cost_sensitive,medium,2.5,25,1.0,0,14.276894993482045,0,250,Strasbourg,Alternance
STU_0252,cost_sensitive,medium,3.47,18,3.92,1,11.73763400681944,0,251,Strasbourg,Student
STU_0253,cost_sensitive,long,6.54,22,7.13,0,13.15054455501939,0,252,Strasbourg,Student
STU_0254,eco_conscious,short,1.96,31,2.08,0,15.78497614724933,0,253,Strasbourg,Employee
STU_0255,comfort_seeking,medium,4.1,29,7.2,0,18.93451359751824,0,254,Strasbourg,Alternance
STU_0256,cost_sensitive,short,1.48,27,5.03,1,6.002302170644949,0,255,Strasbourg,Student
STU_0257,eco_conscious,medium,4.81,22,4.9,1,5.667298939029825,0,256,Strasbourg,Alternance
STU_0258,eco_conscious,medium,2.37,23,2.63,0,22.83743372322024,0,257,Strasbourg,Alternance
STU_0259,comfort_seeking,long,7.65,29,7.77,0,10.701305022362156,0,258,Strasbourg,Alternance
STU_0260,cost_sensitive,short,1.77,18,2.64,0,2.665263259225007,0,259,Strasbourg,Student
STU_0261,time_sensitive,long,5.46,24,5.07,0,17.550501675064837,0,260,Strasbourg,Employee
STU_0262,comfort_seeking,long,8.61,19,2.14,1,17.706958448261496,0,261,Strasbourg,Student
STU_0263,comfort_seeking,medium,2.3,48,6.61,0,1.7542779419463486,0,262,Strasbourg,Student
STU_0264,time_sensitive,medium,2.54,37,3.66,0,15.835853723708851,0,263,Strasbourg,Student
STU_0265,cost_sensitive,medium,2.42,18,3.24,1,19.884664739426988,0,264,Strasbourg,Student
STU_0266,time_sensitive,medium,3.17,30,4.78,0,16.995091613650104,0,265,Strasbourg,Alternance
STU_0267,eco_conscious,long,5.7,37,6.2,0,19.05585187009116,1,266,Strasbourg,Student
STU_0268,eco_conscious,medium,3.02,20,3.29,0,2.7658472152740075,0,267,Strasbourg,Student
STU_0269,cost_sensitive,medium,2.18,18,1.54,0,16.648321239969565,0,268,Strasbourg,Alternance
STU_0270,eco_conscious,short,1.29,44,1.0,0,11.579041924236428,1,269,Strasbourg,Student
STU_0271,time_sensitive,long,10.77,18,8.22,0,10.137678730202841,0,270,Nancy,Student
STU_0272,time_sensitive,long,11.27,20,9.07,0,20.964444875357813,0,271,Strasbourg,Student
STU_0273,eco_conscious,long,5.85,20,7.64,0,25.83419608539384,0,272,Strasbourg,Student
STU_0274,comfort_seeking,medium,2.62,55,5.03,0,28.35496043680287,1,273,Strasbourg,Student
STU_0275,time_sensitive,long,6.53,39,5.46,0,24.51846297204724,0,274,Strasbourg,Alternance
