profile_id,algorithm,pop_size,config,normalized_hv
STU_0365,nsga2,168,as_published,0.9717282218197136
STU_0365,nsga2,170,equalized,0.9716671875352952
STU_0365,nsga3,170,as_published,0.9940194938883563
STU_0365,nsga3,170,equalized,0.9940194938883563
STU_0368,nsga2,168,as_published,0.96458012158649
STU_0368,nsga2,170,equalized,0.9644828755257917
STU_0368,nsga3,170,as_published,0.985444327354841
STU_0368,nsga3,170,equalized,0.985444327354841
STU_0390,nsga2,168,as_published,0.9816656185362902
STU_0390,nsga2,170,equalized,0.9809229892172556
STU_0390,nsga3,170,as_published,0.9820302019357492
STU_0390,nsga3,170,equalized,0.9820302019357492
STU_0433,nsga2,168,as_published,0.9631584478742822
STU_0433,nsga2,170,equalized,0.9661675695536536
STU_0433,nsga3,170,as_published,0.9967441534925608
STU_0433,nsga3,170,equalized,0.9967441534925608
STU_0436,nsga2,168,as_published,0.9818314926633851
STU_0436,nsga2,170,equalized,0.9834013473912104
STU_0436,nsga3,170,as_published,0.9914148041167185
STU_0436,nsga3,170,equalized,0.9914148041167185
STU_0522,nsga2,168,as_published,0.9750498470661876
STU_0522,nsga2,170,equalized,0.9803592635207835
STU_0522,nsga3,170,as_published,0.9960996816029157
STU_0522,nsga3,170,equalized,0.9960996816029157
STU_0597,nsga2,168,as_published,0.9922685612276672
STU_0597,nsga2,170,equalized,0.9927503451108945
STU_0597,nsga3,170,as_published,0.994676274077807
STU_0597,nsga3,170,equalized,0.994676274077807
STU_0598,nsga2,168,as_published,0.9638667418492413
STU_0598,nsga2,170,equalized,0.9599675706807684
STU_0598,nsga3,170,as_published,0.9967753942384112
STU_0598,nsga3,170,equalized,0.9967753942384112
STU_0618,nsga2,168,as_published,0.9818315620622109
STU_0618,nsga2,170,equalized,0.9804340390702582
STU_0618,nsga3,170,as_published,0.9971005986445501
STU_0618,nsga3,170,equalized,0.9971005986445501
STU_0716,nsga2,168,as_published,0.980244772020985
STU_0716,nsga2,170,equalized,0.9826445399542081
STU_0716,nsga3,170,as_published,0.996348562949799
STU_0716,nsga3,170,equalized,0.996348562949799
