experiment,algorithm,pop_size,config,seed,effective_pop,n_feasible,runtime_s,profile_id,archetype,hypervolume,max_hv_profile,normalized_hv,normalization_scheme
equalization,nsga2,168,as_published,6,168,168,1.8880797920028272,STU_0287,comfort_seeking,0.000344358860886,0.000350444926724,0.9826333173233764,union_observed_max_per_profile
equalization,nsga2,168,as_published,7,168,168,1.8964819590000843,STU_0287,comfort_seeking,0.0003412392395106,0.000350444926724,0.9737314296444808,union_observed_max_per_profile
equalization,nsga2,168,as_published,8,168,168,1.9399917089976952,STU_0287,comfort_seeking,0.0003447359035655,0.000350444926724,0.983709214421073,union_observed_max_per_profile
equalization,nsga2,168,as_published,9,168,168,1.861735416998272,STU_0287,comfort_seeking,0.0003364927442961,0.000350444926724,0.9601872323893952,union_observed_max_per_profile
equalization,nsga3,170,as_published,0,170,170,2.238471459997527,STU_0287,comfort_seeking,0.000348860703516,0.000350444926724,0.9954793946573096,union_observed_max_per_profile
equalization,nsga3,170,as_published,1,170,170,2.3684875430008105,STU_0287,comfort_seeking,0.0003501414789608,0.000350444926724,0.9991341071303624,union_observed_max_per_profile
equalization,nsga3,170,as_published,2,170,170,2.3928768759978993,STU_0287,comfort_seeking,0.0003493033712986,0.000350444926724,0.9967425539982244,union_observed_max_per_profile
equalization,nsga3,170,as_published,3,170,170,2.380859667999175,STU_0287,comfort_seeking,0.0003497984694147,0.000350444926724,0.998155324103748,union_observed_max_per_profile
equalization,nsga3,170,as_published,4,170,170,2.4248453340005653,STU_0287,comfort_seeking,0.0003494009079009,0.000350444926724,0.997020876196221,union_observed_max_per_profile
equalization,nsga3,170,as_published,5,170,170,2.3516578349990596,STU_0287,comfort_seeking,0.0003500068924777,0.000350444926724,0.9987500625264648,union_observed_max_per_profile
equalization,nsga3,170,as_published,6,170,170,2.3569382519999635,STU_0287,comfort_seeking,0.0003500869342822,0.000350444926724,0.99897846304933,union_observed_max_per_profile
equalization,nsga3,170,as_published,7,170,170,2.3525312510028016,STU_0287,comfort_seeking,0.000350444926724,0.000350444926724,1.0,union_observed_max_per_profile
equalization,nsga3,170,as_published,8,170,170,2.382412959999783,STU_0287,comfort_seeking,0.0003478407338354,0.000350444926724,0.9925688954525744,union_observed_max_per_profile
equalization,nsga3,170,as_published,9,170,170,2.3374791679998452,STU_0287,comfort_seeking,0.0003501924815961,0.000350444926724,0.999279643936251,union_observed_max_per_profile
equalization,nsga2,170,equalized,0,170,170,3.6574542919988744,STU_0036,comfort_seeking,22.988613200149036,23.390755185056378,0.98280765277881,union_observed_max_per_profile
equalization,nsga2,170,equalized,1,170,170,3.950133665988687,STU_0036,comfort_seeking,22.271371062247137,23.390755185056378,0.9521441649081778,union_observed_max_per_profile
equalization,nsga2,170,equalized,2,170,170,3.570269208983518,STU_0036,comfort_seeking,22.89122244251898,23.390755185056378,0.9786440096275072,union_observed_max_per_profile
equalization,nsga2,170,equalized,3,170,170,4.16620962502202,STU_0036,comfort_seeking,22.897337021872005,23.390755185056378,0.9789054197147254,union_observed_max_per_profile
equalization,nsga2,170,equalized,4,170,170,3.8903475839761086,STU_0036,comfort_seeking,22.90515896331696,23.390755185056378,0.9792398228318148,union_observed_max_per_profile
equalization,nsga2,170,equalized,5,170,170,3.577517415978946,STU_0036,comfort_seeking,22.501576814621163,23.390755185056378,0.9619859058247388,union_observed_max_per_profile
equalization,nsga2,170,equalized,6,170,170,3.613037000002805,STU_0036,comfort_seeking,22.35211186227632,23.390755185056378,0.955595990186601,union_observed_max_per_profile
equalization,nsga2,170,equalized,7,170,170,4.3782000420033,STU_0036,comfort_seeking,22.848182434964556,23.390755185056378,0.9768039661054444,union_observed_max_per_profile
equalization,nsga2,170,equalized,8,170,170,3.7448774999938905,STU_0036,comfort_seeking,22.848235523006903,23.390755185056378,0.9768062357218774,union_observed_max_per_profile
equalization,nsga2,170,equalized,9,170,170,4.183738583000377,STU_0036,comfort_seeking,22.94848620785108,23.390755185056378,0.9810921462900072,union_observed_max_per_profile
equalization,nsga3,170,equalized,0,170,170,4.847535750013776,STU_0036,comfort_seeking,23.31216515238648,23.390755185056378,0.9966401241837584,union_observed_max_per_profile
equalization,nsga3,170,equalized,1,170,170,4.694992583012208,STU_0036,comfort_seeking,23.32093768307392,23.390755185056378,0.9970151668285144,union_observed_max_per_profile
equalization,nsga3,170,equalized,2,170,170,4.606892207986675,STU_0036,comfort_seeking,23.351496065861305,23.390755185056378,0.9983215967640005,union_observed_max_per_profile
equalization,nsga3,170,equalized,3,170,170,5.751440541003831,STU_0036,comfort_seeking,23.33164325369424,23.390755185056378,0.9974728506670916,union_observed_max_per_profile
equalization,nsga3,170,equalized,4,170,170,4.827414166997187,STU_0036,comfort_seeking,23.293628593286225,23.390755185056378,0.9958476504498578,union_observed_max_per_profile
equalization,nsga3,170,equalized,5,170,170,4.676451249979436,STU_0036,comfort_seeking,23.29244238135525,23.390755185056378,0.9957969375967846,union_observed_max_per_profile
equalization,nsga3,170,equalized,6,170,170,5.490144459006842,STU_0036,comfort_seeking,23.326980392075235,23.390755185056378,0.9972735043192668,union_observed_max_per_profile
equalization,nsga3,170,equalized,7,170,170,5.594998208049219,STU_0036,comfort_seeking,23.29435988392815,23.390755185056378,0.995878914538432,union_observed_max_per_profile
equalization,nsga3,170,equalized,8,170,170,4.948328458005562,STU_0036,comfort_seeking,23.310308559486373,23.390755185056378,0.996560751248365,union_observed_max_per_profile
equalization,nsga3,170,equalized,9,170,170,5.255231500021182,STU_0036,comfort_seeking,23.390755185056378,23.390755185056378,1.0,union_observed_max_per_profile
equalization,nsga2,168,as_published,0,168,168,4.16726091702003,STU_0036,comfort_seeking,22.941961329197273,23.390755185056378,0.9808131951145456,union_observed_max_per_profile
equalization,nsga2,168,as_published,1,168,168,4.592315499961842,STU_0036,comfort_seeking,22.884035538391107,23.390755185056378,0.9783367555832914,union_observed_max_per_profile
equalization,nsga2,168,as_published,2,168,168,4.962753041996621,STU_0036,comfort_seeking,22.659115276513536,23.390755185056378,0.968720979602648,union_observed_max_per_profile
equalization,nsga2,168,as_published,3,168,168,4.570259166997857,STU_0036,comfort_seeking,22.72316311943089,23.390755185056378,0.9714591486959772,union_observed_max_per_profile
equalization,nsga2,168,as_published,4,168,168,4.197702792007476,STU_0036,comfort_seeking,22.83067732913646,23.390755185056378,0.9760555889927944,union_observed_max_per_profile
equalization,nsga2,168,as_published,5,168,168,4.842680667003151,STU_0036,comfort_seeking,22.94363467508241,23.390755185056378,0.9808847338858208,union_observed_max_per_profile
equalization,nsga2,168,as_published,6,168,168,3.8644150419859216,STU_0036,comfort_seeking,22.706162297349245,23.390755185056378,0.9707323306883012,union_observed_max_per_profile
equalization,nsga2,168,as_published,7,168,168,4.145824499952141,STU_0036,comfort_seeking,22.546791822494356,23.390755185056378,0.963918934814845,union_observed_max_per_profile
equalization,nsga2,168,as_published,8,168,168,4.965263125021011,STU_0036,comfort_seeking,22.73660059303849,23.390755185056378,0.9720336266682056,union_observed_max_per_profile
equalization,nsga2,168,as_published,9,168,168,4.9516460000304505,STU_0036,comfort_seeking,22.874907414819933,23.390755185056378,0.977946510655372,union_observed_max_per_profile
equalization,nsga3,170,as_published,0,170,170,4.94198108400451,STU_0036,comfort_seeking,23.31216515238648,23.390755185056378,0.9966401241837584,union_observed_max_per_profile
equalization,nsga3,170,as_published,1,170,170,4.901436166022904,STU_0036,comfort_seeking,23.32093768307392,23.390755185056378,0.9970151668285144,union_observed_max_per_profile
equalization,nsga3,170,as_published,2,170,170,5.781809790991247,STU_0036,comfort_seeking,23.351496065861305,23.390755185056378,0.9983215967640005,union_observed_max_per_profile
equalization,nsga3,170,as_published,3,170,170,6.830581541988067,STU_0036,comfort_seeking,23.33164325369424,23.390755185056378,0.9974728506670916,union_observed_max_per_profile
equalization,nsga3,170,as_published,4,170,170,5.6267657080315985,STU_0036,comfort_seeking,23.293628593286225,23.390755185056378,0.9958476504498578,union_observed_max_per_profile
equalization,nsga3,170,as_published,5,170,170,5.247523583006114,STU_0036,comfort_seeking,23.29244238135525,23.390755185056378,0.9957969375967846,union_observed_max_per_profile
equalization,nsga3,170,as_published,6,170,170,4.91051462496398,STU_0036,comfort_seeking,23.326980392075235,23.390755185056378,0.9972735043192668,union_observed_max_per_profile
equalization,nsga3,170,as_published,7,170,170,5.201233291998506,STU_0036,comfort_seeking,23.29435988392815,23.390755185056378,0.995878914538432,union_observed_max_per_profile
equalization,nsga3,170,as_published,8,170,170,5.484327874961309,STU_0036,comfort_seeking,23.310308559486373,23.390755185056378,0.996560751248365,union_observed_max_per_profile
equalization,nsga3,170,as_published,9,170,170,5.253603415971156,STU_0036,comfort_seeking,23.390755185056378,23.390755185056378,1.0,union_observed_max_per_profile
equalization,nsga2,170,equalized,0,170,170,4.732152667012997,STU_0182,comfort_seeking,2.116584191182048,2.202307508625122,0.9610756821618476,union_observed_max_per_profile
equalization,nsga2,170,equalized,1,170,170,4.590193708951119,STU_0182,comfort_seeking,2.110023487445122,2.202307508625122,0.9580966686901904,union_observed_max_per_profile
equalization,nsga2,170,equalized,2,170,170,4.947448541002814,STU_0182,comfort_seeking,2.1732479771535846,2.202307508625122,0.986804961905761,union_observed_max_per_profile
equalization,nsga2,170,equalized,3,170,170,4.47696083295159,STU_0182,comfort_seeking,2.142773001906894,2.202307508625122,0.9729672143944172,union_observed_max_per_profile
equalization,nsga2,170,equalized,4,170,170,4.100305625004694,STU_0182,comfort_seeking,2.202307508625122,2.202307508625122,1.0,union_observed_max_per_profile
equalization,nsga2,170,equalized,5,170,170,3.968150583037641,STU_0182,comfort_seeking,2.1158803822458863,2.202307508625122,0.9607561042039988,union_observed_max_per_profile
equalization,nsga2,170,equalized,6,170,170,4.588802709011361,STU_0182,comfort_seeking,2.169829406463976,2.202307508625122,0.9852526942609292,union_observed_max_per_profile
equalization,nsga2,170,equalized,7,170,170,4.230296042049304,STU_0182,comfort_seeking,2.160430455073183,2.202307508625122,0.9809849199587564,union_observed_max_per_profile
equalization,nsga2,170,equalized,8,170,170,4.281993499957025,STU_0182,comfort_seeking,2.1866970458539052,2.202307508625122,0.99291176971877,union_observed_max_per_profile
equalization,nsga2,170,equalized,9,170,170,4.824157333001494,STU_0182,comfort_seeking,2.1285725613510578,2.202307508625122,0.9665192317670044,union_observed_max_per_profile
equalization,nsga3,170,equalized,0,170,170,5.3088544579804875,STU_0182,comfort_seeking,2.1692695629705274,2.202307508625122,0.9849984865759188,union_observed_max_per_profile
equalization,nsga3,170,equalized,1,170,170,5.119401832984295,STU_0182,comfort_seeking,2.1835447801053456,2.202307508625122,0.9914804229444372,union_observed_max_per_profile
equalization,nsga3,170,equalized,2,170,170,5.408250915992539,STU_0182,comfort_seeking,2.180636633203528,2.202307508625122,0.9901599230185968,union_observed_max_per_profile
equalization,nsga3,170,equalized,3,170,170,4.888937124982476,STU_0182,comfort_seeking,2.17664799866469,2.202307508625122,0.9883488069400214,union_observed_max_per_profile
equalization,nsga3,170,equalized,4,170,170,4.736646916018799,STU_0182,comfort_seeking,2.1778078056385133,2.202307508625122,0.9888754395602533,union_observed_max_per_profile
equalization,nsga3,170,equalized,5,170,170,5.622958958032541,STU_0182,comfort_seeking,2.161058855531353,2.202307508625122,0.9812702572496246,union_observed_max_per_profile
equalization,nsga3,170,equalized,6,170,170,5.567675291036721,STU_0182,comfort_seeking,2.169303358392919,2.202307508625122,0.985013832036196,union_observed_max_per_profile
equalization,nsga3,170,equalized,7,170,170,6.105004291981459,STU_0182,comfort_seeking,2.1744597078391026,2.202307508625122,0.9873551714840204,union_observed_max_per_profile
equalization,nsga3,170,equalized,8,170,170,4.87857537495438,STU_0182,comfort_seeking,2.183757995321287,2.202307508625122,0.9915772374061356,union_observed_max_per_profile
equalization,nsga3,170,equalized,9,170,170,4.4575565829873085,STU_0182,comfort_seeking,2.175924027434222,2.202307508625122,0.9880200739054056,union_observed_max_per_profile
equalization,nsga2,168,as_published,0,168,168,3.3074781660106964,STU_0182,comfort_seeking,2.19204228326554,2.202307508625122,0.9953388773732192,union_observed_max_per_profile
equalization,nsga2,168,as_published,1,168,168,3.704849125002511,STU_0182,comfort_seeking,2.1671564422740666,2.202307508625122,0.9840389835600208,union_observed_max_per_profile
equalization,nsga2,168,as_published,2,168,168,3.713950958976056,STU_0182,comfort_seeking,2.1525384380415766,2.202307508625122,0.9774013981296302,union_observed_max_per_profile
equalization,nsga2,168,as_published,3,168,168,3.776509082992561,STU_0182,comfort_seeking,2.138288455165173,2.202307508625122,0.970930919860544,union_observed_max_per_profile
equalization,nsga2,168,as_published,4,168,168,4.1013345420360565,STU_0182,comfort_seeking,2.14386028788246,2.202307508625122,0.9734609174632703,union_observed_max_per_profile
equalization,nsga2,168,as_published,5,168,168,3.936249958002009,STU_0182,comfort_seeking,2.156791317147561,2.202307508625122,0.9793324995263826,union_observed_max_per_profile
equalization,nsga2,168,as_published,6,168,168,3.880868999985978,STU_0182,comfort_seeking,2.138756992109254,2.202307508625122,0.971143668054085,union_observed_max_per_profile
equalization,nsga2,168,as_published,7,168,168,3.930081541999243,STU_0182,comfort_seeking,2.0881028347138204,2.202307508625122,0.9481431755265648,union_observed_max_per_profile
equalization,nsga2,168,as_published,8,168,168,3.8797824580105953,STU_0182,comfort_seeking,2.1230669323498024,2.202307508625122,0.9640192952323954,union_observed_max_per_profile
equalization,nsga2,168,as_published,9,168,168,4.209645042021293,STU_0182,comfort_seeking,2.137166323956377,2.202307508625122,0.9704213946446508,union_observed_max_per_profile
equalization,nsga3,170,as_published,0,170,170,4.562385874975007,STU_0182,comfort_seeking,2.1692695629705274,2.202307508625122,0.9849984865759188,union_observed_max_per_profile
equalization,nsga3,170,as_published,1,170,170,4.714304583962075,STU_0182,comfort_seeking,2.1835447801053456,2.202307508625122,0.9914804229444372,union_observed_max_per_profile
equalization,nsga3,170,as_published,2,170,170,4.596404792042449,STU_0182,comfort_seeking,2.180636633203528,2.202307508625122,0.9901599230185968,union_observed_max_per_profile
equalization,nsga3,170,as_published,3,170,170,4.703270166995935,STU_0182,comfort_seeking,2.17664799866469,2.202307508625122,0.9883488069400214,union_observed_max_per_profile
equalization,nsga3,170,as_published,4,170,170,4.7719449999858625,STU_0182,comfort_seeking,2.1778078056385133,2.202307508625122,0.9888754395602533,union_observed_max_per_profile
equalization,nsga3,170,as_published,5,170,170,5.013745790987741,STU_0182,comfort_seeking,2.161058855531353,2.202307508625122,0.9812702572496246,union_observed_max_per_profile
equalization,nsga3,170,as_published,6,170,170,6.767828749958426,STU_0182,comfort_seeking,2.169303358392919,2.202307508625122,0.985013832036196,union_observed_max_per_profile
equalization,nsga3,170,as_published,7,170,170,5.947455291985534,STU_0182,comfort_seeking,2.1744597078391026,2.202307508625122,0.9873551714840204,union_observed_max_per_profile
equalization,nsga3,170,as_published,8,170,170,6.497804459009785,STU_0182,comfort_seeking,2.183757995321287,2.202307508625122,0.9915772374061356,union_observed_max_per_profile
equalization,nsga3,170,as_published,9,170,170,5.935424750030506,STU_0182,comfort_seeking,2.175924027434222,2.202307508625122,0.9880200739054056,union_observed_max_per_profile
equalization,nsga2,170,equalized,0,170,170,4.676916625001468,STU_0132,comfort_seeking,6.25797311856964,6.465723766419552,0.9678689261473112,union_observed_max_per_profile
equalization,nsga2,170,equalized,1,170,170,6.548354875005316,STU_0132,comfort_seeking,6.3008385739361925,6.465723766419552,0.9744985714762964,union_observed_max_per_profile
equalization,nsga2,170,equalized,2,170,170,5.243549707985949,STU_0132,comfort_seeking,6.309656973594419,6.465723766419552,0.975862440391332,union_observed_max_per_profile
equalization,nsga2,170,equalized,3,170,170,4.780321999976877,STU_0132,comfort_seeking,6.221137224002108,6.465723766419552,0.9621718231008056,union_observed_max_per_profile
equalization,nsga2,170,equalized,4,170,170,4.164815958007239,STU_0132,comfort_seeking,6.211825987034036,6.465723766419552,0.9607317311166056,union_observed_max_per_profile
equalization,nsga2,170,equalized,5,170,170,3.761780374974478,STU_0132,comfort_seeking,6.302076142627351,6.465723766419552,0.9746899759865828,union_observed_max_per_profile
equalization,nsga2,170,equalized,6,170,170,4.02233329199953,STU_0132,comfort_seeking,6.332561066247599,6.465723766419552,0.9794048269022024,union_observed_max_per_profile
equalization,nsga2,170,equalized,7,170,170,3.8352869999944232,STU_0132,comfort_seeking,6.39344591384066,6.465723766419552,0.9888213825412284,union_observed_max_per_profile
equalization,nsga2,170,equalized,8,170,170,4.041070000035688,STU_0132,comfort_seeking,6.245683849423372,6.465723766419552,0.9659682465652212,union_observed_max_per_profile
equalization,nsga2,170,equalized,9,170,170,3.981250957993325,STU_0132,comfort_seeking,6.339544058775216,6.465723766419552,0.980484828581811,union_observed_max_per_profile
equalization,nsga3,170,equalized,0,170,170,5.1466453750035726,STU_0132,comfort_seeking,6.421458747339293,6.465723766419552,0.9931538957308764,union_observed_max_per_profile
equalization,nsga3,170,equalized,1,170,170,4.779155249998439,STU_0132,comfort_seeking,6.376249460997316,6.465723766419552,0.9861617494568928,union_observed_max_per_profile
equalization,nsga3,170,equalized,2,170,170,4.691890957998112,STU_0132,comfort_seeking,6.400367924875351,6.465723766419552,0.9898919527178636,union_observed_max_per_profile
equalization,nsga3,170,equalized,3,170,170,4.764421542000491,STU_0132,comfort_seeking,6.42492584979272,6.465723766419552,0.993690123781854,union_observed_max_per_profile
equalization,nsga3,170,equalized,4,170,170,4.933203875028994,STU_0132,comfort_seeking,6.465723766419552,6.465723766419552,1.0,union_observed_max_per_profile
equalization,nsga3,170,equalized,5,170,170,8.726487874984741,STU_0132,comfort_seeking,6.390779017101337,6.465723766419552,0.9884089156874518,union_observed_max_per_profile
equalization,nsga3,170,equalized,6,170,170,7.085836208949331,STU_0132,comfort_seeking,6.433787463765936,6.465723766419552,0.99506067629745,union_observed_max_per_profile
equalization,nsga3,170,equalized,7,170,170,4.6637922920053825,STU_0132,comfort_seeking,6.35174167303361,6.465723766419552,0.9823713326607114,union_observed_max_per_profile
equalization,nsga3,170,equalized,8,170,170,5.095684083004016,STU_0132,comfort_seeking,6.315669427294346,6.465723766419552,0.9767923368603326,union_observed_max_per_profile
equalization,nsga3,170,equalized,9,170,170,4.725152083032299,STU_0132,comfort_seeking,6.453605182599329,6.465723766419552,0.9981257189051036,union_observed_max_per_profile
equalization,nsga2,168,as_published,0,168,168,5.269230208010413,STU_0132,comfort_seeking,6.2754608041648545,6.465723766419552,0.9705736017918288,union_observed_max_per_profile
equalization,nsga2,168,as_published,1,168,168,4.276210083975457,STU_0132,comfort_seeking,6.304887540126141,6.465723766419552,0.9751247915772814,union_observed_max_per_profile
equalization,nsga2,168,as_published,2,168,168,4.454879957949743,STU_0132,comfort_seeking,6.35580492496902,6.465723766419552,0.982999762219752,union_observed_max_per_profile
equalization,nsga2,168,as_published,3,168,168,4.0914286249899305,STU_0132,comfort_seeking,6.288300537237104,6.465723766419552,0.9725594170750202,union_observed_max_per_profile
equalization,nsga2,168,as_published,4,168,168,3.918597540992778,STU_0132,comfort_seeking,6.2579074686137455,6.465723766419552,0.9678587726117958,union_observed_max_per_profile
equalization,nsga2,168,as_published,5,168,168,3.8257883330225018,STU_0132,comfort_seeking,6.311744257446126,6.465723766419552,0.9761852633152788,union_observed_max_per_profile
equalization,nsga2,168,as_published,6,168,168,3.9796823750366457,STU_0132,comfort_seeking,6.350712236334872,6.465723766419552,0.9822121182036874,union_observed_max_per_profile
equalization,nsga2,168,as_published,7,168,168,4.01817687501898,STU_0132,comfort_seeking,6.309970579024841,6.465723766419552,0.9759109431486028,union_observed_max_per_profile
equalization,nsga2,168,as_published,8,168,168,3.9100252500502393,STU_0132,comfort_seeking,6.234353750295548,6.465723766419552,0.964215913874074,union_observed_max_per_profile
equalization,nsga2,168,as_published,9,168,168,4.431413707963657,STU_0132,comfort_seeking,6.142585475854099,6.465723766419552,0.9500228741221968,union_observed_max_per_profile
equalization,nsga3,170,as_published,0,170,170,4.885051540972199,STU_0132,comfort_seeking,6.421458747339293,6.465723766419552,0.9931538957308764,union_observed_max_per_profile
equalization,nsga3,170,as_published,1,170,170,4.81199729104992,STU_0132,comfort_seeking,6.376249460997316,6.465723766419552,0.9861617494568928,union_observed_max_per_profile
equalization,nsga3,170,as_published,2,170,170,4.7393853749963455,STU_0132,comfort_seeking,6.400367924875351,6.465723766419552,0.9898919527178636,union_observed_max_per_profile
equalization,nsga3,170,as_published,3,170,170,5.146894624980632,STU_0132,comfort_seeking,6.42492584979272,6.465723766419552,0.993690123781854,union_observed_max_per_profile
equalization,nsga3,170,as_published,4,170,170,4.682530708028935,STU_0132,comfort_seeking,6.465723766419552,6.465723766419552,1.0,union_observed_max_per_profile
equalization,nsga3,170,as_published,5,170,170,5.090559749980457,STU_0132,comfort_seeking,6.390779017101337,6.465723766419552,0.9884089156874518,union_observed_max_per_profile
equalization,nsga3,170,as_published,6,170,170,5.21928908402333,STU_0132,comfort_seeking,6.433787463765936,6.465723766419552,0.99506067629745,union_observed_max_per_profile
equalization,nsga3,170,as_published,7,170,170,5.116620999993756,STU_0132,comfort_seeking,6.35174167303361,6.465723766419552,0.9823713326607114,union_observed_max_per_profile
equalization,nsga3,170,as_published,8,170,170,4.5946722499793395,STU_0132,comfort_seeking,6.315669427294346,6.465723766419552,0.9767923368603326,union_observed_max_per_profile
equalization,nsga3,170,as_published,9,170,170,4.697963791957591,STU_0132,comfort_seeking,6.453605182599329,6.465723766419552,0.9981257189051036,union_observed_max_per_profile
equalization,nsga2,170,equalized,0,170,170,5.215507916989736,STU_0346,comfort_seeking,5.9605408677065865,6.134270761795673,0.9716788024468892,union_observed_max_per_profile
equalization,nsga2,170,equalized,1,170,170,5.053292082971893,STU_0346,comfort_seeking,5.995085722758875,6.134270761795673,0.977310255050422,union_observed_max_per_profile
equalization,nsga2,170,equalized,2,170,170,3.9037047080346383,STU_0346,comfort_seeking,5.990411630821701,6.134270761795673,0.97654829130303,union_observed_max_per_profile
equalization,nsga2,170,equalized,3,170,170,3.9111547920037992,STU_0346,comfort_seeking,5.979375178402719,6.134270761795673,0.9747491446974196,union_observed_max_per_profile
equalization,nsga2,170,equalized,4,170,170,3.9524794590543024,STU_0346,comfort_seeking,6.020737793692677,6.134270761795673,0.9814920187726176,union_observed_max_per_profile
equalization,nsga2,170,equalized,5,170,170,4.419117624987848,STU_0346,comfort_seeking,6.039856843432078,6.134270761795673,0.9846087787725958,union_observed_max_per_profile
equalization,nsga2,170,equalized,6,170,170,4.254859790962655,STU_0346,comfort_seeking,5.752280152181049,6.134270761795673,0.9377284400301228,union_observed_max_per_profile
equalization,nsga2,170,equalized,7,170,170,4.345865875016898,STU_0346,comfort_seeking,6.011027811323709,6.134270761795673,0.979909111407419,union_observed_max_per_profile
equalization,nsga2,170,equalized,8,170,170,4.890575832978357,STU_0346,comfort_seeking,5.954157697862455,6.134270761795673,0.9706382272763432,union_observed_max_per_profile
equalization,nsga2,170,equalized,9,170,170,4.50983662501676,STU_0346,comfort_seeking,6.061066234565952,6.134270761795673,0.988066303221299,union_observed_max_per_profile
equalization,nsga3,170,equalized,0,170,170,4.8238844169536605,STU_0346,comfort_seeking,6.1336264393203885,6.134270761795673,0.999894963476458,union_observed_max_per_profile
equalization,nsga3,170,equalized,1,170,170,5.550336292013526,STU_0346,comfort_seeking,6.061880333105765,6.134270761795673,0.9881990163947838,union_observed_max_per_profile
