profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,max_travel_time_min,max_walking_distance_km,mobility_restriction,seed_offset,campus,student_status,rain,temperature_c,origin_node,dest_node,od_distance_km,run_plan
STU_0087,comfort_seeking,long,9.4,21.5,11.9,60.0,1.1,0,86,University,Student,0,21.0,N0513,N0294,8.53017750599952,main_pi_nsga3_vs_nsga2_150profiles
STU_0571,comfort_seeking,medium,4.8,21.5,9.3,35.0,0.7,0,570,University,Student,0,21.0,N0246,N0146,4.774662514320909,main_pi_nsga3_vs_nsga2_150profiles
STU_0327,comfort_seeking,medium,4.6,21.5,3.1,35.0,1.9,0,326,University,Student,0,16.0,N0094,N0426,4.613289038032996,main_pi_nsga3_vs_nsga2_150profiles
STU_0463,comfort_seeking,medium,4.9,21.5,5.2,35.0,1.5,0,462,University,Student,0,21.0,N0379,N0127,4.897484330274909,main_pi_nsga3_vs_nsga2_150profiles
STU_0574,comfort_seeking,medium,4.4,30.5,5.5,25.0,1.3,0,573,University,Student,0,21.0,N0039,N0432,4.3764901425600655,main_pi_nsga3_vs_nsga2_150profiles
STU_0236,comfort_seeking,medium,3.4,30.5,4.0,25.0,0.5,1,235,University,Student,0,16.0,N0500,N0115,3.411309204826857,main_pi_nsga3_vs_nsga2_150profiles
STU_0274,comfort_seeking,medium,2.6,50.5,5.0,20.0,0.3,1,273,University,Student,0,21.0,N0350,N0383,2.5922693046577283,main_pi_nsga3_vs_nsga2_150profiles
STU_0132,comfort_seeking,medium,3.5,21.5,6.8,15.0,0.9,0,131,University,Student,0,21.0,N0331,N0346,3.501090592907314,main_pi_nsga3_vs_nsga2_150profiles
STU_0283,comfort_seeking,medium,2.2,21.5,1.2,15.0,1.3,0,282,University,Student,0,21.0,N0370,N0484,2.208130001744337,main_pi_nsga3_vs_nsga2_150profiles
STU_0576,comfort_seeking,medium,4.5,40.5,4.2,40.0,1.5,0,575,University,Student,0,21.0,N0317,N0527,4.517799888535526,main_pi_nsga3_vs_nsga2_150profiles
STU_0069,comfort_seeking,medium,3.3,21.5,1.6,25.0,0.7,0,68,University,Student,0,21.0,N0519,N0294,3.30034016737368,main_pi_nsga3_vs_nsga2_150profiles
STU_0544,comfort_seeking,medium,2.7,21.5,4.4,25.0,1.1,0,543,University,Student,0,21.0,N0527,N0156,2.691540465232287,main_pi_nsga3_vs_nsga2_150profiles
STU_0484,comfort_seeking,medium,4.2,21.5,4.7,30.0,0.7,0,483,University,Student,0,16.0,N0293,N0109,4.2107400904387005,main_pi_nsga3_vs_nsga2_150profiles
STU_0093,comfort_seeking,medium,2.9,21.5,5.2,25.0,0.4,0,92,University,Student,0,21.0,N0012,N0126,2.89871109361622,main_pi_nsga3_vs_nsga2_150profiles
STU_0182,comfort_seeking,medium,2.3,21.5,6.3,25.0,1.2,0,181,University,Student,0,21.0,N0128,N0156,2.2635755975052123,main_pi_nsga3_vs_nsga2_150profiles
STU_0351,comfort_seeking,medium,2.7,21.5,4.3,25.0,1.3,0,350,University,Student,0,21.0,N0286,N0023,2.7042194180000134,main_pi_nsga3_vs_nsga2_150profiles
STU_0346,comfort_seeking,medium,4.0,21.5,4.4,30.0,1.3,0,345,University,Student,0,21.0,N0354,N0276,3.9911478630804393,main_pi_nsga3_vs_nsga2_150profiles
STU_0396,comfort_seeking,short,1.9,21.5,2.8,15.0,0.9,0,395,University,Student,0,21.0,N0376,N0203,1.8913296446681749,main_pi_nsga3_vs_nsga2_150profiles
STU_0030,comfort_seeking,short,1.6,30.5,3.7,15.0,1.0,0,29,University,Student,0,21.0,N0017,N0508,1.6175967614313487,main_pi_nsga3_vs_nsga2_150profiles
STU_0142,comfort_seeking,short,1.8,30.5,4.2,20.0,0.9,0,141,University,Student,0,21.0,N0038,N0319,1.817063645844906,main_pi_nsga3_vs_nsga2_150profiles
STU_0460,comfort_seeking,short,2.0,21.5,1.6,15.0,1.5,0,459,University,Student,0,16.0,N0388,N0369,2.0137683623787748,main_pi_nsga3_vs_nsga2_150profiles
STU_0617,cost_sensitive,long,15.9,21.5,14.6,90.0,0.7,0,616,University,Student,0,21.0,N0513,N0426,9.305171312239228,main_pi_nsga3_vs_nsga2_150profiles
STU_0573,cost_sensitive,long,20.2,21.5,17.7,90.0,0.9,0,572,University,Student,0,21.0,N0374,N0408,8.47424982620764,main_pi_nsga3_vs_nsga2_150profiles
STU_0618,cost_sensitive,long,6.3,30.5,3.2,45.0,0.8,0,617,University,Student,0,21.0,N0187,N0276,6.242799265696126,main_pi_nsga3_vs_nsga2_150profiles
STU_0362,cost_sensitive,long,9.7,30.5,10.8,65.0,0.9,0,361,University,Student,0,21.0,N0351,N0317,9.557516798974849,main_pi_nsga3_vs_nsga2_150profiles
STU_0502,cost_sensitive,long,12.7,30.5,13.3,80.0,1.5,0,501,University,Student,0,16.0,N0374,N0484,8.401790691868221,main_pi_nsga3_vs_nsga2_150profiles
STU_0081,cost_sensitive,long,13.5,21.5,14.8,80.0,1.0,0,80,University,Student,0,21.0,N0513,N0146,12.39060719313972,main_pi_nsga3_vs_nsga2_150profiles
STU_0602,cost_sensitive,long,17.2,30.5,19.0,90.0,0.8,0,601,University,Student,0,21.0,N0374,N0109,9.874461887843724,main_pi_nsga3_vs_nsga2_150profiles
STU_0281,cost_sensitive,long,7.6,30.5,8.2,35.0,1.4,0,280,University,Student,0,21.0,N0207,N0408,7.601903805114764,main_pi_nsga3_vs_nsga2_150profiles
STU_0242,cost_sensitive,long,5.9,30.5,6.4,45.0,1.3,0,241,University,Student,0,21.0,N0462,N0158,5.892992039459066,main_pi_nsga3_vs_nsga2_150profiles
STU_0402,cost_sensitive,long,7.0,30.5,10.6,50.0,1.2,0,401,University,Student,0,21.0,N0077,N0109,6.9924470040346165,main_pi_nsga3_vs_nsga2_150profiles
STU_0139,cost_sensitive,long,5.4,21.5,8.5,30.0,0.9,0,138,University,Student,0,21.0,N0377,N0050,5.435068674400087,main_pi_nsga3_vs_nsga2_150profiles
STU_0354,cost_sensitive,long,10.1,30.5,10.9,65.0,1.7,0,353,University,Student,0,16.0,N0513,N0508,9.53878733781758,main_pi_nsga3_vs_nsga2_150profiles
STU_0045,cost_sensitive,long,6.8,21.5,5.6,40.0,1.4,0,44,University,Student,0,21.0,N0095,N0226,6.797634192352153,main_pi_nsga3_vs_nsga2_150profiles
STU_0289,cost_sensitive,long,7.9,30.5,8.3,50.0,1.3,0,288,University,Student,0,21.0,N0415,N0023,7.883550383549931,main_pi_nsga3_vs_nsga2_150profiles
STU_0226,cost_sensitive,long,5.9,21.5,5.0,35.0,1.5,0,225,University,Student,0,16.0,N0480,N0230,5.893762934248862,main_pi_nsga3_vs_nsga2_150profiles
STU_0215,cost_sensitive,medium,3.6,21.5,4.7,25.0,1.8,0,214,University,Student,0,21.0,N0158,N0127,3.58803318298867,main_pi_nsga3_vs_nsga2_150profiles
STU_0403,cost_sensitive,medium,3.3,30.5,1.0,20.0,1.4,0,402,University,Student,0,21.0,N0416,N0230,3.2992224157441044,main_pi_nsga3_vs_nsga2_150profiles
STU_0720,cost_sensitive,medium,3.6,30.5,4.9,25.0,0.8,0,719,University,Student,0,21.0,N0107,N0158,3.6108048605180336,main_pi_nsga3_vs_nsga2_150profiles
STU_0013,cost_sensitive,medium,2.7,21.5,1.0,25.0,0.6,0,12,University,Student,0,16.0,N0348,N0127,2.7022993092425467,main_pi_nsga3_vs_nsga2_150profiles
STU_0325,cost_sensitive,medium,3.8,21.5,4.5,35.0,1.6,0,324,University,Student,0,21.0,N0494,N0448,3.8104069781177046,main_pi_nsga3_vs_nsga2_150profiles
STU_0241,cost_sensitive,medium,2.4,30.5,2.2,25.0,1.5,0,240,University,Student,0,16.0,N0083,N0189,2.410265984962385,main_pi_nsga3_vs_nsga2_150profiles
STU_0716,cost_sensitive,medium,2.6,40.5,7.6,35.0,0.7,0,715,University,Student,0,21.0,N0186,N0109,2.593185635714429,main_pi_nsga3_vs_nsga2_150profiles
STU_0469,cost_sensitive,medium,2.4,21.5,4.0,20.0,1.4,0,468,University,Student,0,16.0,N0446,N0503,2.3984315385185973,main_pi_nsga3_vs_nsga2_150profiles
STU_0225,cost_sensitive,medium,2.2,21.5,1.0,20.0,0.8,0,224,University,Student,0,21.0,N0535,N0115,2.2104727718105486,main_pi_nsga3_vs_nsga2_150profiles
STU_0541,cost_sensitive,medium,3.4,21.5,4.5,30.0,1.0,0,540,University,Student,0,21.0,N0500,N0115,3.411309204826857,main_pi_nsga3_vs_nsga2_150profiles
STU_0577,cost_sensitive,medium,4.2,21.5,5.3,25.0,0.7,0,576,University,Student,0,21.0,N0094,N0146,4.203257042059363,main_pi_nsga3_vs_nsga2_150profiles
STU_0582,cost_sensitive,medium,2.5,21.5,1.2,15.0,1.2,0,581,University,Student,0,21.0,N0295,N0126,2.497402528398011,main_pi_nsga3_vs_nsga2_150profiles
STU_0170,cost_sensitive,medium,3.1,30.5,2.2,25.0,1.7,0,169,University,Student,0,21.0,N0317,N0186,3.0954299401209955,main_pi_nsga3_vs_nsga2_150profiles
STU_0130,cost_sensitive,medium,2.1,21.5,4.1,25.0,1.7,0,129,University,Student,0,21.0,N0028,N0124,2.086213874316432,main_pi_nsga3_vs_nsga2_150profiles
STU_0749,cost_sensitive,medium,4.9,21.5,4.4,40.0,1.0,0,748,University,Student,0,21.0,N0124,N0230,4.878681513394396,main_pi_nsga3_vs_nsga2_150profiles
STU_0436,cost_sensitive,medium,2.6,21.5,4.0,20.0,1.4,0,435,University,Student,0,21.0,N0186,N0369,2.569059777192241,main_pi_nsga3_vs_nsga2_150profiles
STU_0508,cost_sensitive,medium,3.9,21.5,4.4,35.0,1.0,0,507,University,Student,0,21.0,N0192,N0426,3.8986956578735144,main_pi_nsga3_vs_nsga2_150profiles
STU_0598,cost_sensitive,medium,4.1,21.5,4.0,35.0,0.7,0,597,University,Student,0,21.0,N0086,N0109,4.104214204432053,main_pi_nsga3_vs_nsga2_150profiles
STU_0548,cost_sensitive,medium,3.7,21.5,5.0,35.0,0.9,0,547,University,Student,0,21.0,N0344,N0158,3.6994338052023927,main_pi_nsga3_vs_nsga2_150profiles
STU_0265,cost_sensitive,medium,2.4,21.5,3.2,30.0,1.0,0,264,University,Student,0,21.0,N0253,N0448,2.361268429827109,main_pi_nsga3_vs_nsga2_150profiles
STU_0600,cost_sensitive,medium,2.9,40.5,2.0,25.0,0.3,1,599,University,Student,0,21.0,N0068,N0124,2.9174980644966797,main_pi_nsga3_vs_nsga2_150profiles
STU_0157,cost_sensitive,medium,4.4,30.5,3.0,35.0,1.8,0,156,University,Student,0,21.0,N0407,N0189,4.396388670160911,main_pi_nsga3_vs_nsga2_150profiles
STU_0597,cost_sensitive,medium,3.4,21.5,2.8,30.0,0.8,0,596,University,Student,0,16.0,N0142,N0158,3.4134874809242794,main_pi_nsga3_vs_nsga2_150profiles
STU_0260,cost_sensitive,short,1.8,21.5,2.6,20.0,1.6,0,259,University,Student,0,21.0,N0017,N0158,1.7977534498190597,main_pi_nsga3_vs_nsga2_150profiles
STU_0297,cost_sensitive,short,1.5,21.5,6.3,15.0,1.0,0,296,University,Student,0,16.0,N0184,N0126,1.4950771621136052,main_pi_nsga3_vs_nsga2_150profiles
STU_0027,cost_sensitive,short,1.5,21.5,1.0,25.0,1.1,0,26,University,Student,0,21.0,N0402,N0279,1.5239962859024043,main_pi_nsga3_vs_nsga2_150profiles
STU_0395,cost_sensitive,short,0.9,21.5,4.8,5.0,0.5,0,394,University,Student,0,21.0,N0127,N0115,0.9226610383759806,main_pi_nsga3_vs_nsga2_150profiles
STU_0730,cost_sensitive,short,1.8,30.5,1.0,20.0,1.5,0,729,University,Student,0,21.0,N0105,N0484,1.796665967249859,main_pi_nsga3_vs_nsga2_150profiles
STU_0472,cost_sensitive,short,2.0,50.5,1.1,20.0,0.6,0,471,University,Student,0,21.0,N0080,N0051,2.0110298339624815,main_pi_nsga3_vs_nsga2_150profiles
STU_0356,eco_conscious,long,7.6,50.5,7.5,60.0,0.6,1,355,University,Student,0,16.0,N0197,N0448,7.602308948720647,main_pi_nsga3_vs_nsga2_150profiles
STU_0495,eco_conscious,long,9.1,30.5,6.9,55.0,0.7,0,494,University,Student,0,21.0,N0374,N0408,8.47424982620764,main_pi_nsga3_vs_nsga2_150profiles
STU_0466,eco_conscious,long,7.4,21.5,9.0,60.0,0.6,0,465,University,Student,0,21.0,N0445,N0383,7.393071331583457,main_pi_nsga3_vs_nsga2_150profiles
STU_0668,eco_conscious,long,7.6,21.5,8.1,60.0,1.5,0,667,University,Student,0,21.0,N0224,N0203,7.6235661863853235,main_pi_nsga3_vs_nsga2_150profiles
STU_0011,eco_conscious,long,9.8,30.5,8.9,70.0,0.8,0,10,University,Student,0,21.0,N0429,N0023,9.83915280639396,main_pi_nsga3_vs_nsga2_150profiles
STU_0127,eco_conscious,long,5.8,21.5,8.5,40.0,1.0,0,126,University,Student,0,16.0,N0261,N0294,5.825202392372341,main_pi_nsga3_vs_nsga2_150profiles
STU_0155,eco_conscious,long,6.0,21.5,6.2,45.0,1.0,0,154,University,Student,0,21.0,N0502,N0508,6.0030107492874665,main_pi_nsga3_vs_nsga2_150profiles
STU_0273,eco_conscious,long,5.8,21.5,7.6,35.0,0.4,0,272,University,Student,0,21.0,N0378,N0156,5.806191571428455,main_pi_nsga3_vs_nsga2_150profiles
STU_0021,eco_conscious,long,7.6,30.5,7.8,50.0,0.7,0,20,University,Student,0,21.0,N0396,N0416,7.51521442423147,main_pi_nsga3_vs_nsga2_150profiles
STU_0521,eco_conscious,long,8.2,21.5,9.7,55.0,0.6,0,520,University,Student,0,21.0,N0385,N0527,8.14693973290021,main_pi_nsga3_vs_nsga2_150profiles
STU_0178,eco_conscious,long,12.3,21.5,10.2,65.0,0.9,0,177,University,Student,0,21.0,N0513,N0156,10.160066916848557,main_pi_nsga3_vs_nsga2_150profiles
STU_0433,eco_conscious,long,6.7,21.5,5.8,45.0,1.3,0,432,University,Student,0,21.0,N0351,N0126,6.699476787587985,main_pi_nsga3_vs_nsga2_150profiles
STU_0076,eco_conscious,long,6.3,21.5,7.6,45.0,1.1,0,75,University,Student,0,21.0,N0473,N0155,6.318871082970413,main_pi_nsga3_vs_nsga2_150profiles
STU_0383,eco_conscious,medium,4.4,21.5,8.2,35.0,1.2,0,382,University,Student,0,16.0,N0085,N0146,4.399138352977974,main_pi_nsga3_vs_nsga2_150profiles
STU_0710,eco_conscious,medium,4.1,21.5,7.2,35.0,2.1,0,709,University,Student,0,21.0,N0354,N0041,4.090539133173108,main_pi_nsga3_vs_nsga2_150profiles
STU_0311,eco_conscious,medium,2.4,21.5,2.0,10.0,0.8,0,310,University,Student,0,21.0,N0519,N0484,2.454490914561849,main_pi_nsga3_vs_nsga2_150profiles
STU_0375,eco_conscious,medium,2.2,30.5,3.4,20.0,1.1,0,374,University,Student,0,21.0,N0021,N0317,2.188657318651224,main_pi_nsga3_vs_nsga2_150profiles
STU_0490,eco_conscious,medium,3.7,50.5,4.8,30.0,1.3,0,489,University,Student,0,21.0,N0487,N0052,3.6959890157231983,main_pi_nsga3_vs_nsga2_150profiles
STU_0091,eco_conscious,medium,5.0,21.5,6.1,35.0,1.3,0,90,University,Student,0,21.0,N0521,N0508,5.006920165514169,main_pi_nsga3_vs_nsga2_150profiles
STU_0678,eco_conscious,medium,2.9,21.5,2.4,25.0,1.5,0,677,University,Student,0,21.0,N0268,N0294,2.9177468831495657,main_pi_nsga3_vs_nsga2_150profiles
STU_0365,eco_conscious,medium,3.7,21.5,5.6,25.0,2.4,0,364,University,Student,0,16.0,N0146,N0369,3.6732286339640723,main_pi_nsga3_vs_nsga2_150profiles
STU_0390,eco_conscious,medium,4.1,21.5,6.3,40.0,0.9,0,389,University,Student,0,21.0,N0343,N0156,4.103147501644624,main_pi_nsga3_vs_nsga2_150profiles
STU_0171,eco_conscious,medium,2.4,21.5,7.8,25.0,0.6,0,170,University,Student,0,21.0,N0436,N0369,2.411377751370383,main_pi_nsga3_vs_nsga2_150profiles
STU_0660,eco_conscious,medium,2.2,21.5,4.3,25.0,1.1,0,659,University,Student,0,16.0,N0038,N0408,2.2040006237335583,main_pi_nsga3_vs_nsga2_150profiles
STU_0497,eco_conscious,medium,2.9,21.5,5.3,20.0,1.2,0,496,University,Student,0,21.0,N0028,N0369,2.9067575778497003,main_pi_nsga3_vs_nsga2_150profiles
STU_0456,eco_conscious,medium,3.9,21.5,8.2,25.0,1.4,0,455,University,Student,0,21.0,N0082,N0346,3.9010826827264626,main_pi_nsga3_vs_nsga2_150profiles
STU_0487,eco_conscious,medium,2.4,21.5,1.5,25.0,1.1,0,486,University,Student,0,16.0,N0268,N0050,2.412422410092957,main_pi_nsga3_vs_nsga2_150profiles
STU_0471,eco_conscious,medium,4.0,21.5,7.4,40.0,1.5,0,470,University,Student,0,21.0,N0497,N0127,4.0014261863651255,main_pi_nsga3_vs_nsga2_150profiles
STU_0748,eco_conscious,short,1.7,21.5,3.0,20.0,0.9,0,747,University,Student,0,16.0,N0287,N0230,1.7083052244426247,main_pi_nsga3_vs_nsga2_150profiles
STU_0217,eco_conscious,short,1.9,21.5,1.7,30.0,2.2,0,216,University,Student,0,21.0,N0200,N0294,1.8931129417131032,main_pi_nsga3_vs_nsga2_150profiles
STU_0368,eco_conscious,short,1.0,21.5,2.5,10.0,1.0,0,367,University,Student,0,21.0,N0469,N0230,0.9238135775189409,main_pi_nsga3_vs_nsga2_150profiles
STU_0537,eco_conscious,short,1.1,21.5,5.4,15.0,1.6,0,536,University,Student,0,21.0,N0428,N0041,1.0427473192935293,main_pi_nsga3_vs_nsga2_150profiles
STU_0642,eco_conscious,short,1.9,21.5,1.0,15.0,1.3,0,641,University,Student,0,21.0,N0508,N0253,1.876449176845414,main_pi_nsga3_vs_nsga2_150profiles
STU_0134,time_sensitive,long,5.9,21.5,8.4,45.0,1.4,0,133,University,Student,0,21.0,N0260,N0346,5.89925246987475,main_pi_nsga3_vs_nsga2_150profiles
STU_0630,time_sensitive,long,6.4,21.5,7.9,45.0,1.6,0,629,University,Student,0,21.0,N0358,N0527,6.399499125946963,main_pi_nsga3_vs_nsga2_150profiles
STU_0309,time_sensitive,long,9.5,21.5,9.7,60.0,0.8,0,308,University,Student,0,21.0,N0474,N0230,9.489077194340062,main_pi_nsga3_vs_nsga2_150profiles
STU_0187,time_sensitive,long,8.1,21.5,7.6,50.0,1.2,0,186,University,Student,0,21.0,N0214,N0156,8.211495097711941,main_pi_nsga3_vs_nsga2_150profiles
STU_0176,time_sensitive,long,9.8,21.5,7.5,60.0,1.8,0,175,University,Student,0,21.0,N0449,N0041,9.864771318144122,main_pi_nsga3_vs_nsga2_150profiles
STU_0529,time_sensitive,long,6.4,40.5,9.0,45.0,1.8,0,528,University,Student,0,21.0,N0245,N0253,6.404789614371661,main_pi_nsga3_vs_nsga2_150profiles
STU_0515,time_sensitive,long,5.6,21.5,8.2,40.0,1.4,0,514,University,Student,0,21.0,N0535,N0383,5.588286562958911,main_pi_nsga3_vs_nsga2_150profiles
STU_0197,time_sensitive,long,6.3,21.5,5.1,45.0,1.5,0,196,University,Student,0,21.0,N0078,N0050,6.290334753280393,main_pi_nsga3_vs_nsga2_150profiles
STU_0485,time_sensitive,long,14.7,21.5,15.7,90.0,1.9,0,484,University,Student,0,21.0,N0374,N0041,9.978449590451959,main_pi_nsga3_vs_nsga2_150profiles
STU_0522,time_sensitive,long,5.4,21.5,6.8,50.0,1.6,0,521,University,Student,0,21.0,N0282,N0189,5.413312079773821,main_pi_nsga3_vs_nsga2_150profiles
STU_0488,time_sensitive,long,6.0,30.5,6.8,40.0,1.7,0,487,University,Student,0,21.0,N0092,N0023,5.996213242689953,main_pi_nsga3_vs_nsga2_150profiles
STU_0455,time_sensitive,long,5.0,21.5,3.9,35.0,1.7,0,454,University,Student,0,21.0,N0412,N0158,4.999581609356955,main_pi_nsga3_vs_nsga2_150profiles
STU_0107,time_sensitive,long,6.9,21.5,7.7,40.0,0.8,0,106,University,Student,0,21.0,N0377,N0109,6.838271908111601,main_pi_nsga3_vs_nsga2_150profiles
STU_0118,time_sensitive,long,5.6,21.5,5.4,45.0,1.5,0,117,University,Student,0,21.0,N0473,N0189,5.586265303347861,main_pi_nsga3_vs_nsga2_150profiles
STU_0359,time_sensitive,long,5.7,30.5,8.0,40.0,1.3,0,358,University,Student,0,21.0,N0462,N0294,5.749507457306979,main_pi_nsga3_vs_nsga2_150profiles
STU_0302,time_sensitive,long,6.1,30.5,9.2,50.0,0.2,0,301,University,Student,0,21.0,N0214,N0126,6.076059317261768,main_pi_nsga3_vs_nsga2_150profiles
STU_0443,time_sensitive,medium,4.3,21.5,2.9,30.0,1.3,0,442,University,Student,0,16.0,N0450,N0189,4.3054466526082535,main_pi_nsga3_vs_nsga2_150profiles
STU_0414,time_sensitive,medium,2.4,21.5,2.5,20.0,1.7,0,413,University,Student,0,21.0,N0083,N0189,2.410265984962385,main_pi_nsga3_vs_nsga2_150profiles
STU_0367,time_sensitive,medium,2.7,21.5,3.1,25.0,0.6,0,366,University,Student,0,21.0,N0293,N0041,2.7020293564016966,main_pi_nsga3_vs_nsga2_150profiles
STU_0072,time_sensitive,medium,2.4,30.5,1.0,30.0,1.4,0,71,University,Student,0,16.0,N0446,N0503,2.3984315385185973,main_pi_nsga3_vs_nsga2_150profiles
STU_0444,time_sensitive,medium,3.1,21.5,3.4,25.0,1.2,0,443,University,Student,0,21.0,N0190,N0155,3.097821283367948,main_pi_nsga3_vs_nsga2_150profiles
STU_0037,time_sensitive,medium,4.3,50.5,2.5,25.0,1.4,0,36,University,Student,0,16.0,N0420,N0203,4.302238582375319,main_pi_nsga3_vs_nsga2_150profiles
STU_0073,time_sensitive,medium,4.5,21.5,5.4,35.0,0.8,0,72,University,Student,0,21.0,N0105,N0041,4.502912017698257,main_pi_nsga3_vs_nsga2_150profiles
STU_0328,time_sensitive,medium,4.5,21.5,5.8,30.0,1.6,0,327,University,Student,0,16.0,N0530,N0432,4.499694614531749,main_pi_nsga3_vs_nsga2_150profiles
STU_0175,time_sensitive,medium,3.2,30.5,3.4,30.0,1.2,0,174,University,Student,0,21.0,N0142,N0100,3.173051773565211,main_pi_nsga3_vs_nsga2_150profiles
STU_0334,time_sensitive,medium,2.5,21.5,2.4,30.0,0.7,1,333,University,Student,0,21.0,N0295,N0126,2.497402528398011,main_pi_nsga3_vs_nsga2_150profiles
STU_0054,time_sensitive,medium,2.8,21.5,4.0,35.0,1.2,0,53,University,Student,0,21.0,N0021,N0041,2.7973783923730275,main_pi_nsga3_vs_nsga2_150profiles
STU_0560,time_sensitive,medium,2.4,21.5,1.6,30.0,0.6,0,559,University,Student,0,21.0,N0333,N0203,2.3490584264567054,main_pi_nsga3_vs_nsga2_150profiles
STU_0059,time_sensitive,medium,2.4,40.5,2.4,20.0,1.3,0,58,University,Student,0,21.0,N0504,N0127,2.418448671560164,main_pi_nsga3_vs_nsga2_150profiles
STU_0468,time_sensitive,medium,2.1,21.5,6.2,15.0,0.4,0,467,University,Student,0,21.0,N0346,N0158,2.099737550004578,main_pi_nsga3_vs_nsga2_150profiles
STU_0379,time_sensitive,medium,3.4,21.5,2.1,25.0,1.0,0,378,University,Student,0,21.0,N0230,N0533,3.360803370055365,main_pi_nsga3_vs_nsga2_150profiles
STU_0243,time_sensitive,medium,2.6,21.5,5.2,35.0,1.2,0,242,University,Student,0,21.0,N0277,N0294,2.5878017107130598,main_pi_nsga3_vs_nsga2_150profiles
STU_0023,time_sensitive,medium,4.2,30.5,4.8,40.0,0.3,1,22,University,Student,0,21.0,N0022,N0503,4.221395029667328,main_pi_nsga3_vs_nsga2_150profiles
STU_0740,time_sensitive,medium,3.1,21.5,4.2,15.0,1.5,0,739,University,Student,0,21.0,N0186,N0317,3.0954299401209955,main_pi_nsga3_vs_nsga2_150profiles
STU_0047,time_sensitive,medium,2.9,30.5,3.8,35.0,0.9,0,46,University,Student,0,21.0,N0317,N0508,2.897084755532322,main_pi_nsga3_vs_nsga2_150profiles
STU_0033,time_sensitive,medium,4.3,21.5,3.5,30.0,0.8,0,32,University,Student,0,21.0,N0230,N0294,4.304893949218649,main_pi_nsga3_vs_nsga2_150profiles
STU_0372,time_sensitive,medium,2.6,30.5,4.7,15.0,0.8,0,371,University,Student,0,21.0,N0278,N0484,2.5843263823892717,main_pi_nsga3_vs_nsga2_150profiles
STU_0304,time_sensitive,short,1.9,50.5,1.8,20.0,1.2,0,303,University,Student,0,21.0,N0321,N0317,1.892906351201698,main_pi_nsga3_vs_nsga2_150profiles
STU_0410,time_sensitive,short,1.4,30.5,1.0,25.0,1.5,0,409,University,Student,0,21.0,N0432,N0186,1.398572693497404,main_pi_nsga3_vs_nsga2_150profiles
STU_0244,time_sensitive,short,1.5,21.5,4.7,10.0,1.8,0,243,University,Student,0,21.0,N0436,N0124,1.5121374756419748,main_pi_nsga3_vs_nsga2_150profiles
STU_0714,time_sensitive,short,1.4,21.5,2.3,15.0,0.5,0,713,University,Student,0,21.0,N0335,N0105,1.411138554617231,main_pi_nsga3_vs_nsga2_150profiles
STU_0287,comfort_seeking,long,11.9,21.5,13.4,75.0,1.5,0,286,University,Student,0,21.0,N0513,N0156,10.160066916848557,extended_benchmark_30profiles
STU_0036,comfort_seeking,long,8.3,21.5,8.9,60.0,1.2,0,35,University,Student,0,16.0,N0540,N0226,8.236714360443901,extended_benchmark_30profiles
STU_0182,comfort_seeking,medium,2.3,21.5,6.3,25.0,1.2,0,181,University,Student,0,21.0,N0128,N0156,2.2635755975052123,extended_benchmark_30profiles
