profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,rain,temperature_c,mobility_restriction,seed_offset,campus,student_status,run_plan
STU_0014,time_sensitive,medium,2.76,22,4.17,1,18.38991055091301,0,13,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0400,time_sensitive,medium,2.53,28,5.11,0,16.816275774423396,0,399,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0300,time_sensitive,medium,4.56,28,7.3,0,11.305344258875257,0,299,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0425,time_sensitive,medium,4.01,19,3.34,0,9.65463335155109,0,424,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0737,time_sensitive,medium,2.46,23,2.84,0,13.086320865777305,0,736,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0538,time_sensitive,medium,3.11,25,2.33,0,20.19595763092297,0,537,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0714,time_sensitive,short,1.4,24,2.29,1,7.0544525548737615,0,713,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0587,time_sensitive,short,1.46,23,3.9,0,-5.845668079876333,0,586,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0114,time_sensitive,short,1.9,21,2.62,0,4.977753880866288,0,113,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0109,time_sensitive,short,1.36,24,1.21,0,13.059113156599032,0,108,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0589,time_sensitive,short,1.47,23,2.42,0,23.863215472821572,0,588,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0089,time_sensitive,short,1.31,19,3.42,0,4.046352969113045,1,88,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0088,time_sensitive,short,1.71,44,2.31,0,12.942170747750623,0,87,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0675,time_sensitive,short,1.66,19,2.59,0,17.697699912084996,0,674,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0512,time_sensitive,short,0.98,22,1.72,1,9.603579030959338,0,511,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0119,time_sensitive,short,1.88,22,5.32,0,25.419882269476037,0,118,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0410,time_sensitive,short,1.35,27,1.0,1,12.048831118581298,0,409,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0244,time_sensitive,short,1.52,23,4.66,0,5.98124815447359,0,243,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0059,time_sensitive,medium,2.38,42,2.37,0,17.175930435990722,0,58,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0345,cost_sensitive,medium,2.59,24,3.4,1,23.05787657743398,0,344,Other,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0364,time_sensitive,short,1.43,20,2.29,0,17.46075561380922,0,363,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0580,time_sensitive,medium,3.51,19,6.22,0,4.740282942132623,0,579,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0049,eco_conscious,short,1.44,25,4.15,0,9.550464329207,0,48,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0209,comfort_seeking,long,8.21,21,7.62,0,17.310338537521712,0,208,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0287,comfort_seeking,long,11.89,24,13.45,0,16.721679814946704,0,286,Other,Student,extended_benchmark_30profiles
STU_0647,comfort_seeking,long,6.68,34,9.62,0,17.015582285562978,0,646,Strasbourg,Student,extended_benchmark_30profiles
STU_0510,comfort_seeking,long,9.48,25,8.84,0,18.47632296492933,0,509,Strasbourg,Student,extended_benchmark_30profiles
STU_0422,comfort_seeking,long,6.6,18,8.1,0,27.750360024398873,0,421,Other,Alternance,extended_benchmark_30profiles
STU_0442,comfort_seeking,long,8.12,21,9.81,0,4.503436589005039,0,441,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0569,comfort_seeking,long,6.76,30,3.63,0,13.81413031319707,0,568,Strasbourg,Student,extended_benchmark_30profiles
STU_0034,comfort_seeking,long,5.36,24,5.93,0,5.879456754169471,0,33,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0632,comfort_seeking,long,5.46,23,7.17,1,11.97694842945735,0,631,Other,Student,extended_benchmark_30profiles
STU_0036,comfort_seeking,long,8.32,22,8.9,0,28.281347216577046,0,35,Strasbourg,Student,extended_benchmark_30profiles
STU_0649,comfort_seeking,long,6.82,22,9.92,0,24.629048534795487,0,648,Strasbourg,Student,extended_benchmark_30profiles
STU_0726,comfort_seeking,long,9.11,22,8.58,0,12.847778719562589,0,725,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0087,comfort_seeking,long,9.42,22,11.89,1,22.79983720273667,0,86,Strasbourg,Student,extended_benchmark_30profiles
STU_0351,comfort_seeking,medium,2.7,19,4.34,0,13.381150561433167,0,350,Strasbourg,Student,extended_benchmark_30profiles
STU_0306,comfort_seeking,medium,2.48,50,1.8,0,-2.863626734219544,0,305,Other,Student,extended_benchmark_30profiles
STU_0665,comfort_seeking,medium,4.02,25,5.31,0,12.68279177964839,0,664,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0298,comfort_seeking,medium,2.26,23,4.46,1,14.417386549260268,1,297,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0237,comfort_seeking,medium,2.21,23,2.7,0,24.964327908913056,0,236,Nancy,Student,extended_benchmark_30profiles
STU_0520,comfort_seeking,medium,4.78,20,2.08,1,18.945525717322408,0,519,Strasbourg,Student,extended_benchmark_30profiles
STU_0477,comfort_seeking,medium,3.49,19,5.03,0,29.683876806264216,0,476,Strasbourg,Student,extended_benchmark_30profiles
STU_0342,comfort_seeking,medium,2.65,37,1.13,1,12.770519165103858,0,341,Strasbourg,Student,extended_benchmark_30profiles
STU_0392,comfort_seeking,medium,2.36,29,6.9,0,25.8991863174869,0,391,Strasbourg,Student,extended_benchmark_30profiles
STU_0132,comfort_seeking,medium,3.46,20,6.85,1,11.105339703325267,0,131,Strasbourg,Student,extended_benchmark_30profiles
STU_0093,comfort_seeking,medium,2.92,25,5.22,0,9.376847135378753,0,92,Strasbourg,Alternance,extended_benchmark_30profiles
STU_0559,comfort_seeking,medium,4.66,35,3.95,0,26.96056247308841,0,558,Strasbourg,Student,extended_benchmark_30profiles
STU_0122,comfort_seeking,short,1.52,21,2.05,0,29.24048171251576,0,121,Strasbourg,Student,extended_benchmark_30profiles
STU_0142,comfort_seeking,short,1.8,34,4.17,0,6.143844641357595,0,141,Strasbourg,Student,extended_benchmark_30profiles
STU_0460,comfort_seeking,short,1.98,19,1.58,0,16.9296767822715,0,459,Strasbourg,Student,extended_benchmark_30profiles
STU_0396,comfort_seeking,short,1.86,24,2.76,0,14.816250377924593,0,395,Nancy,Alternance,extended_benchmark_30profiles
STU_0303,comfort_seeking,short,1.71,21,3.29,0,16.52838296515429,0,302,Strasbourg,Employee,extended_benchmark_30profiles
STU_0623,comfort_seeking,short,1.87,21,4.86,1,17.422371185977063,0,622,Strasbourg,Student,extended_benchmark_30profiles
STU_0647,comfort_seeking,long,6.68,34,9.62,0,17.015582285562978,0,646,Strasbourg,Student,representative_curves_10profiles
STU_0132,comfort_seeking,medium,3.46,20,6.85,1,11.105339703325267,0,131,Strasbourg,Student,representative_curves_10profiles
STU_0239,comfort_seeking,short,1.42,21,4.46,0,31.94336249922388,0,238,Nancy,Student,representative_curves_10profiles
STU_0545,cost_sensitive,long,5.48,25,9.08,0,10.422738741360426,0,544,Strasbourg,Student,representative_curves_10profiles
STU_0265,cost_sensitive,medium,2.42,18,3.24,1,19.884664739426988,0,264,Strasbourg,Student,representative_curves_10profiles
STU_0550,cost_sensitive,short,1.85,19,4.27,0,19.201992044626913,0,549,Strasbourg,Alternance,representative_curves_10profiles
STU_0214,eco_conscious,long,12.7,21,15.93,1,23.322460284377414,0,213,Strasbourg,Alternance,representative_curves_10profiles
STU_0173,eco_conscious,medium,3.84,18,6.5,0,9.538168900038283,0,172,Strasbourg,Alternance,representative_curves_10profiles
STU_0159,eco_conscious,short,1.33,21,1.0,1,12.232261457709168,0,158,Strasbourg,Employee,representative_curves_10profiles
STU_0628,time_sensitive,long,5.43,24,6.59,0,16.614747763104184,0,627,Strasbourg,Alternance,representative_curves_10profiles
